,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,deposit
4341,32,admin.,57,no,yes,cellular,jul,2,-1,unknown,no
1306,58,admin.,826,no,no,unknown,jun,1,-1,unknown,yes
164,28,management,0,yes,no,cellular,jul,5,-1,unknown,yes
3995,59,admin.,-423,yes,yes,cellular,apr,1,-1,unknown,no
5741,40,technician,503,yes,no,unknown,may,3,-1,unknown,no
536,32,self-employed,1423,no,no,cellular,aug,4,-1,unknown,yes
6009,51,self-employed,2094,no,no,cellular,jun,6,-1,unknown,yes
1833,32,management,0,no,no,cellular,feb,4,-1,unknown,yes
2238,38,admin.,262,no,no,cellular,feb,2,180,failure,yes
4887,75,retired,358,no,no,cellular,feb,11,-1,unknown,yes
1376,38,management,0,yes,no,cellular,apr,1,-1,unknown,yes
3145,30,blue-collar,1165,yes,no,cellular,may,2,-1,unknown,no
6906,34,housemaid,87,yes,no,unknown,may,2,-1,unknown,no
660,26,management,1438,no,no,cellular,apr,1,449,other,yes
435,23,services,870,no,no,cellular,jul,4,-1,unknown,yes
240,38,services,1222,yes,no,unknown,jun,2,-1,unknown,no
7753,28,admin.,377,no,no,cellular,apr,1,-1,unknown,yes
5779,41,entrepreneur,121,yes,no,cellular,may,1,287,failure,no
2994,60,admin.,683,no,no,cellular,nov,1,-1,unknown,no
4091,27,technician,276,no,no,unknown,may,2,-1,unknown,no
7534,33,blue-collar,6138,yes,no,unknown,may,1,-1,unknown,no
6567,53,retired,665,yes,no,cellular,apr,2,-1,unknown,yes
5604,42,management,386,yes,no,unknown,may,1,-1,unknown,no
5042,35,management,8,no,no,cellular,apr,3,-1,unknown,yes
1011,53,management,-601,yes,no,unknown,may,2,-1,unknown,no
7715,51,admin.,726,yes,no,cellular,apr,8,-1,unknown,yes
6841,30,student,324,no,no,cellular,aug,4,-1,unknown,no
5220,52,management,48,no,no,unknown,jun,2,-1,unknown,no
1318,37,management,5016,no,no,cellular,aug,1,-1,unknown,no
3976,49,technician,-849,yes,yes,unknown,may,1,-1,unknown,no
6146,42,housemaid,0,no,yes,cellular,jul,2,-1,unknown,no
2827,35,management,53,yes,no,cellular,nov,1,-1,unknown,no
2939,52,management,173,no,no,unknown,may,5,-1,unknown,no
13,53,services,341,no,no,cellular,apr,2,-1,unknown,yes
1822,28,management,187,no,no,cellular,sep,1,93,success,yes
5164,43,management,1304,no,no,cellular,aug,2,-1,unknown,yes
5288,61,retired,1058,no,no,cellular,jul,2,91,success,yes
4108,38,management,4335,yes,no,cellular,nov,1,-1,unknown,no
697,51,self-employed,0,no,no,cellular,oct,2,-1,unknown,yes
5673,40,admin.,341,no,no,cellular,jul,5,-1,unknown,yes
4322,59,technician,1,no,no,cellular,apr,2,378,failure,yes
1490,57,technician,470,no,no,cellular,aug,3,-1,unknown,yes
3499,54,technician,114,no,no,cellular,jul,3,-1,unknown,yes
410,28,admin.,762,no,no,cellular,sep,3,-1,unknown,yes
2686,51,unemployed,234,no,no,cellular,aug,1,-1,unknown,yes
3489,48,blue-collar,316,no,no,unknown,jun,2,-1,unknown,no
7681,54,blue-collar,-473,yes,no,cellular,may,1,351,failure,no
4495,39,management,0,yes,no,unknown,jun,2,-1,unknown,no
3779,38,management,633,no,no,cellular,jul,3,-1,unknown,no
610,35,technician,196,yes,no,cellular,nov,1,-1,unknown,no
901,26,management,170,no,no,cellular,jun,1,-1,unknown,yes
2064,35,admin.,725,yes,no,cellular,nov,7,133,failure,no
5850,43,blue-collar,0,no,no,cellular,jul,1,-1,unknown,yes
6742,34,entrepreneur,714,yes,no,unknown,may,4,-1,unknown,no
2325,39,management,2454,yes,no,cellular,may,3,263,failure,yes
4153,48,entrepreneur,0,yes,yes,unknown,jun,1,-1,unknown,no
4591,31,admin.,212,yes,no,cellular,jul,3,-1,unknown,no
375,27,management,2071,no,no,cellular,jun,1,-1,unknown,yes
2296,29,blue-collar,8,yes,yes,cellular,jul,1,-1,unknown,yes
5948,26,technician,237,yes,no,cellular,may,3,-1,unknown,yes
6205,28,management,171,no,no,cellular,mar,1,-1,unknown,yes
3134,26,technician,401,no,no,cellular,may,2,-1,unknown,yes
7477,55,housemaid,10,no,no,cellular,feb,3,-1,unknown,no
6475,27,management,3104,yes,no,unknown,may,2,-1,unknown,no
909,60,admin.,-444,no,yes,cellular,jul,1,-1,unknown,no
1905,33,management,1323,no,no,cellular,jun,1,-1,unknown,yes
5079,28,services,168,yes,no,cellular,may,1,-1,unknown,no
463,26,technician,-67,yes,no,cellular,may,1,-1,unknown,yes
6826,32,technician,719,yes,no,unknown,may,6,-1,unknown,no
5313,47,admin.,290,yes,no,cellular,jul,2,-1,unknown,yes
1842,33,blue-collar,-191,yes,yes,cellular,jul,4,-1,unknown,yes
727,54,blue-collar,2933,yes,no,unknown,may,2,-1,unknown,no
2182,37,management,0,yes,no,cellular,may,6,-1,unknown,no
4803,37,management,3556,no,no,cellular,nov,1,-1,unknown,yes
1650,54,management,1464,no,no,cellular,oct,2,94,success,yes
7738,30,student,3300,no,no,cellular,nov,1,-1,unknown,yes
3493,50,blue-collar,1743,yes,no,unknown,jun,5,-1,unknown,no
7627,24,management,736,yes,no,cellular,apr,2,246,other,yes
2836,43,technician,1195,yes,no,unknown,may,9,-1,unknown,no
404,33,blue-collar,863,yes,no,telephone,may,3,-1,unknown,yes
7311,46,technician,0,yes,no,cellular,aug,5,-1,unknown,no
7499,49,management,-6847,no,yes,cellular,jul,1,-1,unknown,no
5187,36,management,926,no,no,cellular,apr,1,-1,unknown,yes
323,50,management,-470,yes,no,cellular,nov,2,160,failure,no
805,34,student,5827,no,no,cellular,nov,2,-1,unknown,no
7328,47,technician,545,yes,no,cellular,aug,3,-1,unknown,no
43,57,technician,950,yes,no,cellular,jul,1,-1,unknown,no
143,45,technician,0,yes,no,cellular,dec,1,-1,unknown,yes
898,46,blue-collar,2499,yes,no,unknown,may,3,-1,unknown,no
2239,25,blue-collar,-247,yes,no,cellular,jul,1,-1,unknown,yes
2330,30,admin.,10,yes,no,cellular,jul,2,-1,unknown,yes
5788,40,entrepreneur,0,no,no,unknown,jun,4,-1,unknown,yes
2564,44,services,608,yes,yes,unknown,jun,30,-1,unknown,no
4218,30,services,-114,yes,no,cellular,jul,2,-1,unknown,no
4810,52,management,335,no,no,cellular,oct,1,182,failure,yes
1301,29,blue-collar,-20,no,yes,cellular,jul,1,-1,unknown,yes
2301,33,admin.,640,no,no,cellular,jul,1,-1,unknown,no
2738,36,admin.,0,yes,yes,cellular,may,1,-1,unknown,no
2864,40,blue-collar,34,yes,no,cellular,may,2,344,failure,no
3844,34,management,9,no,no,cellular,jul,2,-1,unknown,no
5415,31,admin.,4198,no,no,cellular,nov,1,-1,unknown,yes
1029,38,management,238,no,no,cellular,aug,1,92,failure,yes
55,54,retired,349,yes,no,cellular,may,2,175,failure,no
7779,49,blue-collar,128,no,no,cellular,aug,2,-1,unknown,yes
6509,58,technician,49,yes,no,unknown,may,2,-1,unknown,no
3062,37,management,3737,no,no,cellular,jul,1,-1,unknown,yes
3919,30,services,271,yes,no,unknown,may,1,-1,unknown,no
3175,45,blue-collar,61,no,no,cellular,apr,1,-1,unknown,no
5103,52,blue-collar,2800,no,no,unknown,jun,1,-1,unknown,no
47,32,services,3993,no,no,cellular,may,2,-1,unknown,yes
5642,34,management,757,no,no,cellular,aug,4,-1,unknown,no
7405,40,technician,431,no,no,cellular,jul,2,-1,unknown,yes
4237,19,student,302,no,no,cellular,jul,1,-1,unknown,yes
3690,26,technician,2002,no,no,cellular,jan,1,-1,unknown,yes
3012,45,technician,5110,no,no,cellular,apr,2,-1,unknown,yes
408,49,technician,808,yes,no,cellular,jan,1,-1,unknown,yes
7541,33,management,318,yes,no,cellular,apr,1,141,other,yes
2946,40,entrepreneur,2998,yes,no,cellular,jul,3,-1,unknown,yes
7312,29,self-employed,1579,no,no,cellular,oct,1,92,success,yes
7549,38,entrepreneur,7752,yes,no,cellular,jul,4,-1,unknown,no
1780,41,management,30,no,no,cellular,aug,7,-1,unknown,no
7793,60,technician,4243,yes,no,cellular,feb,1,251,failure,no
1755,39,self-employed,0,yes,no,unknown,may,2,-1,unknown,no
2995,33,management,990,yes,no,cellular,jul,2,-1,unknown,yes
7069,36,blue-collar,222,yes,no,unknown,may,1,-1,unknown,no
416,40,blue-collar,668,yes,no,cellular,apr,2,318,other,no
282,37,admin.,912,yes,no,cellular,may,3,328,other,yes
7062,57,admin.,1401,no,no,cellular,aug,22,-1,unknown,no
7350,73,retired,1843,no,no,cellular,sep,2,-1,unknown,yes
6057,60,technician,11262,no,no,cellular,aug,1,-1,unknown,yes
1633,39,blue-collar,186,yes,no,unknown,may,3,-1,unknown,no
6043,27,management,0,no,yes,cellular,jul,1,-1,unknown,no
2595,40,blue-collar,1938,yes,no,cellular,may,1,-1,unknown,no
6462,36,technician,1466,yes,no,unknown,may,1,-1,unknown,no
3116,30,admin.,873,yes,no,unknown,may,3,-1,unknown,yes
2017,33,management,0,yes,no,cellular,jul,3,-1,unknown,no
1558,39,technician,1355,yes,no,cellular,may,1,-1,unknown,yes
4439,27,blue-collar,535,no,no,cellular,may,1,87,success,yes
1225,54,blue-collar,6242,yes,no,cellular,may,1,-1,unknown,no
4975,40,blue-collar,973,no,no,cellular,may,1,-1,unknown,yes
