,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,deposit
5058,49,blue-collar,230,no,yes,unknown,jun,1,-1,unknown,no
609,32,admin.,131,yes,no,cellular,jun,1,183,success,yes
3239,36,admin.,3954,yes,no,unknown,may,1,-1,unknown,no
1845,34,blue-collar,1156,yes,no,unknown,may,2,-1,unknown,no
2637,39,technician,18508,no,no,cellular,nov,4,-1,unknown,yes
1026,51,housemaid,289,no,no,unknown,may,5,-1,unknown,no
6331,47,entrepreneur,0,no,no,telephone,nov,2,-1,unknown,no
5378,26,student,2503,no,no,cellular,apr,1,63,failure,no
6086,41,blue-collar,664,no,yes,cellular,jul,5,-1,unknown,yes
1206,36,admin.,1207,yes,no,cellular,nov,2,-1,unknown,yes
3209,35,services,0,yes,no,cellular,jul,3,-1,unknown,no
4333,33,services,6904,no,no,telephone,nov,2,-1,unknown,no
2738,57,retired,0,yes,no,cellular,may,1,363,failure,no
7221,49,entrepreneur,-701,yes,no,cellular,jul,2,-1,unknown,yes
4315,36,management,-508,yes,no,cellular,apr,2,-1,unknown,no
6248,39,technician,506,yes,no,cellular,jul,2,-1,unknown,yes
2539,35,management,451,yes,no,cellular,apr,6,-1,unknown,no
2887,48,unemployed,608,no,no,cellular,jul,2,-1,unknown,no
3012,32,blue-collar,206,yes,no,unknown,may,2,-1,unknown,no
6214,50,services,3169,no,no,cellular,aug,1,430,failure,yes
2689,40,technician,103,yes,no,unknown,may,2,-1,unknown,no
3392,31,management,927,no,no,cellular,aug,4,-1,unknown,no
2607,31,admin.,3,yes,no,cellular,jul,12,-1,unknown,no
2668,35,management,397,yes,no,cellular,apr,1,-1,unknown,yes
3762,52,blue-collar,7119,no,yes,telephone,nov,3,-1,unknown,yes
6925,39,housemaid,34,yes,no,cellular,jul,3,-1,unknown,no
2069,62,housemaid,1528,no,no,cellular,apr,1,-1,unknown,yes
5710,52,management,4358,no,no,telephone,jul,7,-1,unknown,no
6521,56,services,486,no,yes,telephone,jul,1,-1,unknown,yes
5510,29,blue-collar,111,yes,no,cellular,may,11,-1,unknown,no
3533,33,technician,-616,yes,yes,unknown,may,1,-1,unknown,no
5166,64,retired,315,no,no,cellular,feb,1,-1,unknown,yes
1854,35,blue-collar,262,no,no,cellular,mar,1,181,success,yes
6148,34,technician,1,no,no,cellular,aug,2,-1,unknown,yes
3599,49,management,3237,yes,no,unknown,may,3,-1,unknown,no
2536,59,retired,3444,no,no,cellular,feb,2,-1,unknown,yes
3666,48,blue-collar,863,yes,no,telephone,may,5,350,success,yes
883,57,admin.,169,no,no,cellular,feb,1,-1,unknown,yes
973,30,admin.,0,no,no,cellular,sep,3,-1,unknown,yes
1147,36,unemployed,0,no,no,telephone,jul,3,-1,unknown,no
4827,36,blue-collar,-308,yes,no,cellular,may,1,-1,unknown,yes
5312,47,technician,19,yes,no,unknown,may,2,-1,unknown,no
633,26,management,1438,no,no,cellular,apr,1,449,other,yes
5026,32,services,983,yes,no,cellular,nov,2,133,failure,yes
1474,42,entrepreneur,46,no,no,cellular,feb,1,-1,unknown,no
4342,61,retired,86,no,no,cellular,oct,1,-1,unknown,yes
4679,39,entrepreneur,2139,yes,no,cellular,may,4,371,failure,yes
3325,36,services,760,no,no,unknown,jun,13,-1,unknown,no
5604,43,services,130,yes,no,unknown,may,1,-1,unknown,no
3388,46,technician,0,no,no,unknown,jun,1,-1,unknown,no
5429,44,admin.,205,no,no,cellular,nov,1,-1,unknown,yes
512,29,management,1514,yes,no,telephone,may,1,333,other,no
4377,45,blue-collar,360,no,no,unknown,jun,2,-1,unknown,no
5994,36,management,565,no,no,cellular,mar,1,-1,unknown,yes
5052,34,management,73,no,no,cellular,feb,2,-1,unknown,yes
4949,36,blue-collar,537,no,yes,cellular,jul,6,-1,unknown,no
1258,35,management,7506,yes,no,unknown,oct,1,-1,unknown,yes
7109,35,management,-292,yes,no,cellular,may,2,272,failure,no
6491,30,student,48,no,no,cellular,feb,1,191,success,yes
4859,34,technician,103,yes,yes,cellular,jul,1,-1,unknown,no
7119,50,technician,1838,yes,yes,cellular,aug,8,-1,unknown,no
2862,60,retired,5632,yes,no,cellular,jul,7,-1,unknown,no
2180,33,admin.,640,no,no,cellular,jul,1,-1,unknown,no
7326,31,technician,4888,yes,no,telephone,may,4,166,failure,no
3101,40,blue-collar,1206,no,yes,telephone,jul,5,-1,unknown,no
2985,41,management,141,yes,yes,unknown,may,3,-1,unknown,no
2880,28,blue-collar,-197,yes,no,unknown,may,2,-1,unknown,yes
4084,80,retired,997,no,no,cellular,oct,2,86,other,yes
5800,31,blue-collar,0,yes,yes,cellular,jul,4,-1,unknown,yes
6543,38,services,-314,yes,no,unknown,may,2,-1,unknown,no
1792,35,unemployed,2080,yes,no,telephone,apr,3,-1,unknown,no
6555,86,retired,0,no,no,telephone,aug,1,-1,unknown,yes
3428,70,retired,2575,no,no,telephone,apr,2,-1,unknown,yes
1482,93,retired,775,no,no,cellular,jul,2,177,success,yes
7291,32,management,3696,no,no,unknown,may,3,-1,unknown,no
274,32,blue-collar,1504,yes,no,cellular,apr,2,-1,unknown,no
3424,55,services,2923,yes,no,unknown,may,2,-1,unknown,no
445,42,admin.,281,yes,no,unknown,may,1,-1,unknown,no
6190,33,entrepreneur,114,no,yes,cellular,jul,3,-1,unknown,no
1461,43,blue-collar,740,yes,no,unknown,jun,2,-1,unknown,yes
7346,37,management,108,yes,yes,cellular,jun,2,-1,unknown,yes
3568,40,technician,40,yes,no,cellular,nov,1,-1,unknown,no
4183,55,admin.,8304,no,no,cellular,jun,1,-1,unknown,yes
5460,48,management,1949,yes,no,unknown,may,2,-1,unknown,yes
948,45,technician,2033,no,no,cellular,jun,5,285,success,yes
1450,21,student,2488,no,no,cellular,jun,6,169,success,yes
2096,33,technician,2044,yes,no,cellular,may,3,-1,unknown,yes
4007,38,admin.,0,yes,no,cellular,jun,1,181,success,yes
6740,37,management,8828,no,no,unknown,jun,3,-1,unknown,yes
2516,35,blue-collar,1160,no,yes,telephone,nov,1,-1,unknown,no
5078,32,management,62,yes,no,cellular,may,1,-1,unknown,no
2082,42,management,6060,yes,no,cellular,apr,1,350,failure,yes
4288,38,technician,206,no,no,cellular,apr,2,-1,unknown,yes
7357,28,admin.,377,no,no,cellular,apr,1,-1,unknown,yes
2487,54,unemployed,582,yes,no,cellular,may,5,372,failure,yes
7208,67,housemaid,5275,no,no,cellular,aug,4,-1,unknown,yes
6247,50,blue-collar,388,no,no,cellular,feb,1,-1,unknown,no
2968,36,management,495,no,no,cellular,jun,1,94,success,yes
7360,39,technician,1435,no,no,cellular,jun,1,296,other,yes
2941,30,blue-collar,0,yes,no,unknown,may,1,-1,unknown,no
3471,41,blue-collar,285,yes,no,cellular,apr,2,-1,unknown,yes
4108,47,blue-collar,1230,yes,no,cellular,apr,1,169,success,yes
6099,39,housemaid,70,no,no,cellular,jun,2,128,success,no
4086,31,technician,1081,no,no,cellular,apr,5,261,failure,yes
3967,49,blue-collar,-354,no,yes,cellular,jul,1,-1,unknown,no
6244,59,management,258,yes,no,telephone,oct,1,-1,unknown,yes
3759,38,blue-collar,3598,no,no,unknown,jun,1,-1,unknown,no
6447,34,self-employed,1943,yes,no,cellular,apr,2,-1,unknown,no
6262,63,blue-collar,180,no,no,cellular,jul,2,182,success,yes
485,44,services,618,no,no,cellular,may,1,-1,unknown,yes
282,25,blue-collar,97,yes,no,unknown,may,1,-1,unknown,yes
5591,35,technician,126,no,no,cellular,aug,2,-1,unknown,no
5289,32,admin.,0,yes,no,unknown,may,1,-1,unknown,no
1323,34,admin.,79,yes,no,cellular,jul,3,-1,unknown,no
1683,48,services,2805,no,yes,cellular,jul,2,-1,unknown,no
4710,38,services,1313,no,no,unknown,jun,2,-1,unknown,no
5825,32,management,607,yes,no,unknown,jun,5,-1,unknown,yes
4174,34,technician,484,no,no,unknown,may,4,-1,unknown,no
1988,35,technician,2144,yes,no,unknown,may,2,-1,unknown,no
3994,71,retired,1712,no,no,cellular,feb,1,-1,unknown,yes
1672,25,blue-collar,0,no,yes,cellular,jul,4,-1,unknown,yes
6046,48,housemaid,0,no,no,cellular,may,5,-1,unknown,yes
3078,33,management,1724,no,no,cellular,feb,6,-1,unknown,no
4972,35,technician,399,yes,no,cellular,may,2,345,failure,yes
5603,32,management,713,yes,no,cellular,aug,7,-1,unknown,no
983,27,admin.,73,no,no,cellular,feb,1,-1,unknown,yes
4033,60,blue-collar,2879,yes,no,cellular,aug,1,-1,unknown,no
2819,52,technician,511,no,yes,cellular,aug,4,-1,unknown,no
7202,30,management,2544,no,no,cellular,apr,2,-1,unknown,yes
4499,32,management,623,no,no,cellular,jul,3,194,failure,yes
5252,38,management,2656,no,no,cellular,jul,2,-1,unknown,no
140,32,entrepreneur,1996,yes,no,cellular,nov,1,-1,unknown,no
7239,31,student,1776,no,no,cellular,jun,1,207,other,yes
7138,52,services,2081,yes,no,unknown,may,1,-1,unknown,no
6588,34,management,188,no,no,cellular,may,1,-1,unknown,no
6131,24,technician,726,no,no,cellular,sep,2,-1,unknown,yes
3479,35,technician,183,no,no,cellular,sep,2,130,failure,no
4209,56,technician,179,no,no,cellular,jul,1,-1,unknown,yes
2958,35,technician,22,no,no,cellular,aug,1,-1,unknown,no
2394,33,unemployed,1211,no,no,cellular,feb,1,188,success,yes
1635,26,admin.,96,no,no,cellular,may,1,345,failure,no
5288,36,management,928,yes,no,cellular,apr,1,-1,unknown,no
6878,31,technician,24,no,no,cellular,aug,2,-1,unknown,no
1205,36,management,1373,yes,no,unknown,may,2,-1,unknown,no
1417,32,management,141,yes,no,cellular,may,3,89,success,no
7224,42,blue-collar,414,yes,no,cellular,apr,3,-1,unknown,no
793,29,management,265,no,no,cellular,aug,2,94,success,yes
5383,45,blue-collar,521,yes,no,unknown,jun,3,-1,unknown,no
2832,33,management,516,yes,no,cellular,nov,4,-1,unknown,no
4267,55,services,2166,yes,no,unknown,may,17,-1,unknown,no
16,30,services,0,no,no,cellular,jan,1,-1,unknown,no
4153,30,technician,1011,yes,no,unknown,may,1,-1,unknown,no
6809,39,services,207,no,no,unknown,jun,2,-1,unknown,no
4193,52,retired,6,no,no,cellular,aug,2,-1,unknown,no
2594,46,admin.,596,yes,no,cellular,apr,3,-1,unknown,no
4122,32,technician,550,no,no,cellular,nov,1,-1,unknown,yes
1401,35,management,0,no,yes,cellular,aug,4,-1,unknown,no
37,37,entrepreneur,555,no,no,cellular,jul,2,-1,unknown,no
1649,35,technician,128,no,yes,cellular,jan,1,205,other,no
4722,51,technician,337,yes,no,cellular,aug,4,-1,unknown,no
5938,82,retired,121,no,no,telephone,feb,1,-1,unknown,yes
6641,47,blue-collar,665,no,no,cellular,aug,3,-1,unknown,no
3263,31,technician,-367,yes,no,cellular,jul,2,-1,unknown,yes
3718,29,services,1934,no,no,cellular,sep,1,-1,unknown,yes
4432,55,management,16786,no,no,cellular,nov,1,-1,unknown,no
1006,35,management,1510,yes,no,unknown,may,1,-1,unknown,no
2625,26,admin.,1417,yes,no,unknown,jun,3,-1,unknown,no
4587,54,management,1134,yes,no,cellular,jul,3,-1,unknown,yes
4574,36,services,0,yes,no,cellular,may,6,-1,unknown,yes
1009,71,retired,2887,no,no,cellular,jun,1,-1,unknown,yes
2230,48,technician,256,yes,no,unknown,may,4,-1,unknown,no
4635,49,unemployed,377,no,no,cellular,may,1,59,failure,no
3799,35,unemployed,2228,no,no,unknown,jun,2,-1,unknown,no
2376,43,technician,-1701,yes,no,unknown,may,1,-1,unknown,no
5217,46,blue-collar,842,yes,no,telephone,may,1,-1,unknown,yes
2492,36,blue-collar,3463,yes,no,telephone,nov,4,-1,unknown,no
2107,45,technician,410,yes,no,unknown,may,4,-1,unknown,yes
2683,40,unemployed,1908,yes,no,cellular,feb,2,-1,unknown,yes
3549,52,admin.,2398,yes,no,cellular,nov,1,-1,unknown,yes
4780,38,technician,-1,no,no,cellular,aug,4,-1,unknown,no
7233,36,management,3343,no,no,cellular,nov,1,-1,unknown,no
759,77,retired,0,no,no,cellular,sep,1,-1,unknown,yes
6451,74,retired,670,no,no,cellular,apr,5,-1,unknown,yes
2730,32,technician,1855,no,no,cellular,sep,2,134,other,yes
6591,49,admin.,10250,yes,no,telephone,oct,1,-1,unknown,yes
6134,42,management,187,no,no,cellular,aug,1,-1,unknown,no
3642,29,services,84,yes,no,cellular,apr,2,-1,unknown,yes
6596,51,blue-collar,1432,no,no,cellular,jul,1,-1,unknown,no
4414,40,admin.,1060,yes,no,cellular,apr,3,-1,unknown,no
3122,55,management,7803,no,no,cellular,jan,1,-1,unknown,yes
5265,34,management,676,no,no,telephone,nov,1,-1,unknown,yes
5386,29,services,-7,yes,no,cellular,may,3,-1,unknown,yes
213,31,technician,200,no,no,cellular,aug,2,-1,unknown,no
1309,31,management,924,no,no,cellular,sep,1,94,success,yes
545,27,management,1137,yes,no,cellular,may,1,-1,unknown,no
6478,48,management,399,no,yes,cellular,aug,1,-1,unknown,no
4588,49,technician,12531,no,no,cellular,aug,8,-1,unknown,no
2494,30,technician,0,yes,no,cellular,jul,1,424,success,yes
4116,32,management,17,no,no,cellular,aug,4,-1,unknown,no
797,34,management,171,yes,no,cellular,may,1,294,failure,no
6738,39,entrepreneur,0,no,no,cellular,nov,7,-1,unknown,no
1960,31,management,2016,no,no,cellular,apr,1,-1,unknown,yes
3899,53,technician,10185,no,no,cellular,mar,1,-1,unknown,yes
5014,67,retired,2027,no,no,cellular,mar,2,-1,unknown,yes
2912,46,management,507,yes,no,cellular,apr,1,-1,unknown,yes
4225,39,services,636,yes,no,telephone,may,1,-1,unknown,no
2050,52,self-employed,217,no,yes,cellular,jul,6,-1,unknown,no
1523,34,admin.,2378,yes,yes,telephone,jul,1,-1,unknown,no
3820,52,unemployed,94,no,no,cellular,feb,1,92,success,yes
430,33,technician,133,no,no,cellular,nov,2,192,success,yes
4483,50,admin.,2678,no,no,telephone,jul,6,-1,unknown,yes
138,68,retired,4189,no,no,telephone,jul,2,-1,unknown,yes
4465,46,services,375,no,no,telephone,jul,6,-1,unknown,no
7321,51,admin.,726,yes,no,cellular,apr,8,-1,unknown,yes
3754,58,retired,5092,no,no,unknown,jun,6,-1,unknown,no
5830,44,blue-collar,579,yes,no,unknown,may,2,-1,unknown,no
59,45,blue-collar,154,yes,no,unknown,may,1,-1,unknown,yes
3893,26,unemployed,461,no,no,cellular,jan,1,-1,unknown,no
6699,57,management,854,no,no,cellular,oct,1,40,success,yes
5619,27,technician,1977,yes,no,cellular,may,1,-1,unknown,yes
2215,40,blue-collar,1009,yes,yes,unknown,jun,5,-1,unknown,yes
3701,32,technician,491,no,no,cellular,jul,7,-1,unknown,yes
4516,30,blue-collar,5,no,no,cellular,dec,1,203,success,yes
1349,33,services,227,yes,yes,cellular,aug,2,-1,unknown,yes
1924,27,admin.,15,no,yes,cellular,jul,1,-1,unknown,no
5004,40,management,0,no,no,cellular,jul,5,-1,unknown,no
6328,46,student,1527,no,no,cellular,sep,3,184,success,yes
3938,48,entrepreneur,0,yes,yes,unknown,jun,1,-1,unknown,no
6549,34,housemaid,87,yes,no,unknown,may,2,-1,unknown,no
6268,23,student,565,no,no,cellular,may,7,-1,unknown,no
668,43,management,1429,yes,no,cellular,may,1,169,success,yes
1166,51,admin.,0,yes,yes,cellular,mar,2,-1,unknown,yes
2820,29,admin.,464,no,no,cellular,nov,2,91,success,yes
753,29,blue-collar,455,no,no,cellular,oct,4,148,success,yes
650,53,technician,195,yes,no,cellular,may,1,90,success,yes
6997,42,technician,248,no,no,cellular,aug,4,-1,unknown,no
807,56,retired,0,no,no,cellular,jan,2,-1,unknown,no
7312,57,entrepreneur,905,no,no,cellular,aug,1,-1,unknown,no
3461,35,blue-collar,0,yes,no,cellular,jul,1,-1,unknown,no
5745,22,blue-collar,682,no,no,cellular,jun,2,91,success,yes
4785,37,services,54,yes,no,cellular,jul,1,-1,unknown,no
218,34,blue-collar,2595,yes,yes,cellular,apr,1,336,other,no
2882,31,blue-collar,255,yes,yes,cellular,may,1,-1,unknown,no
6732,43,blue-collar,1096,no,yes,unknown,may,1,-1,unknown,no
324,29,unemployed,70,no,no,cellular,may,1,-1,unknown,yes
320,27,technician,21,yes,no,cellular,may,1,356,failure,no
2337,53,blue-collar,4222,no,no,unknown,jun,1,-1,unknown,no
1119,43,management,1046,no,no,unknown,jun,1,-1,unknown,yes
3178,73,retired,1388,no,no,telephone,jan,2,83,success,yes
6810,46,management,229,yes,no,unknown,may,1,-1,unknown,no
4577,35,technician,515,yes,yes,cellular,aug,3,-1,unknown,no
5858,30,blue-collar,80,yes,yes,cellular,may,1,337,failure,no
5029,31,management,4331,yes,no,cellular,jul,1,-1,unknown,no
4888,30,blue-collar,315,no,no,cellular,jun,1,-1,unknown,yes
1881,46,blue-collar,-44,no,yes,telephone,aug,13,-1,unknown,no
4825,49,management,178,no,no,cellular,aug,2,-1,unknown,no
4669,33,services,2881,no,no,cellular,may,1,328,success,yes
6528,35,blue-collar,260,yes,no,telephone,may,6,-1,unknown,no
4053,34,blue-collar,1089,yes,no,cellular,may,3,-1,unknown,yes
5890,28,management,171,no,no,cellular,mar,1,-1,unknown,yes
7296,47,management,2892,no,no,unknown,jun,1,-1,unknown,yes
6924,26,blue-collar,2669,yes,no,cellular,apr,1,-1,unknown,no
5709,34,management,297,yes,no,cellular,aug,4,-1,unknown,no
561,31,technician,465,yes,no,cellular,may,3,-1,unknown,no
6584,36,management,203,no,no,cellular,jan,1,88,success,yes
599,31,admin.,97,yes,no,unknown,may,1,-1,unknown,yes
5690,28,admin.,157,yes,yes,cellular,jul,2,-1,unknown,no
3091,42,blue-collar,1080,yes,yes,cellular,may,3,370,failure,yes
4320,50,technician,2313,no,no,cellular,aug,1,-1,unknown,yes
7020,44,management,1945,no,no,unknown,may,1,-1,unknown,no
5278,44,management,13054,yes,no,cellular,may,2,174,other,no
3312,50,blue-collar,1743,yes,no,unknown,jun,5,-1,unknown,no
1366,40,blue-collar,-35,yes,no,cellular,may,3,-1,unknown,no
607,43,blue-collar,2952,no,no,cellular,aug,2,95,other,yes
1019,51,technician,2323,yes,yes,cellular,aug,10,-1,unknown,no
132,33,admin.,177,yes,no,cellular,may,1,-1,unknown,no
2873,52,management,6,no,no,telephone,oct,1,-1,unknown,no
2979,29,technician,510,yes,no,unknown,jun,15,-1,unknown,no
4488,31,admin.,89,no,no,unknown,may,3,-1,unknown,no
2937,63,self-employed,-39,no,no,cellular,apr,2,-1,unknown,yes
3504,48,blue-collar,430,no,no,cellular,may,3,371,failure,no
6563,57,technician,254,no,no,cellular,oct,1,-1,unknown,yes
1743,34,technician,178,yes,no,cellular,nov,1,-1,unknown,no
1078,52,technician,371,yes,yes,cellular,apr,2,182,success,yes
3097,51,management,469,no,no,cellular,apr,1,181,success,yes
1686,37,technician,1,yes,no,unknown,may,1,-1,unknown,yes
1716,30,blue-collar,522,no,no,cellular,feb,3,-1,unknown,no
1476,30,management,850,no,no,cellular,aug,2,-1,unknown,yes
4222,64,management,3951,no,no,cellular,jan,1,91,success,yes
4100,44,technician,11016,no,no,unknown,jun,3,-1,unknown,no
2891,53,technician,6,yes,no,unknown,may,1,-1,unknown,no
5991,61,retired,3624,no,no,cellular,nov,1,-1,unknown,yes
4862,41,services,840,yes,no,cellular,feb,1,-1,unknown,yes
2291,30,management,233,yes,no,unknown,may,10,-1,unknown,no
602,45,unemployed,-44,yes,no,cellular,jul,2,-1,unknown,no
4935,58,management,256,no,no,cellular,dec,1,188,success,yes
926,19,student,329,no,no,cellular,apr,1,190,success,yes
6631,37,blue-collar,106,yes,no,cellular,aug,1,392,failure,yes
919,26,technician,-119,no,yes,cellular,jul,5,-1,unknown,yes
1443,34,blue-collar,640,yes,no,cellular,apr,2,-1,unknown,yes
2405,50,admin.,3608,yes,no,cellular,may,8,182,success,yes
2093,23,technician,356,yes,no,cellular,may,2,356,failure,no
6016,80,retired,155,no,no,telephone,mar,1,93,success,yes
6719,31,self-employed,91,no,no,unknown,may,1,-1,unknown,no
2769,42,management,199,yes,no,cellular,jul,1,-1,unknown,no
6807,33,admin.,51,yes,yes,cellular,oct,1,284,success,yes
2446,37,management,1276,no,no,cellular,aug,2,-1,unknown,yes
281,27,blue-collar,567,no,no,cellular,may,3,182,success,yes
4743,28,unemployed,863,yes,yes,unknown,may,1,-1,unknown,no
6779,32,blue-collar,1,yes,no,cellular,nov,3,-1,unknown,no
1530,46,blue-collar,874,no,no,cellular,aug,1,-1,unknown,yes
5793,52,technician,0,no,no,cellular,nov,3,92,failure,yes
4023,32,blue-collar,3014,yes,no,cellular,may,2,-1,unknown,no
4283,28,student,153,no,no,cellular,jul,2,-1,unknown,yes
6476,26,management,47,yes,no,cellular,may,1,-1,unknown,no
2381,55,admin.,2038,no,no,cellular,apr,1,-1,unknown,yes
3146,32,technician,129,yes,no,cellular,may,1,-1,unknown,no
1738,36,technician,376,no,no,cellular,sep,1,-1,unknown,yes
2362,37,management,0,no,no,unknown,jun,6,-1,unknown,yes
5477,49,blue-collar,247,no,yes,cellular,jul,1,-1,unknown,no
3911,48,blue-collar,1730,yes,no,cellular,feb,1,178,failure,yes
182,45,technician,2403,no,no,cellular,nov,1,-1,unknown,no
3569,47,blue-collar,1536,yes,no,cellular,apr,1,301,other,no
1963,31,technician,4182,yes,no,cellular,may,2,-1,unknown,yes
1,39,self-employed,-3058,yes,yes,cellular,apr,3,-1,unknown,yes
6851,25,student,2354,no,no,cellular,feb,7,-1,unknown,yes
1503,35,management,243,yes,no,unknown,may,3,-1,unknown,no
4247,45,unemployed,11,no,no,cellular,aug,5,-1,unknown,yes
4939,45,management,3150,yes,no,cellular,nov,2,-1,unknown,no
2974,33,technician,8097,no,yes,cellular,aug,2,-1,unknown,no
6350,31,entrepreneur,379,yes,no,cellular,jul,2,-1,unknown,no
5680,41,blue-collar,138,yes,no,cellular,jul,3,-1,unknown,yes
7234,58,management,3228,no,no,cellular,aug,2,-1,unknown,no
2932,26,blue-collar,557,yes,yes,unknown,may,2,-1,unknown,no
1754,37,management,0,no,no,cellular,oct,1,258,other,no
653,23,management,2143,no,no,cellular,mar,2,-1,unknown,yes
3661,38,technician,20,no,no,cellular,feb,1,-1,unknown,no
3129,24,management,448,no,no,cellular,apr,1,-1,unknown,yes
285,50,blue-collar,2590,yes,no,unknown,may,6,-1,unknown,no
1007,52,management,4,no,yes,cellular,jul,9,-1,unknown,no
5797,44,technician,1818,yes,yes,cellular,feb,1,92,failure,yes
777,34,management,8,no,no,cellular,aug,4,-1,unknown,no
1707,57,management,10583,no,no,cellular,sep,3,98,success,yes
4110,33,blue-collar,1240,yes,no,cellular,may,1,-1,unknown,yes
6990,27,blue-collar,0,yes,no,cellular,jul,6,-1,unknown,no
5897,40,management,106,no,no,unknown,jun,2,-1,unknown,yes
6689,44,admin.,262,yes,no,cellular,jul,1,-1,unknown,no
843,31,management,-547,yes,yes,cellular,jul,10,-1,unknown,no
6752,39,management,4692,yes,no,telephone,nov,2,174,success,no
5083,32,technician,3818,no,no,cellular,aug,4,-1,unknown,no
5720,28,student,67,no,no,cellular,aug,3,199,other,yes
4881,39,services,208,no,yes,cellular,feb,2,-1,unknown,no
5025,34,admin.,303,no,no,cellular,jun,3,126,failure,yes
4094,45,technician,3395,yes,no,cellular,nov,1,188,failure,no
6479,32,technician,267,no,no,cellular,may,1,-1,unknown,no
6887,80,retired,668,no,no,telephone,jul,1,371,success,yes
3863,38,management,1440,no,no,cellular,aug,2,-1,unknown,no
5896,54,admin.,0,yes,yes,cellular,jul,1,-1,unknown,no
5041,33,technician,16992,yes,no,unknown,may,1,-1,unknown,no
3791,29,technician,590,no,no,cellular,may,1,-1,unknown,yes
2468,27,student,132,no,no,cellular,jul,1,-1,unknown,yes
6083,23,services,1309,yes,no,unknown,jun,2,-1,unknown,no
5557,49,blue-collar,388,no,no,telephone,jul,2,-1,unknown,no
3591,28,technician,3623,no,no,cellular,mar,1,-1,unknown,yes
2786,41,management,15,no,no,unknown,jun,5,-1,unknown,no
5055,34,management,158,no,no,cellular,sep,2,132,failure,yes
6475,31,services,1167,yes,yes,cellular,nov,1,-1,unknown,no
6025,41,blue-collar,22,yes,no,unknown,may,1,-1,unknown,no
4354,60,technician,0,no,no,cellular,may,4,-1,unknown,yes
1227,32,housemaid,51,yes,no,cellular,may,1,-1,unknown,no
6930,36,self-employed,506,no,no,cellular,nov,1,70,failure,yes
