,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,deposit
677,31,management,596,no,no,cellular,aug,4,-1,unknown,no
3847,40,blue-collar,830,yes,no,cellular,may,3,370,failure,yes
40,38,housemaid,110,no,no,cellular,may,1,-1,unknown,no
3602,32,technician,3297,no,no,cellular,aug,2,-1,unknown,no
2323,38,management,1199,no,no,cellular,aug,1,1,success,yes
6789,40,services,4157,yes,no,unknown,may,1,-1,unknown,no
7346,37,management,108,yes,yes,cellular,jun,2,-1,unknown,yes
1709,30,admin.,311,no,no,cellular,mar,2,-1,unknown,yes
4151,60,management,0,no,no,cellular,aug,3,-1,unknown,yes
6141,57,admin.,1694,yes,no,telephone,nov,1,-1,unknown,no
2395,47,admin.,3696,no,no,cellular,jan,4,-1,unknown,yes
1285,45,retired,86,no,no,cellular,nov,5,-1,unknown,no
3226,42,management,36,no,no,cellular,nov,3,-1,unknown,yes
2527,39,blue-collar,29,yes,no,unknown,may,2,-1,unknown,no
7393,71,retired,2988,no,no,telephone,apr,1,-1,unknown,yes
4850,78,retired,527,no,no,cellular,sep,1,-1,unknown,yes
7105,36,technician,3158,yes,no,cellular,jun,2,-1,unknown,yes
7006,45,technician,1412,yes,no,cellular,may,4,-1,unknown,no
2617,42,management,-700,yes,no,unknown,may,1,-1,unknown,no
3298,55,blue-collar,11,no,no,unknown,jun,2,-1,unknown,no
4509,47,blue-collar,4840,no,no,unknown,jun,1,-1,unknown,no
5742,60,technician,11262,no,no,cellular,aug,1,-1,unknown,yes
3122,51,self-employed,95,yes,no,cellular,jul,4,-1,unknown,yes
1554,28,management,185,no,no,cellular,jan,2,-1,unknown,no
1163,62,retired,0,no,no,cellular,nov,2,-1,unknown,yes
2412,48,admin.,1131,no,yes,cellular,may,1,-1,unknown,no
1491,50,technician,3176,no,no,cellular,aug,1,-1,unknown,yes
5539,35,blue-collar,-276,yes,no,cellular,may,1,-1,unknown,yes
7111,33,technician,151,yes,no,cellular,apr,3,236,failure,no
4696,51,entrepreneur,2109,no,no,cellular,oct,2,-1,unknown,yes
801,36,admin.,206,yes,no,unknown,may,1,-1,unknown,no
7253,33,management,333,no,no,cellular,aug,6,-1,unknown,no
4502,37,housemaid,7433,no,yes,cellular,feb,3,-1,unknown,yes
6543,36,management,332,yes,no,cellular,may,7,-1,unknown,no
962,46,management,0,yes,no,cellular,jul,2,-1,unknown,no
2536,35,entrepreneur,2971,no,no,cellular,may,4,164,failure,yes
3509,31,technician,180,no,no,cellular,may,1,70,success,no
125,33,admin.,867,yes,no,cellular,apr,1,-1,unknown,no
278,30,management,265,yes,no,unknown,may,4,-1,unknown,no
7008,42,technician,-805,no,no,cellular,aug,6,-1,unknown,no
211,45,blue-collar,594,yes,no,unknown,may,2,-1,unknown,yes
4544,51,management,93,yes,yes,cellular,may,1,-1,unknown,no
2170,46,technician,0,no,no,cellular,nov,1,167,failure,yes
1067,73,retired,519,no,no,telephone,feb,3,133,success,yes
4840,31,blue-collar,1660,yes,no,cellular,apr,1,-1,unknown,no
5764,35,admin.,1345,yes,no,cellular,jul,1,-1,unknown,no
427,41,services,-675,yes,yes,cellular,mar,4,-1,unknown,yes
4392,33,management,312,no,no,cellular,aug,1,369,failure,no
653,39,management,2763,yes,no,unknown,jun,2,-1,unknown,yes
6792,39,management,763,no,no,cellular,feb,1,189,failure,yes
3056,55,retired,357,yes,no,cellular,apr,1,-1,unknown,no
7122,28,blue-collar,-284,yes,no,unknown,may,1,-1,unknown,no
5407,40,services,160,no,no,cellular,jul,3,-1,unknown,no
5809,50,admin.,237,no,yes,telephone,nov,1,-1,unknown,yes
6203,49,management,1601,no,no,cellular,jul,5,-1,unknown,no
6191,27,admin.,2855,no,no,cellular,jan,1,301,failure,yes
5632,26,technician,181,no,no,cellular,apr,2,-1,unknown,yes
2963,61,self-employed,10861,no,no,cellular,jul,2,259,success,yes
1333,46,blue-collar,640,yes,no,cellular,sep,2,129,failure,yes
830,45,management,0,yes,no,cellular,may,2,342,failure,no
3292,49,technician,350,no,no,cellular,jan,3,-1,unknown,no
4608,50,admin.,26,no,yes,telephone,jul,4,-1,unknown,no
4563,32,technician,4790,yes,no,cellular,jul,2,-1,unknown,no
5402,34,management,212,no,no,cellular,mar,8,-1,unknown,yes
7126,26,admin.,5231,no,yes,cellular,jul,2,-1,unknown,no
3347,46,management,0,no,no,cellular,aug,5,-1,unknown,yes
1542,48,blue-collar,1230,yes,no,cellular,nov,1,196,success,yes
6768,47,unemployed,0,no,no,cellular,nov,2,-1,unknown,no
3985,26,unemployed,632,no,no,cellular,aug,3,181,success,yes
485,36,technician,432,yes,yes,unknown,aug,1,-1,unknown,no
610,40,blue-collar,1451,no,no,cellular,jun,1,-1,unknown,yes
1586,60,admin.,3547,no,no,telephone,jun,6,-1,unknown,yes
4572,41,blue-collar,5291,yes,no,unknown,may,3,-1,unknown,yes
2532,32,blue-collar,225,yes,no,cellular,apr,1,150,failure,yes
5531,39,management,215,no,no,cellular,aug,4,-1,unknown,yes
2504,34,blue-collar,15841,yes,no,cellular,apr,5,-1,unknown,no
730,52,technician,0,no,no,cellular,jun,3,-1,unknown,yes
7209,42,management,559,no,no,cellular,aug,1,-1,unknown,no
4,36,housemaid,205,yes,no,telephone,nov,4,-1,unknown,no
4490,34,management,303,yes,no,cellular,jan,1,195,failure,no
1773,46,management,-130,yes,no,cellular,mar,2,-1,unknown,yes
2449,37,management,1276,no,no,cellular,aug,2,-1,unknown,yes
1695,47,blue-collar,116,yes,no,unknown,may,2,-1,unknown,no
2594,32,blue-collar,897,yes,no,cellular,apr,3,322,failure,no
6589,49,admin.,10250,yes,no,telephone,oct,1,-1,unknown,yes
2035,30,admin.,315,yes,no,cellular,may,3,346,failure,yes
3004,59,management,3428,yes,yes,cellular,nov,1,-1,unknown,no
7193,31,services,459,yes,no,cellular,may,1,293,success,yes
6742,51,blue-collar,50,yes,yes,unknown,may,1,-1,unknown,no
848,30,management,222,no,yes,cellular,feb,1,204,other,no
6134,27,admin.,5,yes,no,cellular,jul,2,-1,unknown,no
384,48,management,313,no,no,cellular,may,1,-1,unknown,no
2805,35,admin.,0,no,no,cellular,jul,11,-1,unknown,no
2299,42,entrepreneur,1002,no,no,unknown,jun,3,-1,unknown,no
5922,28,admin.,-504,yes,yes,cellular,may,1,-1,unknown,yes
1293,43,services,313,yes,no,cellular,may,2,-1,unknown,no
3041,35,management,26,no,no,cellular,apr,2,-1,unknown,yes
47,33,management,2599,no,no,cellular,apr,2,-1,unknown,yes
5474,40,blue-collar,188,yes,yes,unknown,jun,2,-1,unknown,yes
3853,29,housemaid,2196,no,no,cellular,aug,1,-1,unknown,yes
5684,48,technician,178,yes,no,unknown,jun,4,-1,unknown,no
5740,53,blue-collar,5603,no,no,cellular,aug,6,-1,unknown,yes
1991,48,self-employed,1559,no,no,cellular,feb,2,-1,unknown,no
5189,78,retired,2787,no,no,telephone,jul,1,-1,unknown,yes
1930,36,technician,4388,no,no,cellular,aug,3,-1,unknown,no
27,49,technician,1684,no,yes,cellular,jun,2,-1,unknown,yes
3635,35,technician,703,no,no,cellular,apr,1,-1,unknown,no
3548,30,management,3473,no,no,cellular,mar,2,-1,unknown,yes
5269,32,services,0,no,no,cellular,jul,6,-1,unknown,no
6846,33,management,336,no,no,cellular,apr,3,-1,unknown,yes
4274,55,services,2166,yes,no,unknown,may,17,-1,unknown,no
6326,54,retired,309,no,no,cellular,aug,2,-1,unknown,yes
5623,51,management,151,yes,no,cellular,sep,1,427,success,yes
935,32,management,134,yes,yes,cellular,may,3,-1,unknown,yes
3184,48,blue-collar,113,no,no,cellular,aug,13,-1,unknown,no
6566,42,management,1519,no,no,cellular,oct,1,92,success,yes
342,27,blue-collar,1049,no,no,telephone,jan,3,-1,unknown,no
4299,49,blue-collar,2146,yes,no,cellular,may,2,353,other,yes
5726,47,blue-collar,2548,yes,no,cellular,may,1,368,other,no
4619,57,unemployed,2743,no,no,cellular,jan,1,-1,unknown,no
4170,39,technician,116,no,no,cellular,may,2,-1,unknown,yes
6410,25,admin.,131,yes,yes,unknown,may,1,-1,unknown,no
1201,34,management,3047,no,no,cellular,apr,1,160,other,yes
5087,38,technician,145,yes,no,unknown,may,2,-1,unknown,no
611,32,admin.,35,no,no,cellular,dec,3,126,success,yes
3008,58,admin.,92,yes,no,unknown,may,1,-1,unknown,no
193,39,entrepreneur,1,yes,yes,unknown,may,1,-1,unknown,no
1665,41,admin.,2550,yes,no,cellular,may,2,347,failure,no
1410,36,blue-collar,1127,yes,no,cellular,jul,1,-1,unknown,no
529,65,retired,571,yes,no,cellular,oct,1,183,success,yes
1663,39,self-employed,0,yes,no,unknown,may,2,-1,unknown,no
6575,44,services,0,yes,no,unknown,may,1,-1,unknown,no
4074,49,services,1114,no,no,cellular,nov,1,-1,unknown,no
4021,41,admin.,882,yes,yes,unknown,may,2,-1,unknown,no
6034,30,blue-collar,953,yes,no,unknown,jun,2,-1,unknown,yes
2316,31,services,593,yes,no,cellular,nov,2,-1,unknown,no
1100,21,student,216,no,no,cellular,aug,1,-1,unknown,yes
1934,40,services,518,no,no,telephone,jul,1,-1,unknown,no
2670,47,blue-collar,3630,yes,no,unknown,may,4,-1,unknown,no
332,34,blue-collar,199,yes,no,unknown,may,3,-1,unknown,no
1924,58,self-employed,1636,no,no,cellular,apr,1,-1,unknown,no
307,35,management,2717,no,no,cellular,aug,6,-1,unknown,yes
321,41,entrepreneur,707,no,no,unknown,jun,1,-1,unknown,yes
3003,26,admin.,1099,no,no,cellular,jan,2,225,other,no
936,37,management,2283,no,no,cellular,may,2,98,failure,yes
5363,29,services,363,yes,no,cellular,may,1,-1,unknown,no
5119,35,admin.,3636,no,yes,cellular,nov,2,-1,unknown,yes
5871,37,admin.,1396,yes,no,cellular,jul,2,-1,unknown,no
5394,53,retired,303,yes,no,unknown,may,2,-1,unknown,no
1125,26,management,1004,yes,no,unknown,may,2,-1,unknown,yes
4891,32,blue-collar,700,no,no,unknown,nov,1,-1,unknown,yes
458,41,admin.,14968,no,no,cellular,jul,4,-1,unknown,yes
4066,28,admin.,174,yes,yes,cellular,feb,1,184,failure,no
4585,35,technician,515,yes,yes,cellular,aug,3,-1,unknown,no
710,37,entrepreneur,66,no,no,cellular,nov,2,-1,unknown,yes
2944,35,blue-collar,13,no,yes,cellular,jul,1,-1,unknown,no
2471,27,student,132,no,no,cellular,jul,1,-1,unknown,yes
3742,36,management,1057,no,no,cellular,jul,2,164,failure,yes
4489,62,management,997,no,no,cellular,apr,1,304,success,yes
397,55,blue-collar,781,yes,no,cellular,feb,3,270,failure,no
4283,49,management,1093,yes,yes,cellular,sep,1,246,success,yes
5374,51,housemaid,9228,no,no,cellular,jul,4,-1,unknown,yes
181,45,technician,2403,no,no,cellular,nov,1,-1,unknown,no
73,36,student,172,no,no,unknown,jun,1,-1,unknown,no
5847,34,blue-collar,2994,yes,no,cellular,may,1,176,failure,no
7230,34,self-employed,7602,no,no,cellular,nov,1,-1,unknown,no
5822,30,self-employed,3137,yes,no,cellular,jul,7,-1,unknown,no
2142,31,blue-collar,292,yes,yes,unknown,may,18,-1,unknown,no
2684,34,services,2918,no,yes,cellular,jun,1,196,success,yes
6384,32,housemaid,10,yes,no,unknown,jun,2,-1,unknown,no
1689,41,management,1757,no,no,cellular,apr,1,239,failure,yes
4599,29,management,16,yes,no,cellular,jul,6,-1,unknown,no
2087,27,management,13,no,no,cellular,jan,3,-1,unknown,yes
6755,31,blue-collar,604,yes,no,cellular,nov,2,-1,unknown,no
207,59,management,1,yes,no,cellular,apr,1,-1,unknown,yes
6074,36,self-employed,353,no,no,cellular,aug,2,181,success,yes
5680,27,blue-collar,1128,yes,no,unknown,jun,4,-1,unknown,no
2104,73,retired,542,no,no,cellular,oct,1,180,failure,yes
5905,47,blue-collar,292,no,yes,telephone,jul,3,-1,unknown,no
6563,44,blue-collar,112,yes,no,unknown,may,2,-1,unknown,no
4743,32,management,134,no,yes,cellular,aug,2,-1,unknown,no
463,28,self-employed,3290,no,no,cellular,jun,2,-1,unknown,yes
6854,34,blue-collar,1454,yes,no,cellular,feb,2,297,failure,yes
5710,48,admin.,4099,no,no,cellular,apr,2,-1,unknown,yes
2638,62,blue-collar,272,no,no,cellular,nov,1,92,success,yes
5756,36,blue-collar,1830,no,no,cellular,oct,1,91,failure,no
6572,29,blue-collar,0,no,no,cellular,feb,2,-1,unknown,no
3895,36,services,365,no,no,cellular,may,1,-1,unknown,yes
1936,35,management,-547,yes,no,cellular,aug,2,-1,unknown,no
4012,31,management,1619,no,no,cellular,apr,2,-1,unknown,yes
2490,54,unemployed,582,yes,no,cellular,may,5,372,failure,yes
1853,42,entrepreneur,324,yes,no,cellular,jul,3,-1,unknown,no
2014,32,services,689,yes,yes,cellular,jun,3,-1,unknown,yes
3409,26,student,100,no,no,cellular,may,1,-1,unknown,yes
337,31,admin.,622,no,no,cellular,jul,1,-1,unknown,yes
1966,43,technician,4844,yes,no,cellular,nov,1,-1,unknown,no
6418,30,admin.,482,no,no,cellular,apr,1,-1,unknown,no
161,46,management,699,no,no,cellular,apr,1,87,failure,yes
2671,35,management,397,yes,no,cellular,apr,1,-1,unknown,yes
6785,29,admin.,238,no,no,cellular,may,2,88,failure,yes
5358,38,blue-collar,0,yes,no,telephone,apr,1,181,success,yes
5284,42,management,1823,yes,no,unknown,may,1,-1,unknown,no
4865,39,admin.,150,no,no,cellular,jun,4,-1,unknown,yes
957,32,management,4945,no,no,cellular,jun,1,119,other,yes
7129,39,management,2939,no,no,cellular,jan,2,-1,unknown,yes
7219,49,entrepreneur,-701,yes,no,cellular,jul,2,-1,unknown,yes
6138,51,management,0,yes,yes,cellular,aug,1,84,other,no
6916,62,retired,1495,no,no,cellular,feb,1,-1,unknown,yes
4758,50,services,1501,no,no,cellular,aug,4,-1,unknown,yes
6744,46,technician,190,yes,no,cellular,aug,2,-1,unknown,no
3413,35,management,331,no,no,cellular,aug,2,-1,unknown,yes
2720,60,retired,8121,yes,yes,cellular,aug,7,-1,unknown,no
3181,34,management,682,no,no,cellular,aug,3,-1,unknown,no
2605,36,management,1379,no,no,cellular,may,1,186,failure,yes
1127,56,management,0,no,no,cellular,feb,1,-1,unknown,yes
312,29,unemployed,497,yes,no,cellular,may,3,298,success,yes
2254,34,technician,2658,yes,no,cellular,mar,1,230,failure,no
6399,77,retired,3324,no,no,cellular,may,1,91,success,yes
7108,35,management,-292,yes,no,cellular,may,2,272,failure,no
3698,41,management,4063,yes,no,cellular,may,5,172,failure,no
5440,29,technician,18,no,no,cellular,feb,3,-1,unknown,no
2564,36,entrepreneur,2971,no,no,cellular,nov,1,97,failure,yes
7279,50,admin.,0,yes,no,unknown,jun,1,-1,unknown,no
6687,34,technician,197,no,no,cellular,aug,3,-1,unknown,yes
4367,25,blue-collar,1243,no,yes,cellular,jul,7,-1,unknown,yes
1545,58,management,2155,no,yes,cellular,feb,2,92,success,yes
4378,33,blue-collar,370,yes,no,cellular,apr,1,-1,unknown,no
7010,38,entrepreneur,2543,no,no,cellular,nov,3,93,success,yes
2210,34,admin.,1406,yes,no,cellular,aug,2,85,success,yes
5109,68,retired,1146,no,no,cellular,mar,2,110,success,yes
6102,29,self-employed,1579,no,no,cellular,jul,1,181,success,yes
4833,30,admin.,419,no,no,cellular,sep,2,-1,unknown,no
2784,34,blue-collar,1257,yes,no,unknown,may,7,-1,unknown,no
2271,36,technician,54,yes,no,cellular,aug,3,-1,unknown,yes
2251,60,retired,364,yes,no,unknown,may,2,-1,unknown,no
1159,38,admin.,1767,yes,no,cellular,nov,7,-1,unknown,yes
1683,60,management,3387,no,no,cellular,aug,2,-1,unknown,no
6234,26,student,10086,no,no,cellular,apr,2,-1,unknown,yes
6892,51,management,346,no,no,cellular,aug,1,180,success,yes
3659,58,management,407,yes,no,cellular,jul,2,-1,unknown,no
1308,32,admin.,344,no,no,cellular,may,2,-1,unknown,yes
5302,32,housemaid,1349,yes,no,cellular,aug,2,-1,unknown,no
5994,29,blue-collar,0,no,no,cellular,jul,1,-1,unknown,no
4620,44,technician,0,yes,no,unknown,may,3,-1,unknown,no
2918,28,services,222,yes,no,unknown,may,23,-1,unknown,no
4324,62,retired,4692,yes,no,cellular,oct,1,-1,unknown,no
2215,28,unemployed,482,no,no,cellular,may,1,-1,unknown,yes
2771,31,management,216,no,no,cellular,jul,1,-1,unknown,no
4428,26,management,3178,no,no,cellular,jun,1,-1,unknown,no
6029,28,technician,676,no,no,cellular,feb,2,-1,unknown,yes
3303,47,management,255,no,yes,cellular,jul,4,-1,unknown,yes
3048,21,admin.,524,no,no,cellular,may,1,-1,unknown,yes
3908,31,blue-collar,761,no,no,telephone,nov,2,-1,unknown,yes
1211,28,unemployed,-353,yes,no,unknown,may,3,-1,unknown,no
6458,42,technician,1533,no,yes,cellular,aug,1,-1,unknown,no
4707,58,management,0,no,no,unknown,jun,4,-1,unknown,no
6886,80,retired,668,no,no,telephone,jul,1,371,success,yes
3103,57,technician,3105,yes,no,unknown,may,11,-1,unknown,no
2353,33,blue-collar,312,yes,no,unknown,jun,2,-1,unknown,no
5593,53,unemployed,4,no,no,cellular,jul,3,-1,unknown,no
6787,50,admin.,2405,yes,no,cellular,may,1,287,failure,no
3863,47,technician,1101,yes,no,cellular,jul,3,-1,unknown,yes
1507,31,services,671,yes,no,unknown,may,3,-1,unknown,no
6480,26,technician,915,no,no,cellular,jun,1,-1,unknown,yes
2764,38,technician,11,no,no,unknown,jun,3,-1,unknown,no
2695,26,technician,4130,no,no,cellular,jan,2,-1,unknown,no
340,69,retired,247,no,no,cellular,apr,2,-1,unknown,yes
3393,46,technician,0,no,no,unknown,jun,1,-1,unknown,no
6909,41,blue-collar,0,yes,no,cellular,apr,2,-1,unknown,no
6781,68,retired,1146,no,no,cellular,nov,1,187,success,yes
2693,40,technician,103,yes,no,unknown,may,2,-1,unknown,no
3110,42,blue-collar,-68,yes,yes,unknown,may,1,-1,unknown,no
2320,38,blue-collar,172,yes,no,cellular,apr,1,-1,unknown,yes
426,45,services,0,yes,yes,cellular,nov,1,192,failure,no
6179,43,blue-collar,3917,no,no,cellular,jun,2,93,success,yes
6801,55,housemaid,4,no,no,cellular,nov,3,-1,unknown,no
1381,25,student,1003,no,no,cellular,aug,1,-1,unknown,yes
6569,26,blue-collar,245,yes,no,unknown,may,2,-1,unknown,no
7068,32,technician,963,no,no,cellular,aug,13,-1,unknown,no
576,53,unemployed,94,no,no,cellular,aug,1,181,success,yes
4254,64,retired,440,no,no,cellular,feb,1,-1,unknown,yes
45,32,technician,367,yes,no,cellular,may,2,276,failure,no
4940,64,retired,4787,no,no,cellular,apr,1,182,success,yes
4765,54,blue-collar,532,no,no,telephone,jul,2,-1,unknown,no
5045,33,technician,16992,yes,no,unknown,may,1,-1,unknown,no
1828,38,blue-collar,0,no,no,unknown,jun,2,-1,unknown,no
2794,58,admin.,2160,yes,yes,cellular,may,1,-1,unknown,yes
6866,33,technician,256,yes,no,cellular,nov,1,-1,unknown,no
7158,33,admin.,146,no,no,cellular,oct,1,91,success,yes
868,60,admin.,-444,no,yes,cellular,jul,1,-1,unknown,no
64,31,services,-327,yes,no,unknown,may,1,-1,unknown,no
5648,60,blue-collar,0,no,yes,unknown,jun,1,-1,unknown,no
7135,52,services,2081,yes,no,unknown,may,1,-1,unknown,no
5024,30,management,536,no,no,cellular,jul,1,-1,unknown,yes
711,37,admin.,1314,yes,no,cellular,feb,4,210,failure,yes
1428,53,services,-291,yes,yes,unknown,may,1,-1,unknown,yes
5806,50,blue-collar,71,yes,no,unknown,may,1,-1,unknown,no
5723,43,admin.,388,yes,no,cellular,nov,2,-1,unknown,no
316,37,blue-collar,13849,yes,no,unknown,may,5,-1,unknown,no
6647,58,management,1697,no,no,unknown,jun,2,-1,unknown,no
1177,73,retired,5539,no,no,telephone,aug,1,-1,unknown,yes
5202,76,retired,1492,no,no,telephone,nov,1,-1,unknown,yes
571,48,unemployed,926,no,no,cellular,feb,4,185,success,yes
3977,56,blue-collar,-1,no,no,cellular,jul,3,-1,unknown,no
3934,43,services,3403,yes,no,cellular,nov,2,97,success,yes
6510,44,management,5773,no,no,unknown,may,6,-1,unknown,yes
