,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,deposit
6141,30,blue-collar,-390,yes,no,cellular,may,1,-1,unknown,no
2257,78,retired,229,no,no,telephone,oct,1,-1,unknown,yes
5391,51,retired,746,no,no,cellular,aug,5,-1,unknown,yes
2867,66,retired,780,no,no,cellular,feb,4,-1,unknown,no
975,39,technician,1270,yes,no,unknown,may,4,-1,unknown,no
5572,23,services,488,no,no,cellular,mar,1,92,other,yes
5725,51,retired,1679,no,no,cellular,aug,1,365,other,yes
2474,39,admin.,607,yes,no,cellular,may,2,364,failure,yes
3559,31,management,518,yes,no,cellular,may,1,-1,unknown,no
2565,53,blue-collar,4401,no,no,telephone,nov,1,92,success,yes
5536,46,services,437,yes,no,cellular,may,3,-1,unknown,yes
348,43,unemployed,983,yes,no,cellular,feb,1,-1,unknown,yes
1487,58,unemployed,687,yes,no,cellular,apr,2,-1,unknown,yes
7606,28,management,223,yes,no,telephone,aug,2,119,other,yes
2449,56,management,7747,no,no,unknown,jun,2,-1,unknown,no
2550,28,student,1925,no,no,cellular,nov,1,97,failure,yes
5241,37,management,658,yes,no,cellular,may,1,-1,unknown,yes
2282,37,management,240,no,no,unknown,jun,1,-1,unknown,yes
2674,57,retired,9367,no,no,cellular,may,4,92,success,yes
3268,61,admin.,1046,yes,no,cellular,aug,1,-1,unknown,yes
946,33,management,1778,no,no,cellular,may,1,103,success,no
7793,50,blue-collar,4108,yes,no,cellular,aug,2,-1,unknown,yes
1386,81,retired,949,no,no,cellular,sep,2,280,other,yes
1549,70,retired,0,no,no,cellular,sep,1,-1,unknown,yes
332,41,entrepreneur,707,no,no,unknown,jun,1,-1,unknown,yes
2928,26,management,943,no,no,cellular,nov,1,195,success,yes
1335,54,management,3473,yes,no,cellular,aug,2,-1,unknown,no
2216,66,retired,1948,no,no,cellular,jan,1,91,success,yes
428,64,retired,4833,no,no,cellular,oct,1,181,failure,yes
5719,50,services,1321,no,no,unknown,jun,2,-1,unknown,no
5712,55,technician,3899,yes,no,telephone,jul,4,-1,unknown,yes
3029,28,blue-collar,-197,yes,no,unknown,may,2,-1,unknown,yes
4931,43,services,774,no,no,cellular,mar,1,421,success,yes
614,49,blue-collar,-157,yes,no,cellular,jul,3,-1,unknown,yes
3230,44,blue-collar,1397,no,no,cellular,nov,1,-1,unknown,no
1844,34,management,271,yes,no,cellular,feb,1,94,success,yes
373,27,management,2071,no,no,cellular,jun,1,-1,unknown,yes
7310,60,retired,18967,yes,no,cellular,jan,2,-1,unknown,yes
4087,36,admin.,115,no,no,cellular,may,3,91,failure,no
6301,45,blue-collar,116,no,no,unknown,apr,1,-1,unknown,yes
6726,75,retired,1765,no,no,telephone,sep,1,187,failure,yes
6755,25,admin.,131,yes,yes,unknown,may,1,-1,unknown,no
7474,29,technician,328,yes,yes,cellular,feb,1,-1,unknown,no
3064,31,blue-collar,435,yes,no,unknown,may,1,-1,unknown,no
3025,33,technician,480,yes,no,cellular,jan,1,270,other,no
2583,41,admin.,1395,yes,yes,cellular,may,1,308,failure,no
563,58,housemaid,497,no,no,unknown,jun,5,-1,unknown,no
4073,41,technician,0,no,no,cellular,aug,2,-1,unknown,no
6488,67,unknown,7687,no,no,telephone,oct,3,-1,unknown,no
6003,47,technician,335,no,no,cellular,feb,1,-1,unknown,yes
2646,46,admin.,306,yes,no,cellular,may,5,-1,unknown,no
6446,49,blue-collar,23,yes,no,unknown,may,1,-1,unknown,no
2691,40,blue-collar,1844,yes,no,cellular,may,1,-1,unknown,no
2135,50,housemaid,388,no,no,cellular,mar,2,-1,unknown,yes
1768,50,management,5969,no,no,cellular,jan,1,544,failure,yes
6569,59,entrepreneur,0,no,no,unknown,jun,1,-1,unknown,no
1724,38,self-employed,1612,yes,no,cellular,may,1,-1,unknown,yes
5084,45,admin.,375,no,yes,unknown,sep,1,594,failure,no
814,23,management,1506,no,no,cellular,mar,4,-1,unknown,yes
1353,41,entrepreneur,-413,yes,no,unknown,may,2,-1,unknown,no
1361,57,technician,1753,yes,no,cellular,may,1,-1,unknown,no
1371,38,technician,10596,no,no,cellular,aug,1,197,other,yes
6805,26,blue-collar,246,yes,no,unknown,may,3,-1,unknown,yes
4377,42,blue-collar,413,yes,no,cellular,aug,2,-1,unknown,yes
5844,57,technician,295,no,no,cellular,aug,11,-1,unknown,no
5053,42,technician,757,no,no,cellular,feb,1,-1,unknown,yes
3004,37,technician,28,no,no,cellular,aug,2,-1,unknown,no
3857,48,blue-collar,863,yes,no,telephone,may,5,350,success,yes
3648,57,management,256,no,no,cellular,jun,2,91,success,yes
1919,60,admin.,4629,yes,no,cellular,oct,1,-1,unknown,yes
2727,43,blue-collar,2160,no,no,cellular,jun,1,-1,unknown,yes
86,60,retired,2060,no,no,cellular,jun,4,95,failure,no
2326,34,admin.,1406,yes,no,cellular,aug,2,85,success,yes
5147,35,blue-collar,306,no,no,unknown,jun,8,-1,unknown,no
2778,62,blue-collar,272,no,no,cellular,nov,1,92,success,yes
5695,33,management,935,no,no,cellular,feb,2,92,success,yes
6194,25,blue-collar,1857,yes,no,cellular,jul,2,91,success,yes
4055,29,unemployed,25,no,no,cellular,apr,2,-1,unknown,yes
2827,40,unemployed,1908,yes,no,cellular,feb,2,-1,unknown,yes
6410,44,blue-collar,1529,yes,no,cellular,apr,1,-1,unknown,yes
4402,31,management,3160,yes,no,cellular,apr,2,-1,unknown,yes
2149,30,technician,86,no,no,unknown,aug,1,-1,unknown,no
3311,32,technician,129,yes,no,cellular,may,1,-1,unknown,no
414,40,blue-collar,668,yes,no,cellular,apr,2,318,other,no
6206,57,unemployed,890,no,no,cellular,feb,4,-1,unknown,no
777,38,technician,1711,no,no,cellular,apr,3,202,success,yes
610,41,admin.,4464,yes,no,telephone,jul,2,-1,unknown,no
6219,58,blue-collar,1457,yes,no,cellular,jul,4,-1,unknown,no
5988,28,admin.,261,yes,yes,cellular,sep,2,98,success,yes
1793,27,management,6791,no,no,cellular,aug,2,69,other,yes
7294,36,self-employed,506,no,no,cellular,nov,1,70,failure,yes
3347,46,blue-collar,7934,yes,no,unknown,may,1,-1,unknown,no
7562,40,services,1305,no,no,cellular,jul,1,-1,unknown,no
2492,45,admin.,231,yes,no,unknown,jun,3,-1,unknown,no
1797,23,admin.,252,yes,no,cellular,may,1,-1,unknown,no
7517,46,management,244,yes,no,unknown,may,1,-1,unknown,no
3922,32,entrepreneur,598,no,no,cellular,aug,6,-1,unknown,no
4574,61,retired,86,no,no,cellular,oct,1,-1,unknown,yes
2625,34,management,1058,yes,no,unknown,may,2,-1,unknown,yes
2568,41,services,205,yes,no,unknown,may,1,-1,unknown,no
3461,49,technician,350,no,no,cellular,jan,3,-1,unknown,no
5975,38,technician,0,no,no,cellular,jul,1,-1,unknown,yes
2945,40,self-employed,1516,yes,yes,unknown,may,1,-1,unknown,no
6738,40,technician,1646,yes,no,cellular,aug,1,92,success,yes
621,44,management,558,no,no,cellular,feb,5,-1,unknown,yes
5793,39,admin.,2345,yes,no,cellular,may,2,344,failure,yes
1725,68,retired,451,no,no,cellular,mar,1,-1,unknown,yes
358,31,admin.,554,yes,no,cellular,feb,1,-1,unknown,no
4645,38,admin.,1767,yes,no,cellular,jul,4,239,success,yes
7753,58,blue-collar,96,no,no,unknown,jun,3,-1,unknown,no
1576,32,management,131,no,no,unknown,jun,3,-1,unknown,no
441,22,student,2162,no,no,telephone,feb,1,-1,unknown,no
278,29,student,5,no,no,cellular,jul,5,-1,unknown,yes
7764,21,student,2488,no,no,cellular,oct,1,-1,unknown,yes
5734,48,blue-collar,816,yes,no,cellular,jul,7,-1,unknown,no
5152,64,housemaid,2645,no,no,telephone,feb,2,-1,unknown,yes
129,33,admin.,867,yes,no,cellular,apr,1,-1,unknown,no
2787,54,management,2819,no,no,cellular,aug,3,-1,unknown,no
4996,28,unemployed,863,yes,yes,unknown,may,1,-1,unknown,no
1871,32,management,874,no,no,cellular,aug,6,-1,unknown,yes
7255,30,admin.,396,yes,no,cellular,may,3,348,failure,yes
7505,26,admin.,5231,no,yes,cellular,jul,2,-1,unknown,no
7515,52,services,2081,yes,no,unknown,may,1,-1,unknown,no
3264,56,unemployed,3391,no,no,cellular,apr,1,-1,unknown,yes
6180,56,management,94,no,no,cellular,jul,3,-1,unknown,no
935,34,services,2956,no,no,cellular,aug,2,-1,unknown,yes
998,26,blue-collar,895,yes,no,cellular,feb,3,-1,unknown,no
3901,44,technician,1901,no,no,cellular,aug,2,-1,unknown,no
670,30,self-employed,2666,no,no,cellular,may,3,89,success,yes
7710,33,admin.,69,no,yes,cellular,may,2,-1,unknown,no
4998,53,management,232,yes,no,telephone,jan,1,-1,unknown,no
6522,40,management,0,yes,no,cellular,mar,2,-1,unknown,yes
592,50,management,398,no,no,telephone,jul,5,-1,unknown,no
3117,45,management,4119,yes,yes,telephone,aug,2,283,success,yes
6480,52,retired,2269,no,no,unknown,jun,1,-1,unknown,yes
388,39,admin.,0,no,yes,unknown,jun,1,-1,unknown,no
7523,29,services,146,yes,no,unknown,may,2,-1,unknown,no
5701,25,admin.,184,no,yes,telephone,jul,7,-1,unknown,no
2359,38,self-employed,677,yes,no,cellular,may,2,-1,unknown,no
5990,59,technician,2595,yes,no,cellular,aug,2,-1,unknown,no
3127,26,technician,401,no,no,cellular,may,2,-1,unknown,yes
5024,43,management,2383,no,no,cellular,aug,6,-1,unknown,yes
7245,29,services,271,yes,no,unknown,may,2,-1,unknown,yes
3005,33,management,3401,no,no,cellular,nov,1,-1,unknown,yes
7296,52,admin.,363,yes,no,cellular,aug,1,462,success,yes
2034,35,management,0,no,no,cellular,aug,6,-1,unknown,no
3701,39,services,322,yes,no,cellular,may,1,350,failure,no
3441,31,blue-collar,726,no,no,cellular,jul,2,-1,unknown,yes
6544,34,admin.,64,yes,no,cellular,jul,2,-1,unknown,no
6418,31,management,373,no,no,cellular,feb,6,-1,unknown,yes
5041,37,services,54,yes,no,cellular,jul,1,-1,unknown,no
429,44,entrepreneur,323,no,no,cellular,jul,2,181,failure,yes
2416,30,admin.,590,no,no,cellular,aug,3,-1,unknown,no
836,38,blue-collar,-258,yes,no,cellular,may,2,370,other,no
1058,42,management,0,yes,no,cellular,nov,1,-1,unknown,yes
3197,36,entrepreneur,3057,no,no,unknown,jun,4,-1,unknown,yes
3658,33,management,0,yes,no,cellular,apr,1,-1,unknown,yes
1095,34,management,2633,yes,no,cellular,nov,6,-1,unknown,yes
3729,30,management,3473,no,no,cellular,mar,2,-1,unknown,yes
6614,50,self-employed,0,no,no,cellular,aug,4,-1,unknown,no
4289,26,unemployed,3511,no,no,cellular,apr,2,-1,unknown,yes
6882,47,technician,191,no,no,cellular,aug,5,-1,unknown,no
3530,42,housemaid,4279,yes,no,cellular,jul,1,-1,unknown,no
5280,61,retired,1058,no,no,cellular,jul,2,91,success,yes
5192,53,management,527,yes,no,cellular,jul,3,-1,unknown,no
4844,43,technician,0,no,no,cellular,aug,3,-1,unknown,no
3890,61,retired,3738,no,no,telephone,feb,1,-1,unknown,no
7442,59,retired,6888,no,no,telephone,nov,2,-1,unknown,yes
5476,76,retired,1492,no,no,telephone,nov,1,-1,unknown,yes
2099,42,blue-collar,490,yes,no,unknown,may,2,-1,unknown,no
7668,68,retired,0,no,no,cellular,jun,1,-1,unknown,yes
1272,48,services,-361,yes,no,cellular,may,3,349,other,yes
6789,27,student,111,no,no,cellular,jul,2,-1,unknown,yes
4829,42,technician,1812,yes,no,cellular,jul,2,-1,unknown,no
7586,31,admin.,-302,yes,yes,unknown,may,5,-1,unknown,no
2845,46,admin.,1252,yes,yes,cellular,nov,1,-1,unknown,no
4259,40,self-employed,311,yes,no,unknown,may,2,-1,unknown,no
6381,46,management,1600,yes,yes,cellular,aug,1,-1,unknown,yes
6377,40,unemployed,7968,no,no,cellular,jun,1,-1,unknown,yes
7746,39,technician,3494,yes,no,cellular,nov,1,92,failure,no
3917,42,technician,4945,yes,no,cellular,mar,2,-1,unknown,yes
1443,57,housemaid,2326,no,no,cellular,oct,1,194,success,yes
6434,48,blue-collar,214,yes,yes,cellular,may,1,177,failure,yes
2592,59,management,296,no,yes,cellular,jul,3,-1,unknown,yes
3714,27,technician,58,yes,no,unknown,may,1,-1,unknown,no
7179,49,admin.,197,yes,no,cellular,apr,1,182,failure,yes
2920,59,retired,1033,no,no,unknown,jun,1,-1,unknown,yes
3226,34,admin.,124,yes,no,telephone,may,4,366,other,yes
5509,42,self-employed,0,no,no,cellular,aug,4,-1,unknown,no
1300,33,management,349,no,no,cellular,aug,1,-1,unknown,no
1329,43,unemployed,0,yes,no,cellular,jul,2,-1,unknown,no
6816,31,admin.,747,yes,no,unknown,may,2,-1,unknown,yes
5250,37,blue-collar,509,yes,no,cellular,apr,1,-1,unknown,no
2466,28,student,5916,no,no,cellular,may,1,63,failure,no
1400,38,admin.,0,yes,no,cellular,jul,1,-1,unknown,no
5277,55,blue-collar,7561,no,no,unknown,jun,3,-1,unknown,yes
4601,34,management,179,yes,no,cellular,nov,1,-1,unknown,no
4748,57,services,84,yes,no,unknown,may,1,-1,unknown,no
1545,36,admin.,10041,yes,no,cellular,nov,2,184,other,no
1709,40,blue-collar,1515,yes,no,cellular,aug,1,-1,unknown,yes
4252,30,services,1649,yes,no,unknown,may,1,-1,unknown,no
6604,28,blue-collar,-127,yes,no,cellular,jul,3,-1,unknown,yes
3665,30,admin.,4457,yes,no,cellular,nov,4,-1,unknown,yes
858,56,management,442,no,no,unknown,may,3,-1,unknown,no
7299,32,management,0,yes,no,cellular,apr,2,-1,unknown,no
3276,64,retired,630,no,no,cellular,aug,1,-1,unknown,no
2224,27,student,91,no,no,telephone,dec,6,95,other,no
5927,29,services,192,no,no,cellular,jan,4,-1,unknown,no
5655,32,technician,0,no,no,cellular,aug,4,-1,unknown,no
2781,31,management,22867,yes,no,unknown,may,2,-1,unknown,no
6361,37,unemployed,1032,no,no,telephone,feb,1,-1,unknown,no
6320,56,management,310,no,no,unknown,jun,4,-1,unknown,no
3581,45,unemployed,33,no,no,cellular,feb,1,-1,unknown,no
6927,44,services,0,yes,no,unknown,may,1,-1,unknown,no
1976,39,management,13578,yes,no,cellular,nov,2,-1,unknown,no
2357,33,entrepreneur,1623,yes,no,cellular,sep,3,-1,unknown,yes
6090,46,services,273,no,no,cellular,aug,2,-1,unknown,yes
6644,36,blue-collar,0,no,no,unknown,jun,1,-1,unknown,no
2001,47,admin.,3676,no,no,cellular,oct,1,95,success,yes
7763,37,technician,0,yes,no,cellular,jul,6,-1,unknown,yes
6818,32,technician,719,yes,no,unknown,may,6,-1,unknown,no
3941,31,management,3,no,no,cellular,feb,2,-1,unknown,no
7456,38,self-employed,5774,yes,no,cellular,may,4,359,other,yes
4577,46,management,0,no,no,cellular,aug,6,-1,unknown,no
7192,37,self-employed,0,no,no,unknown,may,4,-1,unknown,no
412,28,unemployed,236,no,no,cellular,may,1,87,failure,yes
2075,59,technician,316,no,no,cellular,aug,4,-1,unknown,no
6093,45,services,318,no,no,cellular,jul,2,-1,unknown,no
3962,49,blue-collar,134,yes,yes,unknown,may,2,-1,unknown,no
2332,40,blue-collar,1009,yes,yes,unknown,jun,5,-1,unknown,yes
2641,63,management,2785,no,no,cellular,aug,2,392,success,yes
571,55,retired,357,yes,no,cellular,aug,1,103,failure,no
2507,33,admin.,616,no,no,cellular,sep,3,-1,unknown,yes
6278,32,blue-collar,130,yes,no,cellular,may,2,-1,unknown,no
4708,34,management,747,no,no,cellular,aug,2,98,failure,no
5837,35,blue-collar,-276,yes,no,cellular,may,1,-1,unknown,yes
3385,39,management,1914,no,no,cellular,aug,4,-1,unknown,no
1631,27,management,843,no,no,cellular,jul,2,185,success,no
4200,48,blue-collar,1513,no,yes,cellular,jul,1,-1,unknown,no
7211,47,blue-collar,1568,yes,no,cellular,may,3,91,success,yes
1199,31,management,1343,yes,yes,unknown,may,1,-1,unknown,no
3634,52,self-employed,385,no,yes,cellular,aug,4,-1,unknown,no
6926,26,blue-collar,535,no,no,cellular,aug,1,-1,unknown,yes
4702,59,retired,422,yes,no,cellular,may,4,-1,unknown,yes
6119,50,admin.,237,no,yes,telephone,nov,1,-1,unknown,yes
2194,44,self-employed,163,yes,no,cellular,aug,1,100,success,no
7551,55,retired,101,yes,no,cellular,jul,1,-1,unknown,no
2840,28,admin.,1104,yes,no,cellular,jul,7,-1,unknown,no
4103,41,management,3872,no,no,cellular,oct,1,-1,unknown,no
2279,40,services,-116,yes,no,unknown,may,3,-1,unknown,no
2705,30,management,-250,yes,no,unknown,jun,6,-1,unknown,no
6624,52,entrepreneur,7,no,no,cellular,jul,5,-1,unknown,no
7275,33,self-employed,263,no,no,cellular,nov,4,94,failure,no
7158,56,services,450,no,no,unknown,jun,1,-1,unknown,no
3778,72,retired,0,no,no,cellular,dec,2,-1,unknown,no
6649,56,management,-6,no,no,telephone,jul,16,-1,unknown,no
6857,35,management,5958,yes,no,cellular,mar,1,-1,unknown,yes
2689,36,blue-collar,49,yes,no,cellular,may,2,365,other,no
6025,28,student,67,no,no,cellular,aug,3,199,other,yes
2112,28,technician,922,yes,no,cellular,apr,1,-1,unknown,no
7454,57,admin.,0,yes,no,unknown,may,2,-1,unknown,no
4793,59,retired,3444,no,no,cellular,aug,1,185,success,yes
2875,32,technician,1855,no,no,cellular,sep,2,134,other,yes
872,39,student,2103,no,no,cellular,feb,1,-1,unknown,yes
3409,45,management,10,no,no,cellular,aug,7,-1,unknown,no
5587,39,management,271,yes,no,cellular,aug,1,-1,unknown,yes
5412,36,technician,521,no,no,cellular,oct,3,-1,unknown,yes
960,33,services,1595,yes,no,unknown,may,1,-1,unknown,no
6659,26,self-employed,479,yes,no,cellular,feb,3,-1,unknown,no
2061,42,retired,0,yes,no,unknown,may,2,-1,unknown,no
1877,36,management,992,no,no,unknown,jun,1,-1,unknown,no
4097,44,management,22,yes,no,cellular,aug,2,-1,unknown,no
3528,48,self-employed,0,no,no,unknown,jun,1,-1,unknown,no
160,30,blue-collar,6281,no,no,cellular,apr,2,-1,unknown,yes
5726,29,technician,18,no,no,cellular,feb,3,-1,unknown,no
550,65,retired,571,yes,no,cellular,oct,1,183,success,yes
2919,41,admin.,124,yes,no,cellular,may,3,-1,unknown,no
325,39,management,3518,yes,no,cellular,may,1,-1,unknown,no
7564,36,blue-collar,1177,no,no,cellular,apr,1,311,success,yes
5659,32,admin.,205,no,no,cellular,jul,3,-1,unknown,no
1081,41,entrepreneur,8491,yes,no,cellular,nov,1,-1,unknown,yes
4114,39,blue-collar,167,yes,yes,cellular,may,1,-1,unknown,yes
6070,43,self-employed,3003,no,no,cellular,aug,3,-1,unknown,no
5591,43,technician,629,no,no,cellular,aug,1,-1,unknown,no
969,39,technician,-1451,yes,yes,cellular,jul,5,-1,unknown,no
1472,29,blue-collar,455,no,no,telephone,may,2,36,success,yes
3096,47,management,3663,no,no,cellular,oct,2,213,success,yes
5679,44,housemaid,-156,no,yes,cellular,jul,2,-1,unknown,yes
7196,44,entrepreneur,887,yes,no,cellular,apr,1,14,failure,no
7742,32,blue-collar,1076,yes,no,unknown,may,1,-1,unknown,no
4277,31,blue-collar,-277,yes,no,telephone,jul,2,-1,unknown,yes
7089,30,technician,1289,yes,no,unknown,may,2,-1,unknown,yes
5144,29,technician,544,yes,no,unknown,may,1,-1,unknown,no
2334,37,management,1689,yes,no,unknown,may,2,-1,unknown,no
3103,34,blue-collar,1924,yes,yes,cellular,apr,2,253,failure,no
1177,25,services,2022,no,no,cellular,jul,8,97,other,yes
833,52,services,911,no,no,unknown,jun,2,-1,unknown,no
3491,60,retired,1542,yes,no,unknown,may,1,-1,unknown,yes
2261,32,management,-383,yes,no,unknown,may,1,-1,unknown,no
2690,35,management,43,yes,no,cellular,apr,1,-1,unknown,yes
1667,46,admin.,22,no,no,cellular,aug,6,-1,unknown,yes
2563,37,admin.,1314,yes,no,cellular,may,1,14,failure,no
644,26,technician,223,no,yes,cellular,jul,3,-1,unknown,yes
2335,53,blue-collar,1388,no,no,cellular,aug,4,-1,unknown,no
902,38,blue-collar,360,yes,no,unknown,may,2,-1,unknown,no
534,32,self-employed,1423,no,no,cellular,aug,4,-1,unknown,yes
3427,55,technician,0,no,no,cellular,jul,2,-1,unknown,no
4863,27,services,302,no,no,cellular,jul,1,-1,unknown,yes
6013,52,management,4358,no,no,telephone,jul,7,-1,unknown,no
752,32,technician,932,yes,no,cellular,apr,1,318,failure,yes
4405,32,blue-collar,760,yes,no,cellular,apr,1,148,other,no
1717,29,management,199,yes,yes,unknown,may,4,-1,unknown,yes
4267,31,management,1331,no,no,unknown,nov,1,-1,unknown,yes
1203,35,blue-collar,257,yes,no,cellular,may,1,-1,unknown,no
4164,41,technician,1788,no,no,cellular,aug,1,-1,unknown,no
4801,56,admin.,105,no,no,telephone,jul,2,-1,unknown,no
1242,36,technician,1354,no,no,cellular,sep,3,97,success,yes
7370,34,management,273,yes,no,cellular,may,1,175,failure,yes
6825,40,admin.,-666,yes,no,unknown,may,2,-1,unknown,no
7007,49,technician,-287,yes,no,unknown,may,1,-1,unknown,no
6226,41,admin.,2498,no,no,cellular,aug,1,-1,unknown,yes
2735,25,services,895,yes,no,unknown,jun,1,-1,unknown,no
953,30,services,129,yes,no,unknown,may,7,-1,unknown,yes
7340,35,technician,0,yes,no,telephone,aug,2,-1,unknown,no
5690,49,technician,1807,yes,no,cellular,jun,1,82,success,no
666,41,services,804,yes,no,unknown,may,8,-1,unknown,no
636,38,services,2678,no,no,cellular,sep,2,187,success,yes
218,31,technician,200,no,no,cellular,aug,2,-1,unknown,no
6711,48,services,62,yes,no,cellular,may,1,-1,unknown,no
4206,47,management,3663,no,no,cellular,mar,3,-1,unknown,yes
2910,34,self-employed,1972,yes,no,cellular,jul,2,-1,unknown,no
4447,39,services,636,yes,no,telephone,may,1,-1,unknown,no
1130,33,management,3301,yes,no,cellular,nov,2,171,failure,no
453,38,blue-collar,2467,no,no,cellular,jun,1,-1,unknown,yes
801,45,management,644,yes,no,cellular,nov,1,168,success,yes
5422,33,services,2411,yes,no,cellular,oct,1,161,failure,yes
6685,36,services,9713,yes,no,unknown,may,3,-1,unknown,no
3593,32,technician,1119,no,no,cellular,nov,2,-1,unknown,no
640,55,technician,462,no,no,cellular,aug,2,-1,unknown,no
3830,38,management,162,no,no,cellular,aug,4,-1,unknown,no
6483,33,student,2321,no,no,cellular,apr,2,381,failure,no
3794,38,management,38,no,no,cellular,aug,2,-1,unknown,no
94,33,management,4570,no,no,cellular,aug,2,-1,unknown,yes
5596,42,management,386,yes,no,unknown,may,1,-1,unknown,no
1948,54,management,2895,yes,no,cellular,feb,2,256,failure,no
3387,46,management,2817,no,no,cellular,sep,1,-1,unknown,yes
1543,31,technician,882,no,no,cellular,jun,1,-1,unknown,yes
7108,39,management,297,yes,no,cellular,may,2,-1,unknown,yes
6218,47,management,0,no,no,cellular,aug,2,-1,unknown,no
3834,41,blue-collar,2413,no,no,unknown,jun,3,-1,unknown,no
1683,35,blue-collar,0,yes,no,cellular,apr,1,345,other,yes
4596,78,retired,1204,no,no,telephone,nov,1,-1,unknown,yes
2792,58,technician,0,yes,no,cellular,jul,1,-1,unknown,no
7375,53,admin.,0,yes,yes,cellular,apr,2,-1,unknown,no
2011,62,management,0,no,no,cellular,apr,3,182,failure,no
349,31,admin.,622,no,no,cellular,jul,1,-1,unknown,yes
6023,42,housemaid,578,no,no,telephone,jan,1,-1,unknown,no
877,48,blue-collar,1405,yes,no,unknown,may,2,-1,unknown,yes
5408,64,management,5112,no,no,telephone,oct,7,137,other,yes
7775,29,admin.,127,yes,yes,cellular,apr,1,-1,unknown,no
7614,25,student,10,yes,no,cellular,jul,4,-1,unknown,yes
6695,48,blue-collar,343,no,no,unknown,jun,1,-1,unknown,no
7132,25,student,8,no,no,cellular,apr,2,-1,unknown,yes
2366,35,management,3168,no,no,cellular,aug,30,-1,unknown,no
2008,41,blue-collar,449,yes,no,cellular,apr,6,-1,unknown,no
1243,23,blue-collar,780,yes,no,cellular,may,1,-1,unknown,yes
5551,31,management,0,no,no,cellular,aug,16,-1,unknown,no
3513,30,unemployed,7105,no,no,cellular,dec,2,-1,unknown,yes
364,33,admin.,272,yes,no,cellular,jun,1,237,failure,yes
2289,50,management,2910,no,no,telephone,nov,1,113,failure,no
2785,26,management,243,no,no,cellular,may,1,-1,unknown,yes
5188,35,technician,84,yes,yes,cellular,may,1,-1,unknown,yes
5206,30,technician,569,no,no,cellular,aug,12,-1,unknown,yes
3265,47,technician,568,yes,no,telephone,jul,2,-1,unknown,no
4892,37,technician,549,no,no,cellular,mar,1,-1,unknown,yes
6533,54,technician,3994,no,yes,cellular,oct,2,187,success,yes
6343,35,admin.,286,no,no,cellular,apr,2,-1,unknown,yes
3817,26,entrepreneur,101,yes,no,cellular,feb,1,268,failure,yes
9,57,housemaid,0,no,no,unknown,jun,1,-1,unknown,no
1785,47,blue-collar,116,yes,no,unknown,may,2,-1,unknown,no
6336,45,management,904,yes,yes,unknown,jun,9,-1,unknown,no
6802,32,blue-collar,1918,yes,no,cellular,may,1,172,failure,no
3831,35,blue-collar,975,yes,no,cellular,jul,1,-1,unknown,no
