,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,deposit
2299,42,entrepreneur,1002,no,no,unknown,jun,3,-1,unknown,0
6231,59,entrepreneur,0,no,no,unknown,jun,1,-1,unknown,0
6376,38,services,173,yes,no,unknown,may,2,-1,unknown,0
278,25,blue-collar,97,yes,no,unknown,may,1,-1,unknown,1
4279,52,housemaid,131,yes,yes,cellular,may,1,-1,unknown,0
2496,50,blue-collar,15,yes,no,cellular,may,2,350,failure,0
2116,29,admin.,260,yes,no,cellular,feb,2,273,failure,0
1533,28,technician,386,no,no,cellular,may,1,-1,unknown,1
301,29,management,224,yes,no,cellular,apr,2,81,failure,1
7261,46,admin.,974,no,no,cellular,jun,2,80,success,1
5208,35,technician,0,yes,no,cellular,nov,1,96,success,1
2751,36,management,649,no,no,cellular,jul,2,91,failure,0
3412,64,management,4688,no,no,cellular,oct,1,-1,unknown,1
6738,49,management,20,yes,no,cellular,feb,1,-1,unknown,0
5235,54,technician,3323,yes,yes,cellular,apr,3,-1,unknown,0
7160,33,admin.,146,no,no,cellular,oct,1,91,success,1
2442,58,self-employed,5810,no,no,cellular,mar,1,-1,unknown,1
1137,19,student,372,no,no,telephone,jul,3,-1,unknown,1
2971,43,blue-collar,413,yes,no,cellular,aug,2,182,success,1
3291,38,services,92,yes,yes,unknown,may,3,-1,unknown,0
5949,31,admin.,3540,yes,no,cellular,nov,1,-1,unknown,0
2675,26,services,633,yes,no,unknown,may,2,-1,unknown,0
1439,44,unemployed,0,yes,no,cellular,feb,1,272,failure,1
5484,31,management,1384,yes,no,cellular,jan,2,2,other,0
3839,29,unemployed,7,no,no,cellular,may,1,179,failure,0
3173,46,blue-collar,7934,yes,no,unknown,may,1,-1,unknown,0
1951,30,services,81,no,no,cellular,apr,1,-1,unknown,1
4885,28,management,278,no,yes,cellular,jan,1,-1,unknown,0
5630,38,technician,1101,no,no,cellular,apr,1,-1,unknown,1
2424,34,services,1337,no,no,cellular,apr,1,-1,unknown,1
1747,47,blue-collar,4040,no,no,cellular,aug,5,-1,unknown,0
1053,33,management,679,no,no,cellular,aug,2,-1,unknown,1
1056,55,management,384,no,no,telephone,feb,1,-1,unknown,0
1602,39,services,410,no,no,unknown,jun,4,-1,unknown,0
309,29,unemployed,497,yes,no,cellular,may,3,298,success,1
5012,39,management,0,yes,no,cellular,jul,21,-1,unknown,0
956,40,technician,1646,yes,no,cellular,feb,1,242,failure,1
6479,31,blue-collar,92,yes,no,unknown,may,1,-1,unknown,1
4227,36,services,0,yes,no,cellular,may,1,-1,unknown,0
6921,39,housemaid,34,yes,no,cellular,jul,3,-1,unknown,0
1635,26,admin.,96,no,no,cellular,may,1,345,failure,0
1404,43,blue-collar,14646,no,no,cellular,oct,1,-1,unknown,1
2462,31,admin.,8784,yes,no,unknown,may,2,-1,unknown,0
4002,32,student,0,no,no,cellular,feb,3,276,failure,1
3069,45,admin.,5021,no,no,cellular,jan,1,-1,unknown,1
1743,46,admin.,1264,no,no,telephone,jan,2,-1,unknown,0
4206,27,technician,1075,no,no,cellular,mar,1,-1,unknown,1
7122,39,services,304,yes,yes,unknown,may,1,-1,unknown,0
3737,28,blue-collar,61,yes,no,cellular,may,2,319,success,1
3125,27,technician,1075,no,no,cellular,sep,2,184,success,1
4234,59,technician,2,no,no,cellular,aug,2,-1,unknown,0
4111,60,retired,-639,yes,no,cellular,may,1,-1,unknown,1
821,38,self-employed,592,no,no,cellular,may,1,-1,unknown,0
4325,38,self-employed,2084,yes,no,cellular,apr,2,330,failure,0
5287,32,admin.,0,yes,no,unknown,may,1,-1,unknown,0
5637,33,management,71,no,no,cellular,feb,3,102,failure,1
2986,54,blue-collar,1070,no,no,cellular,nov,4,-1,unknown,0
5983,31,blue-collar,605,yes,no,unknown,may,10,-1,unknown,0
6406,34,technician,27,yes,no,unknown,may,3,-1,unknown,0
2264,41,admin.,982,no,no,cellular,jul,1,-1,unknown,0
1905,35,management,105,yes,no,cellular,may,1,365,failure,0
6954,40,services,446,yes,no,unknown,may,1,-1,unknown,1
6280,34,blue-collar,39,no,no,cellular,may,2,299,failure,0
6056,40,entrepreneur,3571,no,no,unknown,jun,3,-1,unknown,0
7319,40,housemaid,7441,no,no,cellular,jul,6,-1,unknown,1
7199,53,technician,6831,no,no,cellular,may,2,-1,unknown,1
3062,57,admin.,-461,yes,yes,unknown,jun,8,-1,unknown,0
43,32,services,228,yes,no,cellular,jul,6,-1,unknown,1
5816,90,retired,1,no,no,cellular,feb,3,-1,unknown,1
5490,34,management,2159,no,no,unknown,feb,1,-1,unknown,1
6924,59,technician,309,no,yes,cellular,jul,5,-1,unknown,0
6425,31,technician,2544,no,no,cellular,jan,1,279,success,1
4295,46,management,2044,no,no,telephone,feb,1,-1,unknown,0
2944,39,admin.,732,no,no,cellular,apr,4,-1,unknown,1
1516,45,blue-collar,-207,no,no,cellular,jul,2,-1,unknown,1
6910,30,technician,656,no,yes,unknown,jul,1,-1,unknown,0
2150,39,services,324,yes,no,cellular,may,2,312,failure,0
965,44,management,-600,yes,no,cellular,aug,1,-1,unknown,0
7269,31,admin.,190,no,no,cellular,apr,1,-1,unknown,1
6849,36,blue-collar,218,yes,no,cellular,may,6,-1,unknown,1
6413,29,housemaid,417,no,no,cellular,jul,2,-1,unknown,0
4512,36,technician,3296,yes,no,cellular,nov,1,-1,unknown,0
3385,32,services,-1139,yes,no,cellular,jul,1,-1,unknown,0
1255,35,management,7506,yes,no,unknown,oct,1,-1,unknown,1
6651,36,blue-collar,2235,yes,no,cellular,nov,2,-1,unknown,0
3210,34,blue-collar,-1,yes,no,cellular,may,6,355,other,1
6744,50,services,1595,no,no,unknown,jun,1,-1,unknown,1
5594,29,blue-collar,313,yes,no,cellular,apr,2,343,other,0
4437,39,management,1968,no,no,cellular,nov,1,-1,unknown,1
5228,35,management,2682,yes,no,cellular,jul,1,-1,unknown,0
929,59,technician,1,no,no,cellular,oct,1,182,success,1
1078,37,admin.,529,yes,no,cellular,sep,1,149,other,0
5144,22,student,549,no,no,cellular,sep,1,-1,unknown,0
3630,52,entrepreneur,-104,no,yes,cellular,jul,1,-1,unknown,0
4008,41,admin.,882,yes,yes,unknown,may,2,-1,unknown,0
3387,46,admin.,1544,yes,no,unknown,may,1,-1,unknown,0
4895,32,admin.,1604,no,yes,cellular,jul,1,-1,unknown,1
7089,54,technician,118,no,no,cellular,apr,1,-1,unknown,1
386,49,technician,808,yes,no,cellular,jan,1,-1,unknown,1
6255,45,management,160,no,no,cellular,apr,1,-1,unknown,1
534,45,technician,0,no,no,cellular,aug,4,-1,unknown,1
3691,36,blue-collar,1822,yes,no,cellular,apr,1,323,other,1
6268,28,technician,250,no,yes,cellular,jan,1,-1,unknown,0
6959,52,technician,337,yes,no,cellular,may,1,261,failure,0
4588,31,management,165,no,yes,cellular,aug,2,-1,unknown,1
7362,57,retired,-157,no,no,cellular,aug,9,-1,unknown,0
1242,77,retired,820,no,no,telephone,oct,2,181,success,1
2401,30,student,48,no,no,cellular,aug,1,173,failure,1
3718,23,technician,-782,yes,yes,unknown,jun,10,-1,unknown,0
598,41,admin.,338,yes,no,unknown,may,1,-1,unknown,0
1390,35,technician,670,no,no,cellular,apr,4,182,success,1
1040,38,management,4293,yes,no,cellular,may,2,250,failure,0
4999,31,management,5205,no,no,cellular,jun,2,-1,unknown,1
2748,40,management,395,yes,no,cellular,apr,4,-1,unknown,1
3544,37,blue-collar,197,yes,no,unknown,may,3,-1,unknown,0
3092,40,blue-collar,1206,no,yes,telephone,jul,5,-1,unknown,0
5004,40,management,0,no,no,cellular,jul,5,-1,unknown,0
7214,39,admin.,223,no,no,cellular,feb,1,-1,unknown,0
1084,45,admin.,2552,no,no,cellular,jun,1,293,failure,1
4526,50,self-employed,766,yes,no,cellular,may,2,304,failure,0
6388,47,technician,293,no,no,cellular,mar,1,-1,unknown,1
2428,39,blue-collar,2715,yes,no,unknown,jun,3,-1,unknown,0
988,39,blue-collar,2226,yes,no,unknown,may,1,-1,unknown,0
1228,30,technician,606,yes,no,cellular,apr,1,-1,unknown,0
190,39,entrepreneur,1,yes,yes,unknown,may,1,-1,unknown,0
2661,30,management,1299,no,no,cellular,aug,2,-1,unknown,0
4800,42,unemployed,325,yes,no,unknown,may,4,-1,unknown,0
5119,25,technician,4859,no,no,cellular,jan,1,-1,unknown,1
4060,49,services,1114,no,no,cellular,nov,1,-1,unknown,0
7285,63,self-employed,661,no,no,cellular,mar,2,-1,unknown,0
7196,44,management,3932,yes,no,unknown,may,2,-1,unknown,0
4715,35,technician,3549,yes,no,cellular,aug,4,-1,unknown,0
5313,42,blue-collar,1628,yes,no,cellular,jul,8,-1,unknown,1
3729,36,management,1057,no,no,cellular,jul,2,164,failure,1
382,33,blue-collar,863,yes,no,telephone,may,3,-1,unknown,1
1535,33,services,339,yes,no,unknown,may,4,-1,unknown,0
1887,34,blue-collar,-78,yes,no,unknown,may,1,-1,unknown,0
24,28,student,3733,yes,no,cellular,aug,5,91,success,0
4176,31,management,3160,yes,no,cellular,apr,2,-1,unknown,1
3876,27,technician,276,no,no,unknown,may,2,-1,unknown,0
7290,22,student,0,no,no,cellular,feb,6,-1,unknown,1
3844,34,management,158,no,no,cellular,mar,3,181,success,1
3739,32,blue-collar,4996,yes,no,unknown,may,2,-1,unknown,0
6052,37,management,255,no,no,cellular,feb,2,183,success,1
887,26,admin.,3672,yes,no,unknown,may,5,-1,unknown,0
603,32,admin.,131,yes,no,cellular,jun,1,183,success,1
1975,31,management,859,yes,yes,cellular,aug,3,-1,unknown,0
3949,41,technician,1788,no,no,cellular,aug,1,-1,unknown,0
1609,41,admin.,5426,yes,no,unknown,may,2,-1,unknown,0
6881,29,management,1445,no,no,cellular,apr,2,143,success,1
59,46,technician,874,no,no,cellular,nov,3,-1,unknown,1
1978,35,blue-collar,1949,yes,no,unknown,jun,3,-1,unknown,0
338,27,blue-collar,1049,no,no,telephone,jan,3,-1,unknown,0
325,47,blue-collar,2775,no,no,unknown,may,1,-1,unknown,0
6021,31,admin.,0,yes,no,cellular,may,2,295,failure,1
567,47,blue-collar,209,no,no,cellular,aug,6,-1,unknown,0
5193,59,retired,20,no,no,cellular,jul,1,-1,unknown,0
5365,31,self-employed,322,yes,no,unknown,may,1,-1,unknown,0
6989,27,blue-collar,0,yes,no,cellular,jul,6,-1,unknown,0
547,33,unemployed,-144,no,no,cellular,jul,3,-1,unknown,1
7405,50,blue-collar,4108,yes,no,cellular,aug,2,-1,unknown,1
2599,51,management,4917,no,no,cellular,apr,1,-1,unknown,1
1875,75,retired,3771,no,no,telephone,oct,1,183,failure,1
3097,61,admin.,1046,yes,no,cellular,aug,1,-1,unknown,1
2699,31,technician,11,no,no,cellular,aug,2,-1,unknown,0
6230,60,retired,1,no,no,cellular,feb,1,184,success,1
2255,38,technician,565,no,no,cellular,aug,2,-1,unknown,0
1025,55,unknown,2206,no,no,cellular,aug,1,91,success,1
4068,38,services,3715,yes,no,telephone,may,2,327,failure,0
1146,31,management,3283,no,no,cellular,feb,1,73,failure,1
60,44,blue-collar,2,no,yes,telephone,jul,2,-1,unknown,0
6618,43,unknown,1517,no,no,unknown,jun,1,-1,unknown,0
5341,38,management,715,yes,no,cellular,apr,1,132,failure,0
2792,43,management,1696,yes,no,cellular,aug,1,474,failure,1
5076,35,admin.,-32,no,yes,cellular,aug,2,178,success,1
2965,31,blue-collar,2,yes,no,unknown,may,2,-1,unknown,1
3952,26,admin.,-122,yes,no,unknown,jun,3,-1,unknown,1
4764,39,admin.,0,no,no,cellular,jan,1,436,failure,1
2595,25,services,895,yes,no,unknown,jun,1,-1,unknown,0
3048,42,management,1064,no,no,cellular,aug,2,-1,unknown,0
6837,42,services,2567,yes,no,unknown,may,2,-1,unknown,0
6737,37,management,8828,no,no,unknown,jun,3,-1,unknown,1
7080,58,admin.,1947,no,no,telephone,oct,1,-1,unknown,1
77,45,services,0,no,no,unknown,jun,6,-1,unknown,0
5862,43,management,2081,no,no,cellular,oct,3,-1,unknown,1
4767,39,blue-collar,785,yes,no,cellular,may,2,-1,unknown,1
4797,52,entrepreneur,-468,no,no,cellular,jul,1,-1,unknown,1
3794,46,technician,3455,yes,no,unknown,may,2,-1,unknown,0
4210,44,technician,945,yes,no,cellular,aug,1,-1,unknown,0
2288,40,self-employed,-94,yes,no,cellular,jul,1,-1,unknown,0
3498,48,blue-collar,430,no,no,cellular,may,3,371,failure,0
3556,49,blue-collar,102,no,no,cellular,aug,2,-1,unknown,0
1761,31,management,2603,yes,no,cellular,feb,4,-1,unknown,1
6657,33,technician,179,yes,no,cellular,nov,2,181,other,0
3941,53,technician,476,yes,no,cellular,jan,1,-1,unknown,0
4938,25,management,490,no,no,cellular,sep,1,-1,unknown,0
2772,41,admin.,124,yes,no,cellular,may,3,-1,unknown,0
5712,29,management,92,no,no,cellular,mar,5,-1,unknown,1
6988,33,self-employed,562,yes,yes,cellular,apr,1,363,failure,1
6600,41,blue-collar,2689,yes,no,cellular,apr,1,-1,unknown,1
5849,78,retired,3417,no,no,cellular,may,1,181,success,1
35,64,retired,1612,no,no,cellular,may,1,89,failure,1
5040,40,services,1547,yes,no,cellular,nov,1,-1,unknown,1
1048,45,entrepreneur,781,no,yes,cellular,nov,2,126,failure,1
1341,32,blue-collar,138,yes,no,cellular,may,2,-1,unknown,0
1683,40,management,4025,yes,no,cellular,jul,4,-1,unknown,0
3847,35,technician,1473,yes,no,unknown,may,3,-1,unknown,0
688,55,retired,6690,no,no,cellular,apr,1,-1,unknown,0
538,58,housemaid,497,no,no,unknown,jun,5,-1,unknown,0
2281,31,management,1575,no,no,cellular,aug,4,-1,unknown,0
896,37,management,156,no,no,cellular,nov,3,-1,unknown,1
4374,36,management,62,yes,no,cellular,nov,1,182,failure,1
1047,32,admin.,4344,yes,no,cellular,nov,2,118,failure,0
1582,43,admin.,1996,no,yes,cellular,jul,3,-1,unknown,0
6441,34,self-employed,1943,yes,no,cellular,apr,2,-1,unknown,0
6946,24,management,86,no,no,unknown,jun,2,-1,unknown,0
5673,32,management,1966,no,no,cellular,aug,3,-1,unknown,0
1998,34,management,160,yes,yes,cellular,jul,1,-1,unknown,0
184,43,blue-collar,184,no,yes,cellular,jul,11,-1,unknown,1
1773,46,management,4,no,no,cellular,aug,4,-1,unknown,1
4466,43,services,2145,no,no,cellular,aug,2,95,success,1
5809,28,management,1584,yes,no,cellular,sep,2,-1,unknown,1
2356,39,services,26,yes,no,cellular,may,3,-1,unknown,0
6395,40,admin.,985,yes,no,cellular,jun,3,50,failure,1
1125,34,blue-collar,186,no,no,cellular,feb,1,-1,unknown,0
5043,49,admin.,3608,yes,no,unknown,nov,1,-1,unknown,1
485,55,technician,1320,no,no,cellular,apr,2,-1,unknown,1
6167,36,technician,341,no,no,cellular,aug,1,-1,unknown,1
157,42,technician,2611,yes,no,cellular,jun,1,389,failure,1
5032,40,blue-collar,13,yes,no,unknown,jul,1,-1,unknown,0
7188,43,blue-collar,953,yes,no,unknown,may,1,-1,unknown,0
5550,27,admin.,3415,no,no,cellular,oct,3,184,success,1
894,36,management,538,no,no,cellular,jun,1,183,success,1
2863,36,technician,27,yes,no,cellular,feb,1,260,success,1
844,36,management,81,no,yes,cellular,jul,1,-1,unknown,1
623,22,student,64,no,no,cellular,jun,1,-1,unknown,0
2358,36,services,4721,no,no,cellular,jun,1,92,success,1
1780,36,management,992,no,no,unknown,jun,1,-1,unknown,0
2280,35,management,0,yes,no,cellular,may,1,-1,unknown,0
939,30,admin.,270,no,no,cellular,apr,1,80,success,1
1126,53,technician,7984,yes,no,cellular,feb,1,-1,unknown,0
739,49,management,1887,no,no,cellular,nov,3,-1,unknown,0
5795,54,blue-collar,548,no,no,cellular,aug,7,-1,unknown,1
6928,52,admin.,363,yes,no,cellular,aug,1,462,success,1
243,40,management,37,yes,no,unknown,may,1,-1,unknown,0
1418,54,management,366,yes,no,unknown,may,1,-1,unknown,0
3688,64,entrepreneur,2331,no,no,telephone,nov,1,-1,unknown,1
3908,59,housemaid,88,yes,no,cellular,jul,5,-1,unknown,0
3147,35,technician,0,yes,no,cellular,nov,4,-1,unknown,1
4363,34,management,179,yes,no,cellular,nov,1,-1,unknown,0
5282,25,services,2311,no,yes,cellular,jul,2,-1,unknown,1
3793,35,unemployed,2228,no,no,unknown,jun,2,-1,unknown,0
1306,49,blue-collar,1127,yes,yes,cellular,apr,2,281,failure,0
2572,35,technician,1001,no,yes,cellular,jul,2,-1,unknown,0
4503,47,admin.,3957,yes,no,telephone,may,3,334,other,0
540,44,blue-collar,1697,yes,no,unknown,jul,2,-1,unknown,1
6234,42,admin.,527,no,yes,cellular,oct,1,185,success,1
1057,42,technician,35,yes,yes,cellular,nov,1,115,other,0
2472,59,retired,178,yes,no,telephone,jul,2,-1,unknown,0
1155,38,admin.,1767,yes,no,cellular,nov,7,-1,unknown,1
6131,71,retired,3,no,no,cellular,aug,3,189,other,0
3185,29,technician,615,yes,no,cellular,may,1,-1,unknown,1
4018,49,entrepreneur,-1965,no,yes,telephone,jul,2,-1,unknown,0
5416,30,student,7529,no,no,cellular,oct,1,-1,unknown,1
440,29,admin.,306,yes,no,cellular,may,4,-1,unknown,1
7355,41,technician,965,no,no,cellular,aug,10,-1,unknown,1
306,76,retired,3049,no,no,cellular,mar,3,-1,unknown,1
2764,34,self-employed,1972,yes,no,cellular,jul,2,-1,unknown,0
4023,45,blue-collar,0,yes,no,cellular,apr,1,192,failure,1
4733,37,services,483,yes,no,cellular,jan,1,-1,unknown,0
4758,54,blue-collar,532,no,no,telephone,jul,2,-1,unknown,0
7368,32,blue-collar,1879,no,no,cellular,feb,8,-1,unknown,1
76,39,technician,8,no,yes,cellular,nov,2,96,failure,0
503,47,blue-collar,581,yes,no,cellular,aug,6,-1,unknown,0
5227,30,services,1788,no,no,cellular,aug,1,181,failure,1
2529,32,blue-collar,225,yes,no,cellular,apr,1,150,failure,1
149,82,retired,211,no,no,telephone,apr,3,-1,unknown,0
6136,57,admin.,1694,yes,no,telephone,nov,1,-1,unknown,0
6125,24,technician,726,no,no,cellular,sep,2,-1,unknown,1
5248,50,technician,-54,yes,yes,cellular,may,2,292,failure,1
6494,29,technician,344,yes,yes,unknown,may,2,-1,unknown,0
3834,85,retired,7613,no,no,cellular,feb,3,-1,unknown,1
4226,36,blue-collar,111,yes,no,cellular,may,3,-1,unknown,0
3116,35,management,2326,yes,yes,cellular,sep,1,-1,unknown,1
2993,29,self-employed,970,yes,no,cellular,may,1,-1,unknown,0
3735,26,technician,-454,no,yes,cellular,jul,2,-1,unknown,0
6758,43,services,2145,no,no,cellular,may,1,183,failure,1
62,57,retired,1269,no,no,cellular,aug,1,-1,unknown,1
3084,42,blue-collar,1080,yes,yes,cellular,may,3,370,failure,1
4189,61,management,997,no,no,cellular,mar,1,-1,unknown,1
1509,60,retired,404,no,no,cellular,mar,2,196,failure,1
6731,21,student,794,no,no,cellular,jun,1,-1,unknown,1
1354,29,student,163,no,no,cellular,aug,1,-1,unknown,1
2588,45,management,237,yes,no,cellular,nov,1,-1,unknown,0
2552,37,entrepreneur,189,no,no,cellular,jun,2,-1,unknown,1
3178,57,blue-collar,739,yes,no,cellular,may,2,364,failure,0
6091,46,blue-collar,-29,yes,no,unknown,may,1,-1,unknown,0
3778,52,management,583,no,no,cellular,may,1,181,success,1
1026,57,technician,589,yes,no,cellular,jan,1,244,other,0
3227,35,technician,2201,no,no,telephone,apr,1,-1,unknown,1
1090,60,management,544,no,no,cellular,jun,7,357,failure,1
7104,41,management,456,yes,no,cellular,aug,4,-1,unknown,1
7115,25,services,0,yes,no,cellular,jul,9,-1,unknown,1
602,29,blue-collar,455,no,no,telephone,apr,1,-1,unknown,1
353,49,management,350,no,no,cellular,aug,6,-1,unknown,0
4101,47,blue-collar,1230,yes,no,cellular,apr,1,169,success,1
6990,51,management,1937,yes,no,cellular,nov,4,152,other,0
5735,47,services,1717,no,no,cellular,aug,9,-1,unknown,0
1680,32,technician,240,yes,yes,cellular,jul,3,-1,unknown,0
5458,44,blue-collar,0,no,no,cellular,apr,1,-1,unknown,1
452,56,self-employed,0,no,no,cellular,nov,1,-1,unknown,0
6557,24,admin.,1141,yes,no,unknown,may,1,-1,unknown,0
1372,30,technician,2544,no,no,cellular,apr,2,-1,unknown,1
3560,32,management,1477,yes,no,cellular,nov,1,-1,unknown,0
3676,55,management,154,no,no,telephone,may,2,367,failure,0
163,45,management,1199,no,no,telephone,feb,2,-1,unknown,0
4359,33,admin.,3160,no,no,unknown,jun,13,-1,unknown,0
1013,51,technician,2323,yes,yes,cellular,aug,10,-1,unknown,0
6318,44,management,1090,no,no,cellular,jul,4,532,other,1
1523,39,management,710,yes,no,cellular,jul,2,-1,unknown,0
2711,30,admin.,28,no,no,unknown,aug,1,-1,unknown,0
5886,25,services,50,yes,no,unknown,may,1,-1,unknown,0
2670,34,services,-30,no,no,cellular,jul,3,-1,unknown,1
672,48,blue-collar,623,yes,no,cellular,feb,2,-1,unknown,1
101,25,management,2228,yes,no,cellular,jul,1,-1,unknown,1
6729,43,blue-collar,1096,no,yes,unknown,may,1,-1,unknown,0
5370,32,technician,40,no,no,cellular,aug,2,-1,unknown,1
6548,31,services,414,yes,no,unknown,may,1,-1,unknown,0
135,52,technician,425,yes,no,cellular,jan,2,254,failure,0
4417,36,admin.,29,no,no,cellular,aug,1,-1,unknown,1
4636,21,student,53,no,no,cellular,jun,1,-1,unknown,1
4114,44,unemployed,522,no,no,cellular,apr,1,-1,unknown,0
3423,56,self-employed,411,no,no,unknown,jun,4,-1,unknown,0
1565,41,blue-collar,196,yes,no,unknown,may,1,-1,unknown,0
4957,24,blue-collar,833,yes,no,cellular,may,1,-1,unknown,1
7166,28,admin.,-126,no,yes,cellular,jul,4,-1,unknown,0
6307,39,technician,206,no,no,cellular,oct,2,195,success,1
3355,23,services,31,no,no,cellular,jun,1,-1,unknown,1
5967,35,admin.,2374,yes,no,cellular,aug,2,183,success,1
3933,57,retired,1532,no,no,telephone,feb,3,-1,unknown,0
1698,34,management,443,no,no,cellular,jun,3,-1,unknown,1
175,36,blue-collar,1023,yes,no,cellular,feb,2,-1,unknown,0
7016,38,services,0,yes,no,cellular,apr,1,147,failure,0
3531,27,admin.,261,yes,yes,cellular,jun,4,-1,unknown,1
1591,50,management,346,no,no,cellular,feb,1,-1,unknown,1
564,42,entrepreneur,233,no,no,cellular,feb,1,-1,unknown,0
817,56,management,442,no,no,unknown,may,3,-1,unknown,0
765,40,self-employed,0,no,no,unknown,jun,1,-1,unknown,0
3283,72,retired,0,no,no,cellular,oct,3,-1,unknown,1
1849,40,housemaid,949,no,no,cellular,aug,1,-1,unknown,0
6246,46,technician,-90,no,yes,telephone,oct,1,-1,unknown,1
3575,27,student,1134,no,no,cellular,oct,1,183,success,1
1663,31,self-employed,168,no,no,cellular,feb,2,-1,unknown,1
1693,47,technician,1981,yes,no,cellular,jul,2,-1,unknown,1
1316,29,blue-collar,975,yes,no,unknown,may,2,-1,unknown,0
6083,42,unemployed,1713,yes,no,unknown,may,2,-1,unknown,1
2271,46,blue-collar,1074,yes,no,cellular,may,2,-1,unknown,0
720,50,admin.,3240,no,no,cellular,nov,2,-1,unknown,0
881,41,blue-collar,201,yes,no,cellular,feb,1,-1,unknown,1
788,34,admin.,899,yes,no,unknown,nov,1,170,failure,1
1730,27,unemployed,9,no,yes,cellular,jul,2,-1,unknown,1
1485,34,technician,294,yes,no,cellular,jun,3,-1,unknown,1
4300,67,retired,1430,no,no,telephone,may,2,135,success,1
3909,42,technician,827,no,no,cellular,aug,3,-1,unknown,0
4083,45,admin.,524,yes,no,cellular,jul,1,-1,unknown,1
1973,25,self-employed,1182,yes,no,unknown,may,2,-1,unknown,0
2221,57,blue-collar,807,yes,no,unknown,may,2,-1,unknown,0
3837,45,blue-collar,640,yes,no,cellular,may,1,-1,unknown,1
7164,55,blue-collar,7378,no,no,unknown,may,3,-1,unknown,0
2750,45,blue-collar,28,no,yes,cellular,feb,1,222,other,0
1092,58,retired,5920,yes,no,cellular,nov,1,121,failure,0
5093,54,housemaid,9,no,yes,cellular,jul,3,-1,unknown,0
3506,36,technician,-179,yes,no,cellular,jul,1,-1,unknown,0
7345,49,services,0,yes,no,cellular,may,2,166,failure,1
1653,45,blue-collar,-66,yes,no,unknown,may,2,-1,unknown,0
1134,52,blue-collar,955,no,yes,cellular,jun,2,134,success,1
2164,55,services,0,no,no,cellular,sep,6,193,success,1
3344,56,admin.,360,yes,yes,cellular,jul,2,-1,unknown,0
3285,55,blue-collar,11,no,no,unknown,jun,2,-1,unknown,0
7280,36,blue-collar,536,yes,no,cellular,apr,3,-1,unknown,1
2743,32,blue-collar,15341,no,no,unknown,may,3,-1,unknown,0
5856,45,management,2813,yes,no,cellular,may,1,-1,unknown,0
3206,45,admin.,6971,no,no,cellular,may,1,-1,unknown,0
3612,28,management,874,yes,no,cellular,jun,1,-1,unknown,1
6665,60,retired,1091,no,no,cellular,jul,5,-1,unknown,1
7320,30,management,5561,yes,no,cellular,nov,1,-1,unknown,1
2362,37,management,0,no,no,unknown,jun,6,-1,unknown,1
770,28,admin.,1277,no,no,cellular,mar,1,-1,unknown,1
3121,24,management,448,no,no,cellular,apr,1,-1,unknown,1
2105,37,services,278,yes,no,unknown,jun,3,-1,unknown,1
1694,47,blue-collar,116,yes,no,unknown,may,2,-1,unknown,0
746,42,management,7560,no,no,cellular,jan,1,-1,unknown,1
3362,82,retired,8603,no,no,cellular,jul,1,-1,unknown,1
7042,39,management,494,no,no,cellular,mar,2,478,failure,1
4323,41,technician,515,no,no,cellular,aug,2,-1,unknown,1
