,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,deposit
2567,24,technician,556,yes,no,cellular,feb,1,94,success,yes
2972,29,admin.,464,no,no,cellular,nov,2,91,success,yes
316,29,management,224,yes,no,cellular,apr,2,81,failure,yes
122,30,blue-collar,1131,yes,yes,cellular,nov,1,144,failure,no
4599,52,blue-collar,1624,no,no,unknown,jun,3,-1,unknown,no
82,35,self-employed,951,yes,no,cellular,nov,2,-1,unknown,no
2829,37,blue-collar,1322,yes,no,cellular,nov,8,185,other,no
5127,43,admin.,2682,no,no,cellular,jul,8,-1,unknown,no
5911,32,management,713,yes,no,cellular,aug,7,-1,unknown,no
1194,26,services,12,no,no,cellular,jun,1,181,failure,yes
6374,40,blue-collar,-438,no,no,cellular,may,1,-1,unknown,yes
1624,42,blue-collar,3,yes,no,unknown,may,1,-1,unknown,no
6616,31,services,658,no,no,cellular,may,1,-1,unknown,no
935,51,technician,-1944,yes,no,cellular,may,1,-1,unknown,yes
7500,25,services,0,yes,no,cellular,jul,9,-1,unknown,yes
2287,37,management,240,no,no,unknown,jun,1,-1,unknown,yes
7087,39,technician,1685,yes,no,cellular,may,1,368,failure,no
3342,23,student,9216,no,no,cellular,jun,2,-1,unknown,no
37,64,retired,1612,no,no,cellular,may,1,89,failure,yes
4463,57,management,3287,no,no,cellular,jun,1,84,success,yes
611,35,management,1496,yes,no,cellular,aug,4,-1,unknown,no
6465,27,admin.,5,yes,no,cellular,jul,2,-1,unknown,no
4713,29,technician,2326,no,no,cellular,mar,1,-1,unknown,yes
5363,32,technician,3818,no,no,cellular,aug,4,-1,unknown,no
5591,46,technician,117,no,no,cellular,aug,2,-1,unknown,no
4730,44,blue-collar,2185,yes,no,unknown,may,1,-1,unknown,no
5861,44,blue-collar,-101,yes,no,cellular,may,1,366,failure,yes
565,58,housemaid,497,no,no,unknown,jun,5,-1,unknown,no
3262,44,blue-collar,103,yes,no,cellular,may,1,329,failure,no
5980,29,student,78,no,no,cellular,apr,1,-1,unknown,yes
7448,41,blue-collar,203,no,no,cellular,jul,2,-1,unknown,yes
711,32,management,6542,yes,no,cellular,may,4,175,failure,yes
439,71,retired,2600,no,no,cellular,nov,2,98,success,yes
5245,51,technician,11222,yes,no,cellular,nov,2,171,failure,no
1192,22,student,466,no,no,cellular,jun,1,-1,unknown,yes
6610,53,management,583,no,no,cellular,nov,1,184,success,yes
5086,29,management,10576,no,no,unknown,may,2,-1,unknown,yes
3931,47,blue-collar,643,yes,no,unknown,jun,6,-1,unknown,no
7156,42,technician,2625,no,no,cellular,jul,2,-1,unknown,yes
2109,27,management,178,yes,no,unknown,jun,2,-1,unknown,yes
2211,33,technician,2044,yes,no,cellular,may,3,-1,unknown,yes
6071,31,management,3914,no,yes,cellular,jan,1,-1,unknown,no
5234,52,housemaid,3798,yes,no,cellular,jul,1,-1,unknown,yes
7200,37,self-employed,0,no,no,unknown,may,4,-1,unknown,no
4563,57,management,1410,yes,no,cellular,jul,1,-1,unknown,no
7145,34,entrepreneur,3119,yes,no,unknown,may,4,-1,unknown,no
102,33,blue-collar,15341,no,no,cellular,apr,1,334,failure,no
1928,38,blue-collar,0,no,no,unknown,jun,2,-1,unknown,no
870,45,management,0,yes,no,cellular,may,2,342,failure,no
2865,60,retired,381,yes,no,cellular,apr,2,344,failure,no
975,31,services,-475,yes,no,telephone,may,3,-1,unknown,no
2518,30,services,1824,yes,no,cellular,jul,2,-1,unknown,no
873,40,management,1855,no,no,telephone,feb,6,-1,unknown,yes
2810,29,blue-collar,0,yes,no,cellular,may,6,-1,unknown,no
2759,51,technician,0,yes,no,unknown,may,2,-1,unknown,no
3471,72,retired,0,no,no,cellular,oct,3,-1,unknown,yes
1976,31,management,1164,yes,yes,cellular,jul,3,-1,unknown,no
3649,29,self-employed,2305,no,no,cellular,may,2,-1,unknown,no
2961,45,admin.,5346,yes,yes,unknown,oct,1,-1,unknown,yes
882,47,admin.,683,no,no,cellular,nov,1,-1,unknown,no
4281,35,technician,3160,yes,no,cellular,nov,2,95,failure,yes
7414,40,blue-collar,1954,no,no,cellular,jul,2,-1,unknown,yes
6508,36,technician,341,no,no,cellular,aug,1,-1,unknown,yes
7523,52,services,2081,yes,no,unknown,may,1,-1,unknown,no
3399,53,housemaid,104,no,yes,unknown,jun,1,-1,unknown,yes
6371,40,management,0,no,no,cellular,aug,4,-1,unknown,no
62,44,blue-collar,2,no,yes,telephone,jul,2,-1,unknown,no
557,51,blue-collar,7098,no,no,cellular,aug,7,-1,unknown,yes
1954,40,housemaid,949,no,no,cellular,aug,1,-1,unknown,no
2142,41,technician,128,yes,no,cellular,aug,2,-1,unknown,no
6571,37,management,2173,no,no,cellular,nov,3,114,failure,no
3170,32,self-employed,286,yes,no,cellular,aug,1,-1,unknown,no
3435,30,management,4889,no,no,cellular,aug,2,-1,unknown,yes
3021,27,blue-collar,3145,no,no,cellular,jun,1,179,success,yes
6159,30,services,637,yes,no,cellular,may,5,-1,unknown,no
5609,39,technician,0,yes,no,unknown,may,1,-1,unknown,no
5819,29,admin.,163,yes,yes,unknown,may,1,-1,unknown,yes
1354,40,technician,568,yes,no,unknown,oct,1,-1,unknown,yes
500,47,blue-collar,193,yes,no,cellular,aug,2,-1,unknown,no
2649,32,admin.,-273,yes,no,cellular,may,1,-1,unknown,no
3229,36,management,436,no,no,cellular,apr,1,595,failure,yes
1930,34,blue-collar,17672,no,no,cellular,nov,1,-1,unknown,no
506,36,technician,432,yes,yes,unknown,aug,1,-1,unknown,no
5181,53,blue-collar,751,yes,no,cellular,feb,2,-1,unknown,yes
6042,27,technician,393,no,no,cellular,apr,2,-1,unknown,yes
3419,22,student,107,no,no,cellular,apr,1,-1,unknown,yes
5510,46,technician,-824,yes,no,cellular,aug,3,-1,unknown,yes
7548,39,entrepreneur,11887,no,no,cellular,nov,2,-1,unknown,yes
5636,34,technician,1012,yes,yes,telephone,oct,1,-1,unknown,yes
1765,51,admin.,658,yes,no,unknown,may,1,-1,unknown,no
5379,36,blue-collar,638,yes,no,unknown,jun,2,-1,unknown,yes
5429,43,management,373,yes,no,unknown,may,1,-1,unknown,no
3918,58,management,10180,no,no,cellular,mar,2,-1,unknown,yes
1271,22,student,1522,no,no,cellular,oct,2,-1,unknown,yes
2314,32,admin.,1630,yes,no,cellular,jan,1,-1,unknown,no
1524,44,unemployed,0,yes,no,cellular,feb,1,272,failure,yes
7553,28,admin.,-126,no,yes,cellular,jul,4,-1,unknown,no
7435,79,retired,723,no,no,telephone,sep,1,79,failure,yes
5551,38,technician,90,yes,yes,unknown,may,2,-1,unknown,no
6549,70,retired,3230,no,no,cellular,nov,1,-1,unknown,no
4886,62,retired,298,no,no,cellular,nov,2,-1,unknown,yes
4824,31,management,1514,no,no,cellular,aug,2,-1,unknown,no
173,52,technician,475,yes,no,cellular,jul,3,-1,unknown,no
6475,27,management,3104,yes,no,unknown,may,2,-1,unknown,no
3049,35,unemployed,415,no,no,cellular,may,2,89,success,yes
1511,46,blue-collar,922,yes,no,telephone,jul,1,-1,unknown,yes
6568,62,retired,1495,no,no,cellular,oct,1,57,success,yes
324,29,unemployed,497,yes,no,cellular,may,3,298,success,yes
4043,31,services,1629,yes,no,unknown,may,2,-1,unknown,no
1905,33,management,1323,no,no,cellular,jun,1,-1,unknown,yes
5953,45,management,2220,yes,no,cellular,jul,2,-1,unknown,no
4309,47,blue-collar,4227,yes,no,cellular,may,1,-1,unknown,yes
3029,36,entrepreneur,177,yes,no,unknown,may,5,-1,unknown,no
4116,42,services,508,yes,no,unknown,may,1,-1,unknown,no
6106,52,technician,0,no,no,cellular,nov,3,92,failure,yes
4979,38,technician,1221,yes,yes,cellular,aug,7,-1,unknown,no
4606,30,management,1567,yes,no,cellular,aug,4,-1,unknown,yes
2247,54,management,602,no,no,cellular,jul,2,-1,unknown,no
5572,25,services,2311,no,yes,cellular,jul,2,-1,unknown,yes
794,56,management,3120,yes,no,cellular,aug,2,-1,unknown,no
279,29,student,5,no,no,cellular,jul,5,-1,unknown,yes
3873,35,unemployed,415,no,no,cellular,feb,1,176,failure,yes
6396,59,entrepreneur,1728,no,no,cellular,jul,2,-1,unknown,no
5157,35,technician,1693,yes,no,cellular,may,1,105,success,no
3058,49,services,320,no,no,telephone,feb,4,-1,unknown,yes
3144,31,management,515,no,no,cellular,jun,5,-1,unknown,yes
4603,78,retired,1204,no,no,telephone,nov,1,-1,unknown,yes
7577,34,services,-538,yes,no,unknown,may,1,-1,unknown,yes
2074,31,technician,4182,yes,no,cellular,may,2,-1,unknown,yes
2448,37,services,50,no,no,cellular,nov,1,154,other,no
4428,57,management,1318,no,no,cellular,oct,1,185,failure,yes
4864,30,blue-collar,0,yes,no,cellular,may,2,-1,unknown,no
1533,55,services,606,no,yes,cellular,nov,2,-1,unknown,no
1237,31,technician,-302,no,no,cellular,aug,2,-1,unknown,no
6242,36,services,281,yes,no,unknown,may,1,-1,unknown,yes
6020,34,management,297,yes,no,cellular,aug,4,-1,unknown,no
4925,27,blue-collar,294,yes,yes,unknown,may,2,-1,unknown,yes
6060,26,management,222,no,no,cellular,oct,1,120,success,yes
1575,42,technician,1364,yes,no,unknown,may,6,-1,unknown,yes
6384,45,blue-collar,1723,no,no,cellular,jun,2,-1,unknown,yes
2679,37,management,203,no,no,cellular,oct,1,90,success,yes
1878,40,blue-collar,2129,yes,no,cellular,apr,3,-1,unknown,no
7725,52,admin.,484,yes,no,unknown,may,1,-1,unknown,no
7739,32,technician,253,yes,no,cellular,nov,1,170,failure,no
687,31,technician,1166,yes,no,unknown,jun,1,-1,unknown,no
3073,41,management,0,no,no,cellular,aug,2,-1,unknown,no
2420,56,blue-collar,771,yes,yes,unknown,jun,1,-1,unknown,no
7631,47,admin.,1265,no,no,cellular,aug,2,-1,unknown,no
5633,27,blue-collar,-588,no,no,unknown,may,2,-1,unknown,no
2494,50,blue-collar,280,yes,no,unknown,jun,23,-1,unknown,no
6772,47,unknown,677,no,no,cellular,apr,2,86,failure,yes
1020,33,services,327,yes,no,unknown,may,1,-1,unknown,no
1513,46,blue-collar,2775,no,yes,cellular,jul,1,-1,unknown,no
2076,51,blue-collar,1869,no,no,unknown,jun,3,-1,unknown,no
5167,27,management,843,no,no,cellular,jan,1,-1,unknown,yes
4947,46,technician,966,yes,yes,cellular,aug,2,-1,unknown,no
4607,59,unknown,2443,no,no,unknown,jun,8,-1,unknown,no
3872,34,services,371,no,no,unknown,may,1,-1,unknown,no
732,27,technician,2781,yes,no,cellular,may,1,389,failure,yes
4212,37,technician,265,yes,yes,cellular,feb,1,366,failure,yes
5372,40,services,1836,yes,no,cellular,may,2,-1,unknown,yes
2892,43,entrepreneur,13342,yes,no,cellular,nov,1,-1,unknown,no
7103,44,self-employed,1070,yes,no,cellular,aug,2,104,success,yes
2557,52,blue-collar,1405,no,yes,cellular,jul,2,-1,unknown,yes
366,33,admin.,272,yes,no,cellular,jun,1,237,failure,yes
7455,60,management,264,no,no,telephone,feb,1,-1,unknown,yes
3303,33,technician,258,no,no,cellular,mar,4,-1,unknown,yes
3717,37,management,89,yes,no,unknown,may,10,-1,unknown,no
5710,43,services,2478,yes,no,cellular,jan,1,230,failure,no
2591,37,management,1027,yes,no,cellular,oct,1,119,failure,yes
6848,34,technician,920,yes,no,cellular,oct,1,342,failure,no
1942,24,admin.,299,yes,no,cellular,may,1,321,failure,no
4845,27,technician,0,no,yes,cellular,jul,1,-1,unknown,yes
3944,40,services,573,yes,no,cellular,may,1,-1,unknown,no
793,77,retired,0,no,no,cellular,sep,1,-1,unknown,yes
5943,38,technician,1101,no,no,cellular,apr,1,-1,unknown,yes
3506,31,unknown,3,no,no,cellular,jul,2,-1,unknown,no
2438,32,blue-collar,-1,yes,no,unknown,may,1,-1,unknown,yes
5104,46,technician,0,no,no,cellular,jan,2,-1,unknown,yes
1601,42,technician,541,yes,no,cellular,feb,1,-1,unknown,yes
4429,36,services,1177,yes,yes,cellular,feb,5,-1,unknown,no
6223,40,blue-collar,57,yes,no,cellular,jul,9,-1,unknown,yes
1428,32,technician,945,no,no,cellular,may,3,-1,unknown,no
3343,38,management,536,yes,no,cellular,oct,1,92,success,yes
874,39,student,2103,no,no,cellular,feb,1,-1,unknown,yes
5503,31,entrepreneur,0,no,no,telephone,nov,1,-1,unknown,yes
465,29,admin.,306,yes,no,cellular,may,4,-1,unknown,yes
6103,32,management,2213,no,no,cellular,jan,2,154,failure,no
7395,38,management,-558,yes,no,cellular,jul,1,-1,unknown,no
761,30,management,199,no,yes,cellular,jul,7,-1,unknown,no
5009,37,technician,95,no,no,cellular,feb,3,-1,unknown,no
7091,33,management,224,no,no,cellular,jun,2,107,success,yes
2131,53,admin.,1151,yes,no,unknown,may,1,-1,unknown,no
6827,31,services,1167,yes,yes,cellular,nov,1,-1,unknown,no
2170,25,admin.,1871,no,no,cellular,jun,1,-1,unknown,yes
2083,25,self-employed,1182,yes,no,unknown,may,2,-1,unknown,no
921,57,admin.,169,no,no,cellular,feb,1,-1,unknown,yes
5585,45,blue-collar,2071,no,yes,telephone,jul,2,-1,unknown,no
6332,31,blue-collar,2137,no,no,unknown,may,1,-1,unknown,no
640,32,admin.,35,no,no,cellular,dec,3,126,success,yes
6759,43,admin.,733,yes,no,cellular,aug,1,88,success,yes
1250,46,admin.,875,yes,yes,cellular,may,3,353,failure,no
441,51,entrepreneur,83,no,no,cellular,apr,2,-1,unknown,yes
4080,41,technician,0,no,no,cellular,aug,2,-1,unknown,no
6432,28,admin.,330,no,no,cellular,jun,2,182,success,yes
1545,23,student,486,no,no,cellular,mar,1,-1,unknown,no
3365,78,retired,3219,no,no,cellular,feb,1,-1,unknown,yes
6153,30,management,533,no,no,cellular,may,4,-1,unknown,yes
1926,54,technician,0,no,no,cellular,nov,5,192,other,yes
1826,27,unemployed,9,no,yes,cellular,jul,2,-1,unknown,yes
7265,56,retired,1906,no,yes,unknown,jun,9,-1,unknown,no
7283,33,self-employed,263,no,no,cellular,nov,4,94,failure,no
879,48,blue-collar,1405,yes,no,unknown,may,2,-1,unknown,yes
3610,52,technician,204,no,no,cellular,aug,2,-1,unknown,no
2871,56,blue-collar,2442,no,yes,cellular,aug,7,-1,unknown,no
1822,28,management,187,no,no,cellular,sep,1,93,success,yes
3348,38,admin.,77,no,no,cellular,nov,4,-1,unknown,no
5619,36,admin.,746,yes,no,cellular,nov,3,-1,unknown,no
504,45,admin.,111,yes,no,cellular,aug,1,-1,unknown,no
5461,29,technician,316,yes,no,cellular,mar,1,-1,unknown,yes
7630,31,student,1776,no,no,cellular,jun,1,207,other,yes
4250,26,technician,11862,no,no,cellular,feb,1,-1,unknown,yes
6353,35,technician,1368,no,no,cellular,may,1,41,other,yes
415,55,blue-collar,781,yes,no,cellular,feb,3,270,failure,no
1834,44,technician,4580,yes,no,unknown,may,2,-1,unknown,yes
4343,28,admin.,934,yes,no,unknown,jul,2,-1,unknown,no
1553,70,retired,0,no,no,cellular,sep,1,-1,unknown,yes
3976,49,technician,-849,yes,yes,unknown,may,1,-1,unknown,no
1927,32,admin.,337,no,no,cellular,may,3,368,failure,no
3121,61,self-employed,10861,no,no,cellular,jul,2,259,success,yes
3306,31,management,3384,no,no,cellular,mar,3,187,success,yes
680,34,admin.,6979,yes,no,cellular,may,5,-1,unknown,no
3607,64,management,4688,no,no,cellular,oct,1,-1,unknown,yes
3014,36,management,490,no,no,cellular,aug,8,98,failure,yes
708,55,management,446,no,no,cellular,feb,1,-1,unknown,no
1383,59,services,2965,yes,no,cellular,may,3,-1,unknown,yes
5945,54,management,154,no,no,unknown,may,3,-1,unknown,no
1264,43,admin.,132,no,no,cellular,may,2,71,success,yes
4881,36,blue-collar,1925,yes,no,cellular,apr,2,-1,unknown,yes
1748,33,admin.,315,yes,yes,cellular,may,3,-1,unknown,yes
1772,50,management,5969,no,no,cellular,jan,1,544,failure,yes
5186,56,admin.,0,yes,no,cellular,apr,2,227,failure,no
7408,43,technician,2643,no,no,cellular,aug,3,100,success,yes
3861,26,technician,430,no,no,cellular,feb,2,-1,unknown,no
7051,32,services,376,yes,no,unknown,may,2,-1,unknown,no
7715,51,admin.,726,yes,no,cellular,apr,8,-1,unknown,yes
4385,27,management,151,yes,no,cellular,jul,1,-1,unknown,yes
1093,28,technician,2489,yes,no,telephone,feb,2,-1,unknown,yes
2792,25,blue-collar,543,yes,no,cellular,may,1,-1,unknown,no
4213,47,management,3663,no,no,cellular,mar,3,-1,unknown,yes
3002,32,technician,317,yes,no,unknown,may,2,-1,unknown,no
4549,31,admin.,162,yes,no,unknown,may,1,-1,unknown,no
7004,32,admin.,995,no,no,cellular,sep,1,99,other,yes
5165,32,admin.,1604,no,yes,cellular,jul,1,-1,unknown,yes
480,39,admin.,6512,no,no,unknown,jun,6,-1,unknown,no
6600,78,retired,8556,no,no,telephone,apr,2,-1,unknown,yes
6058,22,blue-collar,682,no,no,cellular,jun,2,91,success,yes
1695,55,blue-collar,660,no,no,unknown,jun,1,-1,unknown,no
4121,39,blue-collar,167,yes,yes,cellular,may,1,-1,unknown,yes
5076,35,technician,840,yes,no,cellular,jul,4,-1,unknown,no
6462,36,technician,1466,yes,no,unknown,may,1,-1,unknown,no
4388,39,technician,116,no,no,cellular,may,2,-1,unknown,yes
5767,26,blue-collar,399,yes,no,cellular,jul,2,-1,unknown,no
6111,30,housemaid,19,no,no,cellular,aug,1,92,success,yes
3293,40,management,8486,no,no,unknown,may,3,-1,unknown,no
4340,32,management,17,no,no,cellular,aug,4,-1,unknown,no
7360,36,management,630,no,no,cellular,feb,1,-1,unknown,yes
2358,50,entrepreneur,2410,no,no,cellular,nov,1,-1,unknown,no
5047,37,services,6089,yes,no,cellular,may,2,-1,unknown,yes
3250,33,technician,264,no,no,cellular,aug,4,-1,unknown,no
2488,36,services,4721,no,no,cellular,jun,1,92,success,yes
4051,45,blue-collar,640,yes,no,cellular,may,1,-1,unknown,yes
2243,51,management,-55,yes,no,cellular,may,2,266,failure,no
6761,51,management,-2282,yes,yes,cellular,jul,6,-1,unknown,no
6593,28,management,939,yes,no,unknown,may,1,-1,unknown,yes
5903,38,management,76,no,no,cellular,mar,1,-1,unknown,yes
1320,58,unemployed,2094,no,no,cellular,jun,2,-1,unknown,no
3030,37,unemployed,1085,no,no,cellular,aug,4,-1,unknown,no
6268,35,admin.,507,yes,no,cellular,jul,2,-1,unknown,yes
7580,26,technician,33,no,no,cellular,jul,7,-1,unknown,no
1653,38,blue-collar,622,yes,no,unknown,may,2,-1,unknown,yes
5584,31,services,900,yes,no,cellular,apr,2,140,failure,no
27,52,admin.,204,no,no,cellular,aug,2,-1,unknown,no
2177,34,blue-collar,550,yes,no,cellular,apr,3,346,failure,no
2808,53,admin.,53,yes,no,cellular,may,1,-1,unknown,yes
3605,29,management,36252,yes,no,cellular,apr,1,-1,unknown,yes
1086,29,management,92,no,no,cellular,jun,1,92,success,no
3845,29,management,941,yes,no,unknown,jun,11,-1,unknown,no
1660,87,retired,433,no,no,telephone,dec,1,-1,unknown,no
1818,41,admin.,120,no,yes,cellular,jul,1,-1,unknown,no
4493,19,student,134,no,no,cellular,mar,2,-1,unknown,yes
5593,34,technician,1035,no,no,cellular,aug,10,-1,unknown,yes
1414,54,management,2587,no,no,cellular,jun,2,-1,unknown,yes
5053,41,blue-collar,925,yes,no,telephone,may,1,-1,unknown,no
560,43,services,21,no,no,cellular,feb,3,-1,unknown,no
3427,53,blue-collar,252,no,no,cellular,jul,4,-1,unknown,yes
2282,43,blue-collar,250,yes,no,cellular,may,5,342,failure,no
4758,31,blue-collar,1131,yes,yes,cellular,apr,1,148,failure,no
7550,30,services,5,no,yes,cellular,jul,5,-1,unknown,yes
110,41,unknown,1567,no,no,cellular,jul,2,-1,unknown,no
5417,42,services,247,yes,no,cellular,jul,2,-1,unknown,no
5072,41,management,298,no,no,cellular,may,3,272,other,no
2349,25,admin.,1734,no,no,cellular,oct,1,-1,unknown,no
5273,72,retired,5715,no,no,cellular,may,1,181,success,yes
3921,37,unknown,0,no,no,cellular,mar,1,-1,unknown,yes
1890,39,management,45,no,no,cellular,aug,4,-1,unknown,no
7397,38,services,0,yes,no,cellular,apr,1,147,failure,no
1900,28,services,198,no,no,cellular,feb,2,-1,unknown,yes
7192,37,technician,1211,yes,no,unknown,may,1,-1,unknown,yes
5986,38,management,595,yes,no,cellular,nov,1,-1,unknown,no
7027,36,admin.,1815,no,no,unknown,jun,1,-1,unknown,no
4373,24,blue-collar,3,yes,no,cellular,may,1,-1,unknown,no
5180,66,retired,154,no,no,cellular,jul,5,181,failure,yes
2057,54,management,284,yes,yes,telephone,may,5,-1,unknown,no
3469,46,technician,3434,no,yes,cellular,feb,1,-1,unknown,yes
1415,28,services,1636,yes,no,cellular,may,1,355,failure,no
987,30,admin.,270,no,no,cellular,apr,1,80,success,yes
6656,39,technician,206,no,no,cellular,oct,2,195,success,yes
