,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,deposit
1053,33,management,679,no,no,cellular,aug,2,-1,unknown,yes
1056,55,management,384,no,no,telephone,feb,1,-1,unknown,no
1602,39,services,410,no,no,unknown,jun,4,-1,unknown,no
309,29,unemployed,497,yes,no,cellular,may,3,298,success,yes
5012,39,management,0,yes,no,cellular,jul,21,-1,unknown,no
956,40,technician,1646,yes,no,cellular,feb,1,242,failure,yes
6479,31,blue-collar,92,yes,no,unknown,may,1,-1,unknown,yes
4227,36,services,0,yes,no,cellular,may,1,-1,unknown,no
6921,39,housemaid,34,yes,no,cellular,jul,3,-1,unknown,no
1635,26,admin.,96,no,no,cellular,may,1,345,failure,no
1404,43,blue-collar,14646,no,no,cellular,oct,1,-1,unknown,yes
2462,31,admin.,8784,yes,no,unknown,may,2,-1,unknown,no
4002,32,student,0,no,no,cellular,feb,3,276,failure,yes
3069,45,admin.,5021,no,no,cellular,jan,1,-1,unknown,yes
1743,46,admin.,1264,no,no,telephone,jan,2,-1,unknown,no
4206,27,technician,1075,no,no,cellular,mar,1,-1,unknown,yes
7122,39,services,304,yes,yes,unknown,may,1,-1,unknown,no
3737,28,blue-collar,61,yes,no,cellular,may,2,319,success,yes
3125,27,technician,1075,no,no,cellular,sep,2,184,success,yes
4234,59,technician,2,no,no,cellular,aug,2,-1,unknown,no
4111,60,retired,-639,yes,no,cellular,may,1,-1,unknown,yes
821,38,self-employed,592,no,no,cellular,may,1,-1,unknown,no
4325,38,self-employed,2084,yes,no,cellular,apr,2,330,failure,no
5287,32,admin.,0,yes,no,unknown,may,1,-1,unknown,no
5637,33,management,71,no,no,cellular,feb,3,102,failure,yes
2986,54,blue-collar,1070,no,no,cellular,nov,4,-1,unknown,no
5983,31,blue-collar,605,yes,no,unknown,may,10,-1,unknown,no
6406,34,technician,27,yes,no,unknown,may,3,-1,unknown,no
2264,41,admin.,982,no,no,cellular,jul,1,-1,unknown,no
1905,35,management,105,yes,no,cellular,may,1,365,failure,no
6954,40,services,446,yes,no,unknown,may,1,-1,unknown,yes
6280,34,blue-collar,39,no,no,cellular,may,2,299,failure,no
6056,40,entrepreneur,3571,no,no,unknown,jun,3,-1,unknown,no
7319,40,housemaid,7441,no,no,cellular,jul,6,-1,unknown,yes
7199,53,technician,6831,no,no,cellular,may,2,-1,unknown,yes
3062,57,admin.,-461,yes,yes,unknown,jun,8,-1,unknown,no
43,32,services,228,yes,no,cellular,jul,6,-1,unknown,yes
5816,90,retired,1,no,no,cellular,feb,3,-1,unknown,yes
5490,34,management,2159,no,no,unknown,feb,1,-1,unknown,yes
6924,59,technician,309,no,yes,cellular,jul,5,-1,unknown,no
6425,31,technician,2544,no,no,cellular,jan,1,279,success,yes
4295,46,management,2044,no,no,telephone,feb,1,-1,unknown,no
2944,39,admin.,732,no,no,cellular,apr,4,-1,unknown,yes
1516,45,blue-collar,-207,no,no,cellular,jul,2,-1,unknown,yes
6910,30,technician,656,no,yes,unknown,jul,1,-1,unknown,no
2150,39,services,324,yes,no,cellular,may,2,312,failure,no
965,44,management,-600,yes,no,cellular,aug,1,-1,unknown,no
7269,31,admin.,190,no,no,cellular,apr,1,-1,unknown,yes
6849,36,blue-collar,218,yes,no,cellular,may,6,-1,unknown,yes
6413,29,housemaid,417,no,no,cellular,jul,2,-1,unknown,no
4512,36,technician,3296,yes,no,cellular,nov,1,-1,unknown,no
3385,32,services,-1139,yes,no,cellular,jul,1,-1,unknown,no
1255,35,management,7506,yes,no,unknown,oct,1,-1,unknown,yes
6651,36,blue-collar,2235,yes,no,cellular,nov,2,-1,unknown,no
3210,34,blue-collar,-1,yes,no,cellular,may,6,355,other,yes
6744,50,services,1595,no,no,unknown,jun,1,-1,unknown,yes
5594,29,blue-collar,313,yes,no,cellular,apr,2,343,other,no
4437,39,management,1968,no,no,cellular,nov,1,-1,unknown,yes
5228,35,management,2682,yes,no,cellular,jul,1,-1,unknown,no
929,59,technician,1,no,no,cellular,oct,1,182,success,yes
1078,37,admin.,529,yes,no,cellular,sep,1,149,other,no
5144,22,student,549,no,no,cellular,sep,1,-1,unknown,no
3630,52,entrepreneur,-104,no,yes,cellular,jul,1,-1,unknown,no
4008,41,admin.,882,yes,yes,unknown,may,2,-1,unknown,no
3387,46,admin.,1544,yes,no,unknown,may,1,-1,unknown,no
4895,32,admin.,1604,no,yes,cellular,jul,1,-1,unknown,yes
7089,54,technician,118,no,no,cellular,apr,1,-1,unknown,yes
386,49,technician,808,yes,no,cellular,jan,1,-1,unknown,yes
6255,45,management,160,no,no,cellular,apr,1,-1,unknown,yes
534,45,technician,0,no,no,cellular,aug,4,-1,unknown,yes
3691,36,blue-collar,1822,yes,no,cellular,apr,1,323,other,yes
6268,28,technician,250,no,yes,cellular,jan,1,-1,unknown,no
6959,52,technician,337,yes,no,cellular,may,1,261,failure,no
4588,31,management,165,no,yes,cellular,aug,2,-1,unknown,yes
7362,57,retired,-157,no,no,cellular,aug,9,-1,unknown,no
1242,77,retired,820,no,no,telephone,oct,2,181,success,yes
2401,30,student,48,no,no,cellular,aug,1,173,failure,yes
3718,23,technician,-782,yes,yes,unknown,jun,10,-1,unknown,no
598,41,admin.,338,yes,no,unknown,may,1,-1,unknown,no
1390,35,technician,670,no,no,cellular,apr,4,182,success,yes
1040,38,management,4293,yes,no,cellular,may,2,250,failure,no
4999,31,management,5205,no,no,cellular,jun,2,-1,unknown,yes
2748,40,management,395,yes,no,cellular,apr,4,-1,unknown,yes
3544,37,blue-collar,197,yes,no,unknown,may,3,-1,unknown,no
3092,40,blue-collar,1206,no,yes,telephone,jul,5,-1,unknown,no
5004,40,management,0,no,no,cellular,jul,5,-1,unknown,no
7214,39,admin.,223,no,no,cellular,feb,1,-1,unknown,no
1084,45,admin.,2552,no,no,cellular,jun,1,293,failure,yes
4526,50,self-employed,766,yes,no,cellular,may,2,304,failure,no
6388,47,technician,293,no,no,cellular,mar,1,-1,unknown,yes
2428,39,blue-collar,2715,yes,no,unknown,jun,3,-1,unknown,no
988,39,blue-collar,2226,yes,no,unknown,may,1,-1,unknown,no
1228,30,technician,606,yes,no,cellular,apr,1,-1,unknown,no
190,39,entrepreneur,1,yes,yes,unknown,may,1,-1,unknown,no
2661,30,management,1299,no,no,cellular,aug,2,-1,unknown,no
4800,42,unemployed,325,yes,no,unknown,may,4,-1,unknown,no
5119,25,technician,4859,no,no,cellular,jan,1,-1,unknown,yes
4060,49,services,1114,no,no,cellular,nov,1,-1,unknown,no
7285,63,self-employed,661,no,no,cellular,mar,2,-1,unknown,no
7196,44,management,3932,yes,no,unknown,may,2,-1,unknown,no
4715,35,technician,3549,yes,no,cellular,aug,4,-1,unknown,no
5313,42,blue-collar,1628,yes,no,cellular,jul,8,-1,unknown,yes
3729,36,management,1057,no,no,cellular,jul,2,164,failure,yes
382,33,blue-collar,863,yes,no,telephone,may,3,-1,unknown,yes
1535,33,services,339,yes,no,unknown,may,4,-1,unknown,no
1887,34,blue-collar,-78,yes,no,unknown,may,1,-1,unknown,no
24,28,student,3733,yes,no,cellular,aug,5,91,success,no
4176,31,management,3160,yes,no,cellular,apr,2,-1,unknown,yes
3876,27,technician,276,no,no,unknown,may,2,-1,unknown,no
7290,22,student,0,no,no,cellular,feb,6,-1,unknown,yes
3844,34,management,158,no,no,cellular,mar,3,181,success,yes
3739,32,blue-collar,4996,yes,no,unknown,may,2,-1,unknown,no
6052,37,management,255,no,no,cellular,feb,2,183,success,yes
887,26,admin.,3672,yes,no,unknown,may,5,-1,unknown,no
603,32,admin.,131,yes,no,cellular,jun,1,183,success,yes
1975,31,management,859,yes,yes,cellular,aug,3,-1,unknown,no
3949,41,technician,1788,no,no,cellular,aug,1,-1,unknown,no
1609,41,admin.,5426,yes,no,unknown,may,2,-1,unknown,no
6881,29,management,1445,no,no,cellular,apr,2,143,success,yes
59,46,technician,874,no,no,cellular,nov,3,-1,unknown,yes
1978,35,blue-collar,1949,yes,no,unknown,jun,3,-1,unknown,no
338,27,blue-collar,1049,no,no,telephone,jan,3,-1,unknown,no
325,47,blue-collar,2775,no,no,unknown,may,1,-1,unknown,no
6021,31,admin.,0,yes,no,cellular,may,2,295,failure,yes
567,47,blue-collar,209,no,no,cellular,aug,6,-1,unknown,no
5193,59,retired,20,no,no,cellular,jul,1,-1,unknown,no
5365,31,self-employed,322,yes,no,unknown,may,1,-1,unknown,no
6989,27,blue-collar,0,yes,no,cellular,jul,6,-1,unknown,no
547,33,unemployed,-144,no,no,cellular,jul,3,-1,unknown,yes
7405,50,blue-collar,4108,yes,no,cellular,aug,2,-1,unknown,yes
2599,51,management,4917,no,no,cellular,apr,1,-1,unknown,yes
1875,75,retired,3771,no,no,telephone,oct,1,183,failure,yes
3097,61,admin.,1046,yes,no,cellular,aug,1,-1,unknown,yes
2699,31,technician,11,no,no,cellular,aug,2,-1,unknown,no
6230,60,retired,1,no,no,cellular,feb,1,184,success,yes
2255,38,technician,565,no,no,cellular,aug,2,-1,unknown,no
1025,55,unknown,2206,no,no,cellular,aug,1,91,success,yes
4068,38,services,3715,yes,no,telephone,may,2,327,failure,no
1146,31,management,3283,no,no,cellular,feb,1,73,failure,yes
60,44,blue-collar,2,no,yes,telephone,jul,2,-1,unknown,no
6618,43,unknown,1517,no,no,unknown,jun,1,-1,unknown,no
5341,38,management,715,yes,no,cellular,apr,1,132,failure,no
2792,43,management,1696,yes,no,cellular,aug,1,474,failure,yes
5076,35,admin.,-32,no,yes,cellular,aug,2,178,success,yes
2965,31,blue-collar,2,yes,no,unknown,may,2,-1,unknown,yes
3952,26,admin.,-122,yes,no,unknown,jun,3,-1,unknown,yes
4764,39,admin.,0,no,no,cellular,jan,1,436,failure,yes
2595,25,services,895,yes,no,unknown,jun,1,-1,unknown,no
3048,42,management,1064,no,no,cellular,aug,2,-1,unknown,no
6837,42,services,2567,yes,no,unknown,may,2,-1,unknown,no
6737,37,management,8828,no,no,unknown,jun,3,-1,unknown,yes
7080,58,admin.,1947,no,no,telephone,oct,1,-1,unknown,yes
77,45,services,0,no,no,unknown,jun,6,-1,unknown,no
5862,43,management,2081,no,no,cellular,oct,3,-1,unknown,yes
4767,39,blue-collar,785,yes,no,cellular,may,2,-1,unknown,yes
4797,52,entrepreneur,-468,no,no,cellular,jul,1,-1,unknown,yes
3794,46,technician,3455,yes,no,unknown,may,2,-1,unknown,no
4210,44,technician,945,yes,no,cellular,aug,1,-1,unknown,no
2288,40,self-employed,-94,yes,no,cellular,jul,1,-1,unknown,no
3498,48,blue-collar,430,no,no,cellular,may,3,371,failure,no
3556,49,blue-collar,102,no,no,cellular,aug,2,-1,unknown,no
1761,31,management,2603,yes,no,cellular,feb,4,-1,unknown,yes
6657,33,technician,179,yes,no,cellular,nov,2,181,other,no
3941,53,technician,476,yes,no,cellular,jan,1,-1,unknown,no
4938,25,management,490,no,no,cellular,sep,1,-1,unknown,no
2772,41,admin.,124,yes,no,cellular,may,3,-1,unknown,no
5712,29,management,92,no,no,cellular,mar,5,-1,unknown,yes
6988,33,self-employed,562,yes,yes,cellular,apr,1,363,failure,yes
6600,41,blue-collar,2689,yes,no,cellular,apr,1,-1,unknown,yes
5849,78,retired,3417,no,no,cellular,may,1,181,success,yes
35,64,retired,1612,no,no,cellular,may,1,89,failure,yes
5040,40,services,1547,yes,no,cellular,nov,1,-1,unknown,yes
1048,45,entrepreneur,781,no,yes,cellular,nov,2,126,failure,yes
1341,32,blue-collar,138,yes,no,cellular,may,2,-1,unknown,no
1683,40,management,4025,yes,no,cellular,jul,4,-1,unknown,no
3847,35,technician,1473,yes,no,unknown,may,3,-1,unknown,no
688,55,retired,6690,no,no,cellular,apr,1,-1,unknown,no
538,58,housemaid,497,no,no,unknown,jun,5,-1,unknown,no
2281,31,management,1575,no,no,cellular,aug,4,-1,unknown,no
896,37,management,156,no,no,cellular,nov,3,-1,unknown,yes
4374,36,management,62,yes,no,cellular,nov,1,182,failure,yes
1047,32,admin.,4344,yes,no,cellular,nov,2,118,failure,no
1582,43,admin.,1996,no,yes,cellular,jul,3,-1,unknown,no
6441,34,self-employed,1943,yes,no,cellular,apr,2,-1,unknown,no
6946,24,management,86,no,no,unknown,jun,2,-1,unknown,no
5673,32,management,1966,no,no,cellular,aug,3,-1,unknown,no
1998,34,management,160,yes,yes,cellular,jul,1,-1,unknown,no
184,43,blue-collar,184,no,yes,cellular,jul,11,-1,unknown,yes
1773,46,management,4,no,no,cellular,aug,4,-1,unknown,yes
4466,43,services,2145,no,no,cellular,aug,2,95,success,yes
5809,28,management,1584,yes,no,cellular,sep,2,-1,unknown,yes
2356,39,services,26,yes,no,cellular,may,3,-1,unknown,no
6395,40,admin.,985,yes,no,cellular,jun,3,50,failure,yes
1125,34,blue-collar,186,no,no,cellular,feb,1,-1,unknown,no
5043,49,admin.,3608,yes,no,unknown,nov,1,-1,unknown,yes
485,55,technician,1320,no,no,cellular,apr,2,-1,unknown,yes
6167,36,technician,341,no,no,cellular,aug,1,-1,unknown,yes
157,42,technician,2611,yes,no,cellular,jun,1,389,failure,yes
5032,40,blue-collar,13,yes,no,unknown,jul,1,-1,unknown,no
7188,43,blue-collar,953,yes,no,unknown,may,1,-1,unknown,no
5550,27,admin.,3415,no,no,cellular,oct,3,184,success,yes
894,36,management,538,no,no,cellular,jun,1,183,success,yes
2863,36,technician,27,yes,no,cellular,feb,1,260,success,yes
844,36,management,81,no,yes,cellular,jul,1,-1,unknown,yes
623,22,student,64,no,no,cellular,jun,1,-1,unknown,no
2358,36,services,4721,no,no,cellular,jun,1,92,success,yes
1780,36,management,992,no,no,unknown,jun,1,-1,unknown,no
2280,35,management,0,yes,no,cellular,may,1,-1,unknown,no
939,30,admin.,270,no,no,cellular,apr,1,80,success,yes
1126,53,technician,7984,yes,no,cellular,feb,1,-1,unknown,no
739,49,management,1887,no,no,cellular,nov,3,-1,unknown,no
5795,54,blue-collar,548,no,no,cellular,aug,7,-1,unknown,yes
6928,52,admin.,363,yes,no,cellular,aug,1,462,success,yes
243,40,management,37,yes,no,unknown,may,1,-1,unknown,no
1418,54,management,366,yes,no,unknown,may,1,-1,unknown,no
3688,64,entrepreneur,2331,no,no,telephone,nov,1,-1,unknown,yes
3908,59,housemaid,88,yes,no,cellular,jul,5,-1,unknown,no
3147,35,technician,0,yes,no,cellular,nov,4,-1,unknown,yes
4363,34,management,179,yes,no,cellular,nov,1,-1,unknown,no
5282,25,services,2311,no,yes,cellular,jul,2,-1,unknown,yes
3793,35,unemployed,2228,no,no,unknown,jun,2,-1,unknown,no
1306,49,blue-collar,1127,yes,yes,cellular,apr,2,281,failure,no
2572,35,technician,1001,no,yes,cellular,jul,2,-1,unknown,no
4503,47,admin.,3957,yes,no,telephone,may,3,334,other,no
540,44,blue-collar,1697,yes,no,unknown,jul,2,-1,unknown,yes
6234,42,admin.,527,no,yes,cellular,oct,1,185,success,yes
1057,42,technician,35,yes,yes,cellular,nov,1,115,other,no
2472,59,retired,178,yes,no,telephone,jul,2,-1,unknown,no
1155,38,admin.,1767,yes,no,cellular,nov,7,-1,unknown,yes
6131,71,retired,3,no,no,cellular,aug,3,189,other,no
3185,29,technician,615,yes,no,cellular,may,1,-1,unknown,yes
4018,49,entrepreneur,-1965,no,yes,telephone,jul,2,-1,unknown,no
5416,30,student,7529,no,no,cellular,oct,1,-1,unknown,yes
440,29,admin.,306,yes,no,cellular,may,4,-1,unknown,yes
7355,41,technician,965,no,no,cellular,aug,10,-1,unknown,yes
306,76,retired,3049,no,no,cellular,mar,3,-1,unknown,yes
2764,34,self-employed,1972,yes,no,cellular,jul,2,-1,unknown,no
4023,45,blue-collar,0,yes,no,cellular,apr,1,192,failure,yes
4733,37,services,483,yes,no,cellular,jan,1,-1,unknown,no
4758,54,blue-collar,532,no,no,telephone,jul,2,-1,unknown,no
7368,32,blue-collar,1879,no,no,cellular,feb,8,-1,unknown,yes
76,39,technician,8,no,yes,cellular,nov,2,96,failure,no
503,47,blue-collar,581,yes,no,cellular,aug,6,-1,unknown,no
5227,30,services,1788,no,no,cellular,aug,1,181,failure,yes
2529,32,blue-collar,225,yes,no,cellular,apr,1,150,failure,yes
149,82,retired,211,no,no,telephone,apr,3,-1,unknown,no
6136,57,admin.,1694,yes,no,telephone,nov,1,-1,unknown,no
6125,24,technician,726,no,no,cellular,sep,2,-1,unknown,yes
5248,50,technician,-54,yes,yes,cellular,may,2,292,failure,yes
6494,29,technician,344,yes,yes,unknown,may,2,-1,unknown,no
3834,85,retired,7613,no,no,cellular,feb,3,-1,unknown,yes
4226,36,blue-collar,111,yes,no,cellular,may,3,-1,unknown,no
3116,35,management,2326,yes,yes,cellular,sep,1,-1,unknown,yes
2993,29,self-employed,970,yes,no,cellular,may,1,-1,unknown,no
3735,26,technician,-454,no,yes,cellular,jul,2,-1,unknown,no
6758,43,services,2145,no,no,cellular,may,1,183,failure,yes
62,57,retired,1269,no,no,cellular,aug,1,-1,unknown,yes
3084,42,blue-collar,1080,yes,yes,cellular,may,3,370,failure,yes
4189,61,management,997,no,no,cellular,mar,1,-1,unknown,yes
1509,60,retired,404,no,no,cellular,mar,2,196,failure,yes
6731,21,student,794,no,no,cellular,jun,1,-1,unknown,yes
1354,29,student,163,no,no,cellular,aug,1,-1,unknown,yes
2588,45,management,237,yes,no,cellular,nov,1,-1,unknown,no
2552,37,entrepreneur,189,no,no,cellular,jun,2,-1,unknown,yes
3178,57,blue-collar,739,yes,no,cellular,may,2,364,failure,no
6091,46,blue-collar,-29,yes,no,unknown,may,1,-1,unknown,no
3778,52,management,583,no,no,cellular,may,1,181,success,yes
1026,57,technician,589,yes,no,cellular,jan,1,244,other,no
3227,35,technician,2201,no,no,telephone,apr,1,-1,unknown,yes
1090,60,management,544,no,no,cellular,jun,7,357,failure,yes
7104,41,management,456,yes,no,cellular,aug,4,-1,unknown,yes
7115,25,services,0,yes,no,cellular,jul,9,-1,unknown,yes
602,29,blue-collar,455,no,no,telephone,apr,1,-1,unknown,yes
353,49,management,350,no,no,cellular,aug,6,-1,unknown,no
4101,47,blue-collar,1230,yes,no,cellular,apr,1,169,success,yes
6990,51,management,1937,yes,no,cellular,nov,4,152,other,no
5735,47,services,1717,no,no,cellular,aug,9,-1,unknown,no
1680,32,technician,240,yes,yes,cellular,jul,3,-1,unknown,no
5458,44,blue-collar,0,no,no,cellular,apr,1,-1,unknown,yes
452,56,self-employed,0,no,no,cellular,nov,1,-1,unknown,no
6557,24,admin.,1141,yes,no,unknown,may,1,-1,unknown,no
1372,30,technician,2544,no,no,cellular,apr,2,-1,unknown,yes
3560,32,management,1477,yes,no,cellular,nov,1,-1,unknown,no
3676,55,management,154,no,no,telephone,may,2,367,failure,no
163,45,management,1199,no,no,telephone,feb,2,-1,unknown,no
4359,33,admin.,3160,no,no,unknown,jun,13,-1,unknown,no
1013,51,technician,2323,yes,yes,cellular,aug,10,-1,unknown,no
6318,44,management,1090,no,no,cellular,jul,4,532,other,yes
1523,39,management,710,yes,no,cellular,jul,2,-1,unknown,no
2711,30,admin.,28,no,no,unknown,aug,1,-1,unknown,no
5886,25,services,50,yes,no,unknown,may,1,-1,unknown,no
2670,34,services,-30,no,no,cellular,jul,3,-1,unknown,yes
672,48,blue-collar,623,yes,no,cellular,feb,2,-1,unknown,yes
101,25,management,2228,yes,no,cellular,jul,1,-1,unknown,yes
6729,43,blue-collar,1096,no,yes,unknown,may,1,-1,unknown,no
5370,32,technician,40,no,no,cellular,aug,2,-1,unknown,yes
6548,31,services,414,yes,no,unknown,may,1,-1,unknown,no
135,52,technician,425,yes,no,cellular,jan,2,254,failure,no
4417,36,admin.,29,no,no,cellular,aug,1,-1,unknown,yes
4636,21,student,53,no,no,cellular,jun,1,-1,unknown,yes
4114,44,unemployed,522,no,no,cellular,apr,1,-1,unknown,no
3423,56,self-employed,411,no,no,unknown,jun,4,-1,unknown,no
1565,41,blue-collar,196,yes,no,unknown,may,1,-1,unknown,no
4957,24,blue-collar,833,yes,no,cellular,may,1,-1,unknown,yes
7166,28,admin.,-126,no,yes,cellular,jul,4,-1,unknown,no
6307,39,technician,206,no,no,cellular,oct,2,195,success,yes
3355,23,services,31,no,no,cellular,jun,1,-1,unknown,yes
5967,35,admin.,2374,yes,no,cellular,aug,2,183,success,yes
3933,57,retired,1532,no,no,telephone,feb,3,-1,unknown,no
1698,34,management,443,no,no,cellular,jun,3,-1,unknown,yes
175,36,blue-collar,1023,yes,no,cellular,feb,2,-1,unknown,no
7016,38,services,0,yes,no,cellular,apr,1,147,failure,no
3531,27,admin.,261,yes,yes,cellular,jun,4,-1,unknown,yes
1591,50,management,346,no,no,cellular,feb,1,-1,unknown,yes
564,42,entrepreneur,233,no,no,cellular,feb,1,-1,unknown,no
817,56,management,442,no,no,unknown,may,3,-1,unknown,no
765,40,self-employed,0,no,no,unknown,jun,1,-1,unknown,no
3283,72,retired,0,no,no,cellular,oct,3,-1,unknown,yes
1849,40,housemaid,949,no,no,cellular,aug,1,-1,unknown,no
6246,46,technician,-90,no,yes,telephone,oct,1,-1,unknown,yes
3575,27,student,1134,no,no,cellular,oct,1,183,success,yes
1663,31,self-employed,168,no,no,cellular,feb,2,-1,unknown,yes
1693,47,technician,1981,yes,no,cellular,jul,2,-1,unknown,yes
1316,29,blue-collar,975,yes,no,unknown,may,2,-1,unknown,no
6083,42,unemployed,1713,yes,no,unknown,may,2,-1,unknown,yes
2271,46,blue-collar,1074,yes,no,cellular,may,2,-1,unknown,no
720,50,admin.,3240,no,no,cellular,nov,2,-1,unknown,no
881,41,blue-collar,201,yes,no,cellular,feb,1,-1,unknown,yes
788,34,admin.,899,yes,no,unknown,nov,1,170,failure,yes
1730,27,unemployed,9,no,yes,cellular,jul,2,-1,unknown,yes
1485,34,technician,294,yes,no,cellular,jun,3,-1,unknown,yes
4300,67,retired,1430,no,no,telephone,may,2,135,success,yes
3909,42,technician,827,no,no,cellular,aug,3,-1,unknown,no
4083,45,admin.,524,yes,no,cellular,jul,1,-1,unknown,yes
1973,25,self-employed,1182,yes,no,unknown,may,2,-1,unknown,no
2221,57,blue-collar,807,yes,no,unknown,may,2,-1,unknown,no
3837,45,blue-collar,640,yes,no,cellular,may,1,-1,unknown,yes
7164,55,blue-collar,7378,no,no,unknown,may,3,-1,unknown,no
2750,45,blue-collar,28,no,yes,cellular,feb,1,222,other,no
1092,58,retired,5920,yes,no,cellular,nov,1,121,failure,no
5093,54,housemaid,9,no,yes,cellular,jul,3,-1,unknown,no
3506,36,technician,-179,yes,no,cellular,jul,1,-1,unknown,no
7345,49,services,0,yes,no,cellular,may,2,166,failure,yes
1653,45,blue-collar,-66,yes,no,unknown,may,2,-1,unknown,no
1134,52,blue-collar,955,no,yes,cellular,jun,2,134,success,yes
2164,55,services,0,no,no,cellular,sep,6,193,success,yes
3344,56,admin.,360,yes,yes,cellular,jul,2,-1,unknown,no
3285,55,blue-collar,11,no,no,unknown,jun,2,-1,unknown,no
7280,36,blue-collar,536,yes,no,cellular,apr,3,-1,unknown,yes
2743,32,blue-collar,15341,no,no,unknown,may,3,-1,unknown,no
5856,45,management,2813,yes,no,cellular,may,1,-1,unknown,no
3206,45,admin.,6971,no,no,cellular,may,1,-1,unknown,no
3612,28,management,874,yes,no,cellular,jun,1,-1,unknown,yes
6665,60,retired,1091,no,no,cellular,jul,5,-1,unknown,yes
7320,30,management,5561,yes,no,cellular,nov,1,-1,unknown,yes
2362,37,management,0,no,no,unknown,jun,6,-1,unknown,yes
770,28,admin.,1277,no,no,cellular,mar,1,-1,unknown,yes
3121,24,management,448,no,no,cellular,apr,1,-1,unknown,yes
