,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,deposit
5377,72,retired,1388,no,no,telephone,oct,1,-1,unknown,yes
4183,59,housemaid,1040,no,no,cellular,aug,2,-1,unknown,no
2819,27,blue-collar,-27,no,no,unknown,jun,2,-1,unknown,yes
2916,34,self-employed,1972,yes,no,cellular,jul,2,-1,unknown,no
4341,32,admin.,57,no,yes,cellular,jul,2,-1,unknown,no
2495,43,admin.,6,no,no,unknown,may,1,-1,unknown,no
2493,50,management,810,no,no,cellular,sep,1,103,success,yes
2876,30,technician,930,no,no,cellular,jul,1,-1,unknown,yes
6210,37,management,600,yes,no,cellular,nov,2,196,failure,no
4472,66,technician,0,no,no,cellular,feb,1,-1,unknown,yes
6436,48,admin.,476,no,no,unknown,jun,3,-1,unknown,no
6976,36,management,3949,no,no,cellular,jan,2,-1,unknown,yes
7679,35,technician,-180,no,yes,cellular,aug,2,-1,unknown,yes
1792,42,management,3713,no,no,cellular,nov,2,-1,unknown,yes
1780,41,management,30,no,no,cellular,aug,7,-1,unknown,no
6876,33,blue-collar,706,yes,no,cellular,apr,1,322,failure,no
2942,30,unemployed,302,no,no,cellular,feb,3,-1,unknown,yes
4163,53,technician,476,yes,no,cellular,jan,1,-1,unknown,no
5967,50,blue-collar,3558,no,no,cellular,aug,10,-1,unknown,no
6090,58,services,688,no,no,cellular,aug,2,-1,unknown,no
3743,52,admin.,2398,yes,no,cellular,nov,1,-1,unknown,yes
5119,42,technician,49,no,no,cellular,feb,10,-1,unknown,no
195,37,technician,189,no,no,cellular,jun,2,-1,unknown,yes
908,75,retired,2199,no,no,telephone,nov,1,-1,unknown,no
2002,34,management,621,no,no,cellular,aug,3,-1,unknown,no
4080,41,technician,0,no,no,cellular,aug,2,-1,unknown,no
6971,50,technician,-97,yes,no,cellular,apr,1,306,failure,no
1434,62,retired,1084,no,no,cellular,apr,1,-1,unknown,yes
1044,30,admin.,127,yes,no,cellular,may,6,368,other,no
3027,58,management,1257,no,no,cellular,aug,1,-1,unknown,yes
1220,59,retired,-341,no,yes,cellular,jul,3,-1,unknown,no
2063,59,retired,574,no,no,cellular,aug,6,-1,unknown,no
33,28,admin.,785,yes,no,unknown,may,2,-1,unknown,yes
1721,29,management,199,yes,yes,unknown,may,4,-1,unknown,yes
5630,58,management,5914,no,no,unknown,jun,4,-1,unknown,no
6481,45,management,3643,no,no,cellular,nov,1,-1,unknown,no
1185,56,management,0,no,no,cellular,feb,1,-1,unknown,yes
7121,32,management,26,no,no,cellular,aug,6,-1,unknown,no
3014,36,management,490,no,no,cellular,aug,8,98,failure,yes
6757,55,management,0,no,no,cellular,oct,5,-1,unknown,yes
2430,37,admin.,1000,yes,no,cellular,jun,1,90,success,yes
7653,46,admin.,974,no,no,cellular,jun,2,80,success,yes
4281,35,technician,3160,yes,no,cellular,nov,2,95,failure,yes
7574,31,admin.,50,no,no,cellular,jan,1,-1,unknown,no
4278,45,blue-collar,756,yes,no,unknown,may,2,-1,unknown,no
3140,50,management,2564,yes,no,cellular,nov,4,113,failure,no
5563,32,admin.,184,yes,no,unknown,may,4,-1,unknown,no
6454,49,blue-collar,23,yes,no,unknown,may,1,-1,unknown,no
3133,31,blue-collar,2,yes,no,unknown,may,2,-1,unknown,yes
2918,40,technician,2266,no,no,cellular,oct,1,147,failure,yes
4270,44,blue-collar,105,yes,no,cellular,apr,1,-1,unknown,yes
5247,35,technician,399,yes,no,cellular,may,2,345,failure,yes
4318,45,technician,3395,yes,no,cellular,nov,1,188,failure,no
2184,62,housemaid,1528,no,no,cellular,apr,1,-1,unknown,yes
945,52,unemployed,1639,no,no,cellular,aug,1,-1,unknown,no
570,43,services,192,yes,yes,unknown,may,2,-1,unknown,no
1307,49,services,823,no,no,cellular,aug,4,-1,unknown,yes
4070,60,retired,545,yes,no,unknown,may,1,-1,unknown,yes
470,36,management,14930,no,no,cellular,jul,1,-1,unknown,no
4366,31,admin.,410,no,no,cellular,oct,1,185,success,yes
1920,33,admin.,1437,yes,no,unknown,may,1,-1,unknown,no
1459,56,management,563,yes,no,cellular,may,2,168,failure,no
7660,44,housemaid,299,no,no,cellular,nov,1,-1,unknown,no
819,31,management,409,no,yes,cellular,jul,5,-1,unknown,yes
4509,26,technician,515,no,no,cellular,may,1,-1,unknown,yes
4720,57,management,375,no,no,cellular,oct,1,-1,unknown,yes
4313,30,technician,925,no,no,cellular,nov,1,-1,unknown,no
2949,47,blue-collar,820,no,no,cellular,oct,1,-1,unknown,yes
7787,37,services,775,no,no,cellular,aug,2,-1,unknown,yes
64,57,retired,1269,no,no,cellular,aug,1,-1,unknown,yes
4694,54,housemaid,212,no,no,cellular,aug,4,-1,unknown,no
2502,30,admin.,69,yes,no,cellular,apr,1,-1,unknown,yes
5009,37,technician,95,no,no,cellular,feb,3,-1,unknown,no
1624,42,blue-collar,3,yes,no,unknown,may,1,-1,unknown,no
1689,27,management,1720,no,no,cellular,nov,2,273,failure,yes
7225,34,blue-collar,1454,yes,no,cellular,feb,2,297,failure,yes
2083,25,self-employed,1182,yes,no,unknown,may,2,-1,unknown,no
3400,42,management,36,no,no,cellular,nov,3,-1,unknown,yes
696,43,management,1429,yes,no,cellular,may,1,169,success,yes
6351,35,admin.,286,no,no,cellular,apr,2,-1,unknown,yes
3949,32,blue-collar,4996,yes,no,unknown,may,2,-1,unknown,no
854,32,services,2615,no,no,cellular,nov,1,-1,unknown,yes
7601,39,admin.,223,no,no,cellular,feb,1,-1,unknown,no
3420,48,services,1573,no,no,cellular,aug,1,-1,unknown,no
2273,42,admin.,-466,no,yes,telephone,jul,15,-1,unknown,no
1881,36,management,992,no,no,unknown,jun,1,-1,unknown,no
6974,34,admin.,920,no,no,cellular,may,3,179,success,yes
1438,33,management,-139,no,no,cellular,jul,1,-1,unknown,no
7665,37,management,355,no,no,cellular,aug,1,-1,unknown,no
5329,34,management,73,no,no,cellular,feb,2,-1,unknown,yes
2723,57,management,8897,yes,no,cellular,aug,2,-1,unknown,yes
3147,35,blue-collar,-1489,yes,yes,unknown,may,1,-1,unknown,no
5291,67,retired,2027,no,no,cellular,mar,2,-1,unknown,yes
379,34,management,6013,yes,no,cellular,may,1,-1,unknown,yes
2019,28,technician,1086,yes,no,cellular,apr,3,-1,unknown,yes
1285,43,self-employed,14144,yes,no,cellular,nov,1,-1,unknown,yes
3208,85,retired,12114,no,no,telephone,feb,2,-1,unknown,yes
2322,53,unemployed,582,yes,no,unknown,may,2,-1,unknown,no
5577,32,admin.,0,yes,no,unknown,may,1,-1,unknown,no
4353,44,blue-collar,2791,no,no,unknown,jun,1,-1,unknown,no
660,26,management,1438,no,no,cellular,apr,1,449,other,yes
3648,28,student,1377,yes,no,cellular,may,2,-1,unknown,yes
727,54,blue-collar,2933,yes,no,unknown,may,2,-1,unknown,no
7391,36,blue-collar,2103,no,yes,unknown,jun,1,-1,unknown,no
2240,48,blue-collar,51,no,yes,telephone,jul,1,-1,unknown,no
2106,28,blue-collar,0,no,yes,cellular,jul,21,-1,unknown,no
7681,54,blue-collar,-473,yes,no,cellular,may,1,351,failure,no
7724,77,retired,4659,no,no,cellular,apr,1,-1,unknown,yes
583,35,unemployed,415,no,no,cellular,aug,1,92,success,yes
4640,26,admin.,712,yes,no,unknown,may,1,-1,unknown,no
3266,51,management,469,no,no,cellular,apr,1,181,success,yes
2820,34,services,-30,no,no,cellular,jul,3,-1,unknown,yes
5248,31,admin.,685,yes,no,cellular,may,1,329,failure,yes
5192,35,entrepreneur,-31,yes,no,cellular,nov,2,-1,unknown,no
4696,43,blue-collar,515,yes,no,cellular,nov,1,-1,unknown,no
4551,36,management,-508,yes,no,cellular,apr,2,-1,unknown,no
6497,47,management,60,no,no,unknown,jun,7,-1,unknown,no
6773,33,management,322,yes,no,cellular,apr,3,-1,unknown,no
6079,34,self-employed,-56,yes,no,unknown,may,3,-1,unknown,no
4810,52,management,335,no,no,cellular,oct,1,182,failure,yes
6948,34,blue-collar,1682,yes,yes,cellular,jul,3,-1,unknown,no
449,33,technician,133,no,no,cellular,nov,2,192,success,yes
2695,36,blue-collar,49,yes,no,cellular,may,2,365,other,no
4986,32,technician,483,no,no,cellular,aug,3,-1,unknown,yes
4955,34,blue-collar,218,yes,yes,unknown,may,1,-1,unknown,no
4087,38,technician,508,yes,yes,cellular,aug,2,-1,unknown,yes
5282,51,entrepreneur,606,yes,no,unknown,may,9,-1,unknown,yes
4082,83,retired,4565,no,no,cellular,sep,2,-1,unknown,no
1972,50,entrepreneur,556,yes,no,unknown,may,2,-1,unknown,no
4161,38,management,427,yes,no,cellular,may,3,169,failure,no
2807,44,blue-collar,36,yes,no,unknown,may,1,-1,unknown,no
2960,39,blue-collar,62,yes,no,cellular,may,3,-1,unknown,yes
2958,34,admin.,88,yes,no,unknown,may,2,-1,unknown,no
7278,29,technician,273,no,no,cellular,feb,2,-1,unknown,yes
192,45,admin.,0,no,no,cellular,oct,1,-1,unknown,yes
4935,44,blue-collar,0,yes,no,cellular,jul,1,-1,unknown,no
5090,36,management,871,no,no,cellular,nov,1,-1,unknown,no
3928,23,technician,-782,yes,yes,unknown,jun,10,-1,unknown,no
3999,59,retired,-47,yes,no,cellular,aug,4,-1,unknown,no
6069,30,technician,178,no,no,cellular,jul,3,-1,unknown,yes
2211,33,technician,2044,yes,no,cellular,may,3,-1,unknown,yes
3846,33,management,5,yes,no,unknown,may,1,-1,unknown,yes
3717,37,management,89,yes,no,unknown,may,10,-1,unknown,no
893,32,management,2,yes,no,cellular,sep,2,-1,unknown,yes
7587,40,management,143,no,no,cellular,aug,6,-1,unknown,no
1996,21,student,215,no,no,cellular,may,1,89,success,yes
7030,34,technician,-276,yes,no,unknown,may,3,-1,unknown,no
7522,19,student,329,no,no,cellular,oct,2,-1,unknown,yes
2856,47,admin.,3070,no,no,cellular,aug,4,-1,unknown,yes
4776,26,admin.,-12,yes,no,unknown,jun,1,-1,unknown,no
3055,43,services,43,yes,no,cellular,may,1,-1,unknown,no
4455,35,blue-collar,106,yes,no,cellular,apr,5,-1,unknown,no
4174,26,admin.,-122,yes,no,unknown,jun,3,-1,unknown,yes
4714,39,technician,201,no,yes,unknown,jun,4,-1,unknown,no
2433,32,services,182,yes,no,cellular,may,1,-1,unknown,no
6633,35,services,377,no,yes,cellular,jul,13,-1,unknown,no
5217,28,blue-collar,431,yes,no,cellular,may,2,363,failure,no
3948,31,management,3,no,no,cellular,feb,2,-1,unknown,no
982,40,services,224,yes,no,cellular,apr,2,-1,unknown,yes
255,40,management,37,yes,no,unknown,may,1,-1,unknown,no
1775,62,retired,1495,no,no,cellular,aug,1,196,success,yes
1560,49,blue-collar,-9,yes,yes,unknown,may,1,-1,unknown,no
240,38,services,1222,yes,no,unknown,jun,2,-1,unknown,no
4400,38,management,3576,no,no,cellular,nov,2,183,success,yes
6763,25,admin.,131,yes,yes,unknown,may,1,-1,unknown,no
3241,27,management,390,no,no,cellular,feb,2,104,failure,yes
2528,33,unemployed,1211,no,no,cellular,feb,1,188,success,yes
3920,42,housemaid,5774,yes,no,unknown,may,2,-1,unknown,no
5423,32,blue-collar,398,yes,no,cellular,may,1,-1,unknown,yes
6786,37,admin.,781,no,no,cellular,aug,1,-1,unknown,no
2003,41,management,0,no,no,cellular,aug,5,-1,unknown,yes
785,47,housemaid,2290,no,no,cellular,apr,1,-1,unknown,no
7161,35,services,0,yes,no,unknown,jun,2,-1,unknown,no
2794,44,blue-collar,2885,yes,no,unknown,may,3,-1,unknown,no
5109,38,management,6368,yes,no,cellular,may,4,-1,unknown,yes
2289,78,retired,2628,no,no,telephone,apr,2,-1,unknown,no
6005,45,entrepreneur,20138,yes,no,cellular,nov,5,-1,unknown,yes
800,45,self-employed,396,no,no,cellular,aug,1,-1,unknown,no
7005,47,blue-collar,665,no,no,cellular,aug,3,-1,unknown,no
6568,62,retired,1495,no,no,cellular,oct,1,57,success,yes
3439,40,blue-collar,299,yes,no,cellular,jul,4,-1,unknown,no
2101,35,technician,2144,yes,no,unknown,may,2,-1,unknown,no
6140,30,self-employed,3137,yes,no,cellular,jul,7,-1,unknown,no
5825,29,management,231,no,no,cellular,may,1,14,failure,yes
7157,50,admin.,2405,yes,no,cellular,may,1,287,failure,no
5345,26,technician,44,no,no,cellular,oct,1,-1,unknown,yes
5740,34,management,3031,no,no,cellular,aug,6,-1,unknown,no
2468,30,self-employed,3343,no,no,cellular,jun,1,-1,unknown,yes
6263,32,student,1536,no,no,cellular,aug,2,-1,unknown,yes
2032,27,admin.,15,no,yes,cellular,jul,1,-1,unknown,no
6678,51,management,1202,yes,no,cellular,nov,1,-1,unknown,no
4425,25,admin.,1141,yes,no,cellular,may,1,347,failure,no
1740,47,technician,1167,yes,no,cellular,aug,1,96,success,yes
3383,47,housemaid,183,no,no,cellular,aug,1,-1,unknown,no
7576,45,unemployed,0,yes,no,cellular,feb,2,-1,unknown,no
1873,52,retired,0,no,no,cellular,aug,5,-1,unknown,no
4063,29,admin.,7707,yes,no,cellular,apr,2,334,failure,yes
734,44,technician,244,yes,no,cellular,aug,4,-1,unknown,yes
1301,29,blue-collar,-20,no,yes,cellular,jul,1,-1,unknown,yes
6803,74,retired,670,no,no,cellular,apr,5,-1,unknown,yes
2214,24,admin.,541,yes,no,unknown,jun,4,-1,unknown,no
4140,38,management,327,yes,yes,cellular,jul,5,-1,unknown,yes
1536,51,technician,825,no,no,cellular,nov,3,-1,unknown,yes
5515,31,management,1224,yes,yes,cellular,jul,2,-1,unknown,yes
3045,32,management,294,yes,no,cellular,apr,1,274,success,yes
7349,35,management,365,no,no,cellular,nov,2,-1,unknown,no
6029,29,management,92,no,no,cellular,mar,5,-1,unknown,yes
6582,35,blue-collar,149,yes,no,cellular,apr,3,349,other,yes
3344,29,technician,1612,yes,no,unknown,may,2,-1,unknown,no
2295,27,services,1303,yes,yes,unknown,may,1,-1,unknown,no
4011,35,blue-collar,0,yes,yes,cellular,apr,1,-1,unknown,no
7418,37,blue-collar,622,yes,no,cellular,may,1,-1,unknown,no
3996,29,admin.,332,no,no,cellular,apr,1,-1,unknown,yes
7102,42,technician,-321,no,no,cellular,jan,2,-1,unknown,no
7530,33,technician,18,no,no,cellular,aug,2,-1,unknown,no
4217,36,technician,3,no,no,cellular,aug,4,-1,unknown,no
1399,21,entrepreneur,2077,no,no,cellular,aug,1,-1,unknown,yes
2449,38,management,1199,no,no,cellular,aug,1,1,success,yes
5989,27,blue-collar,1128,yes,no,unknown,jun,4,-1,unknown,no
1431,51,self-employed,1178,no,no,cellular,aug,2,-1,unknown,no
6895,34,management,520,yes,no,cellular,aug,4,-1,unknown,yes
3092,48,management,700,yes,no,cellular,aug,2,-1,unknown,no
5237,57,blue-collar,0,no,no,unknown,jun,2,-1,unknown,no
3976,49,technician,-849,yes,yes,unknown,may,1,-1,unknown,no
5978,54,management,1624,no,no,cellular,may,3,182,success,yes
4993,23,services,665,yes,no,unknown,may,1,-1,unknown,yes
4676,30,services,1599,no,no,cellular,feb,2,-1,unknown,yes
6901,51,blue-collar,41,yes,no,telephone,jul,43,-1,unknown,no
2701,52,entrepreneur,3469,yes,no,cellular,nov,1,-1,unknown,yes
1555,32,services,454,yes,no,cellular,jul,1,-1,unknown,yes
1013,45,blue-collar,101,yes,no,unknown,may,5,-1,unknown,yes
890,47,management,682,no,no,cellular,aug,6,-1,unknown,yes
5106,49,entrepreneur,159,yes,no,unknown,may,3,-1,unknown,no
7310,30,management,3384,no,no,cellular,jun,2,-1,unknown,yes
5285,55,blue-collar,7561,no,no,unknown,jun,3,-1,unknown,yes
4827,33,management,387,no,no,cellular,feb,5,-1,unknown,no
4820,41,blue-collar,3622,no,no,unknown,jun,4,-1,unknown,yes
2480,33,blue-collar,312,yes,no,unknown,jun,2,-1,unknown,no
1398,48,management,157,no,no,cellular,jan,4,-1,unknown,yes
5640,78,retired,240,no,no,cellular,apr,1,-1,unknown,yes
5823,33,services,1697,no,no,cellular,nov,1,-1,unknown,yes
6996,49,blue-collar,2356,no,yes,telephone,jul,2,-1,unknown,no
2306,59,blue-collar,1265,no,yes,cellular,jul,1,-1,unknown,yes
5233,47,blue-collar,3237,yes,no,unknown,may,3,-1,unknown,no
2933,34,blue-collar,1257,yes,no,unknown,may,7,-1,unknown,no
3406,35,self-employed,3443,no,no,cellular,jul,4,-1,unknown,no
7079,57,services,0,no,no,cellular,aug,1,-1,unknown,yes
1416,29,blue-collar,5903,yes,no,unknown,may,1,-1,unknown,no
978,32,management,134,yes,yes,cellular,may,3,-1,unknown,yes
7779,49,blue-collar,128,no,no,cellular,aug,2,-1,unknown,yes
4701,33,housemaid,2054,no,no,cellular,aug,6,-1,unknown,yes
5998,59,technician,2595,yes,no,cellular,aug,2,-1,unknown,no
4386,54,management,588,no,no,cellular,aug,1,-1,unknown,no
7315,29,self-employed,242,yes,no,cellular,jul,4,-1,unknown,no
5881,35,blue-collar,855,yes,no,cellular,may,1,300,success,yes
7250,48,blue-collar,48,yes,yes,unknown,may,1,-1,unknown,no
2402,35,management,495,no,no,cellular,apr,1,87,failure,yes
5711,33,entrepreneur,278,no,no,cellular,feb,5,-1,unknown,yes
1024,32,blue-collar,-454,yes,yes,cellular,may,5,355,failure,yes
6840,51,blue-collar,1694,no,no,cellular,aug,2,-1,unknown,no
3933,67,retired,3810,no,no,cellular,oct,1,-1,unknown,no
2513,33,admin.,616,no,no,cellular,sep,3,-1,unknown,yes
2524,26,admin.,3415,no,no,cellular,apr,1,-1,unknown,yes
1201,31,management,1343,yes,yes,unknown,may,1,-1,unknown,no
1015,44,management,-600,yes,no,cellular,aug,1,-1,unknown,no
1329,38,entrepreneur,0,no,no,cellular,jul,2,-1,unknown,yes
7263,30,admin.,396,yes,no,cellular,may,3,348,failure,yes
1157,52,blue-collar,665,yes,no,unknown,may,4,-1,unknown,no
179,38,technician,318,no,no,cellular,aug,1,182,success,yes
731,39,management,633,no,no,cellular,nov,2,133,failure,no
1994,38,entrepreneur,2139,yes,no,unknown,may,1,-1,unknown,no
481,33,management,2044,yes,no,cellular,may,3,177,failure,no
4670,31,management,0,yes,no,cellular,sep,1,-1,unknown,no
4294,68,retired,19317,yes,no,cellular,aug,1,-1,unknown,yes
2506,36,unemployed,115,no,no,cellular,feb,2,-1,unknown,no
3484,28,management,1633,no,no,cellular,jun,1,-1,unknown,yes
7632,57,retired,63,no,yes,cellular,jul,17,-1,unknown,yes
1029,38,management,238,no,no,cellular,aug,1,92,failure,yes
669,31,management,537,yes,no,cellular,aug,1,-1,unknown,yes
3758,73,retired,934,no,no,cellular,sep,5,-1,unknown,yes
5380,33,services,22,yes,no,unknown,may,1,-1,unknown,no
3633,55,unemployed,387,yes,no,unknown,may,1,-1,unknown,yes
460,33,blue-collar,395,yes,no,unknown,jun,1,-1,unknown,no
1427,41,services,-19,yes,no,unknown,may,1,-1,unknown,no
7766,52,management,1158,no,no,cellular,aug,4,-1,unknown,no
5438,39,admin.,22086,no,no,cellular,jun,1,-1,unknown,yes
4568,41,technician,515,no,no,cellular,aug,2,-1,unknown,yes
2654,28,management,320,yes,no,cellular,apr,1,-1,unknown,no
4166,30,management,502,no,no,cellular,oct,3,95,success,yes
878,20,student,134,no,no,cellular,jul,1,277,other,no
6791,59,housemaid,0,no,yes,cellular,jul,2,-1,unknown,no
432,43,blue-collar,3064,yes,no,cellular,nov,2,-1,unknown,yes
6409,23,services,1309,yes,no,unknown,jun,2,-1,unknown,no
2836,43,technician,1195,yes,no,unknown,may,9,-1,unknown,no
439,71,retired,2600,no,no,cellular,nov,2,98,success,yes
1377,34,technician,883,no,no,cellular,aug,3,-1,unknown,no
1328,59,blue-collar,625,no,no,cellular,jul,1,-1,unknown,no
2414,40,services,9374,yes,no,cellular,nov,8,185,failure,no
1564,34,management,291,no,no,cellular,aug,2,-1,unknown,no
330,40,blue-collar,0,yes,no,unknown,may,2,-1,unknown,no
7536,31,technician,2363,yes,no,unknown,may,1,-1,unknown,no
5026,72,retired,1612,no,no,cellular,aug,2,-1,unknown,yes
4549,31,admin.,162,yes,no,unknown,may,1,-1,unknown,no
1725,31,blue-collar,953,yes,no,cellular,may,1,346,success,yes
4206,38,blue-collar,530,yes,no,cellular,apr,3,-1,unknown,no
4062,29,unemployed,25,no,no,cellular,apr,2,-1,unknown,yes
6446,58,services,65,no,no,unknown,jun,1,-1,unknown,no
5619,36,admin.,746,yes,no,cellular,nov,3,-1,unknown,no
251,35,blue-collar,667,yes,no,cellular,may,5,324,other,no
4465,34,management,417,yes,no,cellular,aug,1,174,failure,yes
2898,53,technician,8417,yes,no,unknown,may,1,-1,unknown,no
1258,24,student,235,no,no,cellular,feb,1,92,success,yes
1292,27,services,504,yes,no,cellular,may,5,362,other,no
3024,21,student,423,no,no,cellular,apr,5,-1,unknown,yes
5569,42,management,1823,yes,no,unknown,may,1,-1,unknown,no
463,26,technician,-67,yes,no,cellular,may,1,-1,unknown,yes
312,59,retired,514,no,no,cellular,may,6,90,success,yes
6986,33,technician,127,yes,no,cellular,apr,2,222,failure,yes
2271,27,technician,643,no,no,cellular,jul,1,-1,unknown,yes
922,19,student,60,no,no,cellular,aug,1,-1,unknown,no
5641,26,technician,686,yes,no,unknown,may,2,-1,unknown,no
2910,59,unemployed,1047,no,no,cellular,feb,3,-1,unknown,yes
7422,32,services,1659,yes,no,unknown,may,6,-1,unknown,no
5397,29,services,-271,yes,no,unknown,jun,1,-1,unknown,yes
1961,30,admin.,457,no,no,cellular,apr,2,-1,unknown,no
6539,59,admin.,1575,yes,no,cellular,aug,11,-1,unknown,yes
7551,55,blue-collar,7378,no,no,unknown,may,3,-1,unknown,no
7591,27,blue-collar,416,yes,no,unknown,may,2,-1,unknown,yes
3998,32,unemployed,262,no,no,cellular,jan,1,-1,unknown,no
3378,25,admin.,654,no,no,cellular,apr,1,-1,unknown,no
6801,37,services,217,yes,no,cellular,may,1,-1,unknown,no
4591,31,admin.,212,yes,no,cellular,jul,3,-1,unknown,no
6770,29,housemaid,417,no,no,cellular,jul,2,-1,unknown,no
7198,31,entrepreneur,131,yes,no,cellular,jul,1,-1,unknown,no
6943,28,student,154,yes,no,unknown,may,9,-1,unknown,no
1843,77,retired,29340,no,no,cellular,mar,1,91,other,yes
7145,34,entrepreneur,3119,yes,no,unknown,may,4,-1,unknown,no
3037,31,blue-collar,255,yes,yes,cellular,may,1,-1,unknown,no
3108,39,admin.,732,no,no,cellular,apr,4,-1,unknown,yes
860,56,management,442,no,no,unknown,may,3,-1,unknown,no
6459,42,services,410,no,no,cellular,nov,2,-1,unknown,no
7556,36,technician,368,yes,yes,unknown,may,2,-1,unknown,yes
155,82,retired,211,no,no,telephone,apr,3,-1,unknown,no
7757,33,technician,-479,no,no,cellular,aug,1,-1,unknown,no
6012,40,blue-collar,1808,yes,no,cellular,may,1,-1,unknown,yes
630,41,admin.,338,yes,no,unknown,may,1,-1,unknown,no
2854,37,blue-collar,194,yes,no,unknown,may,7,-1,unknown,no
5201,29,admin.,504,yes,no,cellular,may,1,-1,unknown,no
