,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,deposit
7713,40,housemaid,7441,no,no,cellular,jul,6,-1,unknown,yes
6911,41,blue-collar,2039,yes,no,cellular,may,1,-1,unknown,yes
6734,75,retired,1765,no,no,telephone,sep,1,187,failure,yes
4677,55,management,1433,no,no,unknown,jun,3,-1,unknown,no
3490,59,management,893,yes,no,cellular,apr,4,-1,unknown,no
7397,38,services,0,yes,no,cellular,apr,1,147,failure,no
4116,42,services,508,yes,no,unknown,may,1,-1,unknown,no
6056,33,unemployed,157,yes,no,unknown,may,5,-1,unknown,no
2745,51,management,4917,no,no,cellular,apr,1,-1,unknown,yes
2255,34,technician,4,yes,no,cellular,feb,2,263,failure,no
2838,49,technician,1091,no,no,telephone,jul,2,-1,unknown,no
320,31,management,459,no,no,cellular,aug,14,-1,unknown,no
3847,44,housemaid,1059,no,no,unknown,jun,1,-1,unknown,yes
3946,29,management,54,yes,yes,unknown,may,3,-1,unknown,no
2256,37,services,2678,no,no,cellular,mar,1,-1,unknown,yes
7763,28,management,-994,yes,yes,cellular,jul,2,-1,unknown,no
6068,40,admin.,27,no,no,cellular,aug,2,-1,unknown,yes
6536,38,services,968,yes,no,cellular,apr,1,-1,unknown,no
5709,25,admin.,184,no,yes,telephone,jul,7,-1,unknown,no
5908,27,services,795,no,no,cellular,feb,3,-1,unknown,no
1243,53,management,3591,yes,no,cellular,aug,2,181,other,yes
3704,36,technician,-179,yes,no,cellular,jul,1,-1,unknown,no
442,46,technician,792,no,no,unknown,jun,2,-1,unknown,no
4280,28,admin.,174,yes,yes,cellular,feb,1,184,failure,no
6788,35,admin.,437,yes,no,unknown,jun,1,-1,unknown,yes
2578,35,technician,7050,no,no,cellular,aug,3,182,success,yes
4271,55,technician,0,no,no,cellular,aug,1,-1,unknown,yes
5265,49,management,755,no,no,cellular,jul,4,-1,unknown,yes
677,28,management,12,yes,no,cellular,sep,1,-1,unknown,yes
147,43,management,175,yes,no,cellular,apr,4,337,other,no
1163,48,blue-collar,5154,yes,no,unknown,may,1,-1,unknown,no
5121,46,admin.,272,no,no,cellular,jul,4,-1,unknown,no
3948,31,management,3,no,no,cellular,feb,2,-1,unknown,no
1131,56,entrepreneur,179,no,no,cellular,aug,2,-1,unknown,no
4606,30,management,1567,yes,no,cellular,aug,4,-1,unknown,yes
1672,30,services,0,yes,no,cellular,nov,4,-1,unknown,yes
2124,36,technician,664,no,no,cellular,aug,3,-1,unknown,no
7145,34,entrepreneur,3119,yes,no,unknown,may,4,-1,unknown,no
3553,56,management,-155,yes,no,cellular,nov,1,-1,unknown,no
1712,36,blue-collar,219,yes,yes,cellular,may,2,347,failure,no
354,69,retired,247,no,no,cellular,apr,2,-1,unknown,yes
1271,22,student,1522,no,no,cellular,oct,2,-1,unknown,yes
4753,36,admin.,11174,yes,no,cellular,apr,1,-1,unknown,yes
6935,44,services,0,yes,no,unknown,may,1,-1,unknown,no
921,57,admin.,169,no,no,cellular,feb,1,-1,unknown,yes
1350,45,retired,86,no,no,cellular,nov,5,-1,unknown,no
7707,33,management,2071,no,no,cellular,aug,2,-1,unknown,no
6069,30,technician,178,no,no,cellular,jul,3,-1,unknown,yes
156,49,technician,905,no,no,cellular,jun,1,-1,unknown,yes
2869,59,housemaid,454,no,no,cellular,aug,1,-1,unknown,no
5546,51,technician,0,no,no,cellular,mar,2,-1,unknown,yes
5979,63,admin.,0,yes,no,cellular,aug,5,-1,unknown,yes
6749,40,housemaid,795,yes,no,unknown,may,3,-1,unknown,no
4777,56,retired,158,no,yes,cellular,jul,1,-1,unknown,yes
1977,53,management,261,no,no,cellular,aug,2,-1,unknown,no
1900,28,services,198,no,no,cellular,feb,2,-1,unknown,yes
1170,61,retired,11,no,no,cellular,sep,1,92,success,yes
5762,53,retired,136,yes,no,unknown,may,2,-1,unknown,no
7631,47,admin.,1265,no,no,cellular,aug,2,-1,unknown,no
7292,33,services,597,no,no,cellular,feb,1,-1,unknown,no
3479,47,management,255,no,yes,cellular,jul,4,-1,unknown,yes
7253,29,services,271,yes,no,unknown,may,2,-1,unknown,yes
4220,31,technician,253,no,no,cellular,jan,1,-1,unknown,no
3372,34,technician,8029,yes,no,cellular,aug,4,-1,unknown,yes
2322,53,unemployed,582,yes,no,unknown,may,2,-1,unknown,no
1722,42,admin.,527,no,yes,cellular,apr,1,-1,unknown,yes
4934,52,admin.,299,no,no,cellular,nov,4,-1,unknown,no
3183,32,management,1134,no,no,cellular,aug,4,-1,unknown,no
598,31,technician,967,no,no,cellular,nov,3,-1,unknown,no
4186,42,technician,-215,no,no,unknown,jun,5,-1,unknown,yes
1881,36,management,992,no,no,unknown,jun,1,-1,unknown,no
3497,59,retired,493,no,no,cellular,apr,1,-1,unknown,yes
6866,44,management,-411,yes,no,unknown,jun,4,-1,unknown,yes
1649,49,blue-collar,1730,yes,no,cellular,aug,2,92,success,yes
5004,28,unemployed,863,yes,yes,unknown,may,1,-1,unknown,no
6975,31,blue-collar,-159,no,yes,telephone,nov,1,-1,unknown,no
7081,46,management,0,no,no,cellular,may,1,-1,unknown,no
550,32,blue-collar,6337,yes,no,cellular,nov,2,-1,unknown,no
2221,66,retired,1948,no,no,cellular,jan,1,91,success,yes
964,53,blue-collar,4641,no,no,unknown,jun,2,-1,unknown,no
920,34,blue-collar,243,yes,no,cellular,may,1,-1,unknown,yes
455,38,blue-collar,2467,no,no,cellular,jun,1,-1,unknown,yes
5582,27,management,-713,yes,no,unknown,jun,2,-1,unknown,yes
5767,26,blue-collar,399,yes,no,cellular,jul,2,-1,unknown,no
819,31,management,409,no,yes,cellular,jul,5,-1,unknown,yes
1298,42,blue-collar,807,yes,no,cellular,nov,1,-1,unknown,yes
2855,53,admin.,223,yes,yes,cellular,jul,1,-1,unknown,no
5499,47,management,1147,no,no,cellular,jun,1,95,failure,yes
1237,31,technician,-302,no,no,cellular,aug,2,-1,unknown,no
3897,61,retired,3738,no,no,telephone,feb,1,-1,unknown,no
2175,35,management,753,no,no,cellular,aug,9,-1,unknown,no
5977,26,student,641,yes,no,cellular,may,1,368,failure,no
1337,54,management,3473,yes,no,cellular,aug,2,-1,unknown,no
7281,41,blue-collar,0,yes,no,cellular,apr,2,-1,unknown,no
2627,39,services,471,yes,no,unknown,may,2,-1,unknown,no
5786,34,admin.,260,no,no,cellular,jan,1,-1,unknown,no
6383,32,technician,705,yes,no,cellular,may,2,35,failure,yes
4813,32,blue-collar,435,yes,no,unknown,may,2,-1,unknown,no
483,35,services,167,no,yes,cellular,jul,2,-1,unknown,yes
6381,37,management,792,yes,no,unknown,may,4,-1,unknown,yes
2114,50,management,810,no,no,cellular,jun,3,-1,unknown,yes
2781,41,technician,-15,yes,no,cellular,may,1,-1,unknown,no
7067,40,technician,-496,no,no,telephone,jul,2,-1,unknown,no
938,36,management,538,no,no,cellular,jun,1,183,success,yes
5953,45,management,2220,yes,no,cellular,jul,2,-1,unknown,no
588,59,blue-collar,2605,no,no,cellular,jan,2,-1,unknown,no
6155,34,blue-collar,1207,yes,no,unknown,may,1,-1,unknown,yes
2321,30,management,1466,no,no,cellular,aug,4,-1,unknown,no
7560,28,management,866,no,no,cellular,mar,2,-1,unknown,yes
1491,58,unemployed,687,yes,no,cellular,apr,2,-1,unknown,yes
1077,31,technician,2744,yes,no,cellular,aug,2,-1,unknown,no
7625,58,management,3228,no,no,cellular,aug,2,-1,unknown,no
5802,42,admin.,1547,yes,yes,unknown,may,3,-1,unknown,no
4724,35,technician,3490,yes,no,cellular,aug,2,-1,unknown,yes
4945,33,management,71,no,no,cellular,nov,1,287,failure,no
7061,28,unemployed,236,no,no,cellular,feb,3,-1,unknown,no
6907,34,entrepreneur,7279,yes,no,cellular,may,1,-1,unknown,yes
816,23,management,1506,no,no,cellular,mar,4,-1,unknown,yes
2652,46,admin.,306,yes,no,cellular,may,5,-1,unknown,no
1040,33,services,2297,no,no,cellular,jul,1,-1,unknown,yes
6401,27,student,468,no,no,cellular,feb,2,-1,unknown,no
2452,27,technician,931,yes,no,cellular,feb,1,-1,unknown,yes
5366,52,blue-collar,66653,no,no,cellular,aug,3,-1,unknown,no
17,30,services,0,no,no,cellular,jan,1,-1,unknown,no
6292,44,technician,964,no,no,cellular,jul,2,-1,unknown,no
802,47,blue-collar,1730,yes,no,cellular,apr,1,-1,unknown,yes
6500,47,blue-collar,328,yes,no,cellular,may,1,-1,unknown,no
6108,36,management,203,no,no,cellular,oct,1,-1,unknown,yes
4230,40,unemployed,3430,yes,no,cellular,nov,3,-1,unknown,no
7441,31,management,8629,yes,no,cellular,nov,1,184,failure,yes
3686,38,admin.,0,yes,yes,cellular,apr,2,-1,unknown,yes
5733,51,retired,1679,no,no,cellular,aug,1,365,other,yes
7355,29,technician,767,yes,no,cellular,feb,1,-1,unknown,no
732,27,technician,2781,yes,no,cellular,may,1,389,failure,yes
2558,35,management,18111,no,no,cellular,aug,4,-1,unknown,yes
6441,33,management,369,no,no,cellular,feb,1,-1,unknown,yes
282,37,admin.,912,yes,no,cellular,may,3,328,other,yes
2324,41,blue-collar,75,yes,no,unknown,jul,9,-1,unknown,yes
2914,49,technician,1071,no,no,cellular,sep,1,91,success,yes
6139,32,management,607,yes,no,unknown,jun,5,-1,unknown,yes
6902,27,student,279,no,no,cellular,oct,1,-1,unknown,yes
1942,24,admin.,299,yes,no,cellular,may,1,321,failure,no
3820,30,management,2,no,no,cellular,mar,1,-1,unknown,no
3146,35,blue-collar,51,yes,no,unknown,may,2,-1,unknown,no
7265,56,retired,1906,no,yes,unknown,jun,9,-1,unknown,no
240,38,services,1222,yes,no,unknown,jun,2,-1,unknown,no
3079,44,admin.,985,yes,yes,cellular,may,7,325,failure,no
578,47,technician,440,no,no,cellular,jan,1,-1,unknown,no
2682,42,technician,1189,no,no,unknown,jun,3,-1,unknown,no
7480,34,blue-collar,-131,yes,no,cellular,may,1,356,failure,no
3743,52,admin.,2398,yes,no,cellular,nov,1,-1,unknown,yes
3940,45,admin.,59,yes,no,cellular,jul,8,-1,unknown,yes
196,29,blue-collar,260,yes,no,unknown,jun,14,-1,unknown,yes
4642,57,technician,0,no,no,unknown,jun,8,-1,unknown,no
933,26,admin.,255,no,no,cellular,apr,1,80,success,yes
1449,33,blue-collar,390,yes,no,unknown,may,2,-1,unknown,yes
6326,60,blue-collar,1310,no,no,unknown,may,2,-1,unknown,no
3822,33,blue-collar,557,yes,no,cellular,apr,2,331,failure,no
7591,27,blue-collar,416,yes,no,unknown,may,2,-1,unknown,yes
894,29,student,2929,no,no,cellular,aug,1,-1,unknown,no
2467,44,management,4758,yes,no,cellular,jul,6,-1,unknown,yes
4473,45,admin.,2353,yes,no,cellular,mar,1,107,other,yes
2016,62,management,0,no,no,cellular,apr,3,182,failure,no
6384,45,blue-collar,1723,no,no,cellular,jun,2,-1,unknown,yes
849,47,technician,442,yes,no,cellular,may,1,-1,unknown,no
4100,32,management,3283,no,no,cellular,aug,2,191,success,yes
276,33,blue-collar,-306,yes,yes,unknown,may,4,-1,unknown,no
6607,47,technician,4568,no,no,unknown,jun,1,-1,unknown,no
1053,35,management,1510,yes,no,unknown,may,1,-1,unknown,no
7674,75,retired,1413,no,no,cellular,sep,2,188,success,yes
5072,41,management,298,no,no,cellular,may,3,272,other,no
2382,53,blue-collar,2656,yes,no,unknown,may,2,-1,unknown,yes
6780,38,blue-collar,7944,no,no,unknown,jun,3,-1,unknown,no
4098,36,services,365,no,no,cellular,may,1,-1,unknown,yes
5127,43,admin.,2682,no,no,cellular,jul,8,-1,unknown,no
1412,49,admin.,167,no,yes,cellular,jul,1,-1,unknown,no
2084,29,technician,307,yes,no,cellular,feb,1,-1,unknown,no
4130,32,admin.,212,no,no,cellular,jul,5,-1,unknown,yes
5591,46,technician,117,no,no,cellular,aug,2,-1,unknown,no
2179,34,management,13014,no,no,cellular,aug,1,-1,unknown,yes
7259,52,services,-336,no,yes,unknown,jun,8,-1,unknown,no
2877,40,services,49,no,yes,cellular,jul,1,-1,unknown,no
5104,46,technician,0,no,no,cellular,jan,2,-1,unknown,yes
6885,55,management,608,yes,no,cellular,may,2,-1,unknown,no
1169,43,blue-collar,576,yes,yes,unknown,may,1,-1,unknown,no
3886,42,blue-collar,-407,yes,yes,cellular,may,7,-1,unknown,yes
2394,31,self-employed,414,no,no,cellular,aug,5,-1,unknown,no
7132,33,management,728,yes,no,cellular,aug,5,-1,unknown,no
6411,77,retired,0,no,no,cellular,oct,1,60,success,yes
7677,44,management,4087,yes,no,unknown,may,5,-1,unknown,no
3106,49,blue-collar,298,yes,no,cellular,feb,3,-1,unknown,no
910,33,technician,221,yes,no,cellular,may,1,355,failure,yes
5896,29,entrepreneur,714,yes,yes,cellular,may,2,-1,unknown,yes
252,46,technician,1590,yes,no,cellular,jul,2,-1,unknown,no
1673,43,admin.,1996,no,yes,cellular,jul,3,-1,unknown,no
5509,56,services,444,yes,no,unknown,jun,1,-1,unknown,no
1937,56,management,12356,yes,no,cellular,may,1,551,other,yes
3105,73,retired,279,no,no,cellular,jan,3,-1,unknown,yes
7803,34,blue-collar,79,no,yes,cellular,nov,1,-1,unknown,no
29,44,blue-collar,1025,yes,no,unknown,jun,1,-1,unknown,no
1146,47,admin.,594,yes,no,unknown,may,1,-1,unknown,no
4418,36,blue-collar,324,yes,yes,cellular,jul,1,-1,unknown,yes
675,31,blue-collar,17,yes,no,cellular,may,1,-1,unknown,no
4462,36,services,0,yes,no,cellular,may,1,-1,unknown,no
5831,58,technician,-354,yes,yes,cellular,jul,1,-1,unknown,no
2263,59,retired,434,yes,no,unknown,may,3,-1,unknown,no
2984,36,management,495,no,no,cellular,sep,1,37,success,yes
2708,75,retired,6027,no,no,cellular,nov,2,94,failure,yes
621,37,management,57,no,no,cellular,apr,2,84,success,no
5315,31,admin.,431,yes,yes,unknown,may,1,-1,unknown,yes
1493,37,admin.,9,yes,no,cellular,may,1,-1,unknown,no
5665,51,housemaid,9228,no,no,cellular,jul,4,-1,unknown,yes
402,31,management,254,no,no,cellular,aug,8,-1,unknown,yes
6440,38,technician,183,yes,no,cellular,apr,3,339,failure,no
1600,35,blue-collar,520,yes,no,cellular,apr,1,-1,unknown,yes
7638,44,blue-collar,1265,yes,no,cellular,jul,1,-1,unknown,yes
2442,31,services,593,yes,no,cellular,nov,2,-1,unknown,no
6812,42,technician,1533,no,yes,cellular,aug,1,-1,unknown,no
4697,35,management,1193,yes,no,unknown,jun,2,-1,unknown,no
2690,36,unemployed,154,no,no,cellular,aug,7,-1,unknown,yes
2436,42,unknown,222,no,no,cellular,aug,16,-1,unknown,no
6344,45,management,904,yes,yes,unknown,jun,9,-1,unknown,no
7304,52,admin.,363,yes,no,cellular,aug,1,462,success,yes
788,59,management,0,no,no,telephone,jul,3,-1,unknown,no
4749,32,management,623,no,no,cellular,jul,3,194,failure,yes
6587,50,blue-collar,388,no,no,cellular,feb,1,-1,unknown,no
571,48,management,86,no,no,cellular,jun,3,186,other,yes
3610,52,technician,204,no,no,cellular,aug,2,-1,unknown,no
3861,26,technician,430,no,no,cellular,feb,2,-1,unknown,no
1809,32,technician,6281,yes,no,unknown,jun,4,-1,unknown,yes
3621,54,management,195,no,yes,cellular,feb,1,265,other,no
6004,39,management,378,yes,yes,unknown,may,2,-1,unknown,no
1379,49,blue-collar,1127,yes,yes,cellular,apr,2,281,failure,no
4004,26,technician,267,yes,no,cellular,jul,2,-1,unknown,yes
2859,81,retired,9224,no,no,telephone,nov,2,-1,unknown,no
4356,73,management,1609,no,no,cellular,jul,2,-1,unknown,yes
1173,33,management,3770,no,no,cellular,jan,2,-1,unknown,no
846,31,self-employed,2589,no,no,cellular,nov,1,-1,unknown,yes
5501,47,admin.,1210,no,no,cellular,oct,1,91,failure,yes
1652,52,self-employed,517,no,no,cellular,aug,4,-1,unknown,no
987,30,admin.,270,no,no,cellular,apr,1,80,success,yes
2908,63,blue-collar,641,no,no,cellular,may,2,-1,unknown,yes
5220,52,management,48,no,no,unknown,jun,2,-1,unknown,no
2538,51,blue-collar,42,yes,no,cellular,may,2,342,failure,no
1726,40,admin.,0,yes,no,unknown,may,2,-1,unknown,no
2213,38,student,64,no,no,cellular,aug,1,-1,unknown,no
803,45,management,644,yes,no,cellular,nov,1,168,success,yes
2292,48,technician,113,no,yes,cellular,jul,1,-1,unknown,no
2208,23,technician,356,yes,no,cellular,may,2,356,failure,no
7195,51,retired,67,no,no,unknown,jun,1,-1,unknown,yes
766,52,technician,0,no,no,cellular,jun,3,-1,unknown,yes
221,43,management,1,yes,yes,unknown,jun,8,-1,unknown,no
4888,31,management,4148,yes,no,cellular,nov,3,99,other,yes
785,47,housemaid,2290,no,no,cellular,apr,1,-1,unknown,no
866,35,management,671,yes,no,cellular,mar,1,-1,unknown,yes
5074,82,retired,0,no,no,telephone,nov,1,-1,unknown,yes
1407,36,technician,4136,yes,no,unknown,may,3,-1,unknown,yes
7157,50,admin.,2405,yes,no,cellular,may,1,287,failure,no
1761,52,housemaid,3923,yes,no,unknown,may,3,-1,unknown,yes
5737,36,blue-collar,2843,no,no,cellular,aug,1,-1,unknown,yes
290,27,blue-collar,567,no,no,cellular,may,3,182,success,yes
7752,35,management,6997,yes,no,cellular,jul,1,-1,unknown,yes
3049,35,unemployed,415,no,no,cellular,may,2,89,success,yes
2318,30,technician,3028,yes,no,cellular,aug,5,-1,unknown,no
7288,62,retired,1495,no,no,cellular,feb,1,-1,unknown,yes
2052,49,blue-collar,408,no,no,cellular,aug,4,-1,unknown,yes
4639,37,technician,480,no,no,cellular,oct,2,182,other,yes
3301,52,retired,-309,yes,no,unknown,jun,2,-1,unknown,yes
3212,21,admin.,524,no,no,cellular,may,1,-1,unknown,yes
1459,56,management,563,yes,no,cellular,may,2,168,failure,no
3906,36,blue-collar,199,yes,no,cellular,jul,1,-1,unknown,no
715,44,unemployed,0,no,no,cellular,nov,4,-1,unknown,no
2486,30,blue-collar,239,yes,no,unknown,may,1,-1,unknown,yes
2759,51,technician,0,yes,no,unknown,may,2,-1,unknown,no
7295,60,management,1034,yes,no,cellular,aug,3,-1,unknown,yes
6361,30,blue-collar,953,yes,no,unknown,jun,2,-1,unknown,yes
6601,39,services,25,yes,yes,cellular,may,1,351,failure,yes
6013,45,blue-collar,-311,yes,no,unknown,may,1,-1,unknown,yes
5765,58,management,5701,no,no,cellular,apr,1,87,success,yes
6939,55,housemaid,1537,no,no,unknown,jun,1,-1,unknown,no
4349,42,management,-556,yes,yes,cellular,may,3,347,failure,yes
3535,48,self-employed,0,no,no,unknown,jun,1,-1,unknown,no
4978,39,admin.,1577,yes,no,unknown,jun,15,-1,unknown,no
381,49,management,1050,yes,no,cellular,nov,1,-1,unknown,yes
4605,55,management,568,no,no,cellular,aug,10,-1,unknown,yes
6774,69,retired,482,no,no,cellular,jul,2,-1,unknown,yes
960,46,self-employed,567,no,no,cellular,jul,10,-1,unknown,no
1418,31,management,0,yes,yes,cellular,may,3,352,failure,no
2091,33,services,703,no,no,cellular,nov,2,-1,unknown,no
2710,39,technician,291,yes,no,cellular,may,2,-1,unknown,yes
2231,39,services,0,yes,no,cellular,may,1,-1,unknown,no
3547,25,student,253,no,no,cellular,may,1,-1,unknown,yes
7302,36,self-employed,506,no,no,cellular,nov,1,70,failure,yes
5448,55,housemaid,127,yes,no,telephone,jul,8,-1,unknown,yes
5432,49,admin.,228,yes,no,cellular,sep,2,93,success,yes
3102,35,blue-collar,13,no,yes,cellular,jul,1,-1,unknown,no
4867,44,technician,0,yes,no,unknown,may,3,-1,unknown,no
7180,37,admin.,869,no,no,cellular,jul,8,-1,unknown,no
178,56,entrepreneur,51439,no,yes,cellular,jul,1,-1,unknown,no
2954,35,admin.,0,no,no,cellular,jul,11,-1,unknown,no
1695,55,blue-collar,660,no,no,unknown,jun,1,-1,unknown,no
3264,47,services,0,yes,no,telephone,jul,1,-1,unknown,no
3067,39,services,733,no,no,unknown,jun,4,-1,unknown,no
5987,32,management,1966,no,no,cellular,aug,3,-1,unknown,no
7481,30,blue-collar,7773,yes,no,cellular,nov,1,-1,unknown,yes
1854,36,technician,1327,no,no,cellular,oct,2,-1,unknown,no
4008,28,technician,598,yes,no,cellular,mar,1,288,failure,yes
5874,37,services,0,yes,no,cellular,jul,4,-1,unknown,no
804,40,self-employed,0,no,no,unknown,jun,1,-1,unknown,no
7524,37,blue-collar,461,yes,no,unknown,may,2,-1,unknown,no
3396,49,services,1884,yes,no,cellular,may,1,-1,unknown,no
4597,36,blue-collar,2176,yes,no,unknown,may,2,-1,unknown,no
1705,57,retired,5313,no,no,cellular,jun,1,-1,unknown,yes
3088,38,admin.,0,yes,no,cellular,sep,1,92,success,yes
4944,54,retired,22,no,no,unknown,jun,4,-1,unknown,no
888,30,management,222,no,yes,cellular,feb,1,204,other,no
421,24,admin.,1295,no,no,cellular,apr,1,-1,unknown,yes
6863,27,student,5291,no,no,cellular,nov,2,92,failure,yes
4421,44,management,421,no,yes,cellular,aug,1,-1,unknown,no
4864,30,blue-collar,0,yes,no,cellular,may,2,-1,unknown,no
2548,58,unemployed,1625,no,no,cellular,feb,2,-1,unknown,yes
1990,42,blue-collar,149,yes,no,telephone,jul,3,-1,unknown,no
531,51,management,-15,no,no,cellular,jul,2,-1,unknown,no
1741,29,technician,309,yes,no,unknown,may,1,-1,unknown,no
6408,48,management,503,no,yes,unknown,jun,7,-1,unknown,yes
3527,25,admin.,3730,yes,no,cellular,feb,1,-1,unknown,yes
5135,34,management,500,yes,no,unknown,may,1,-1,unknown,no
5943,38,technician,1101,no,no,cellular,apr,1,-1,unknown,yes
1790,39,blue-collar,332,yes,no,unknown,may,3,-1,unknown,no
1893,40,technician,360,yes,no,unknown,may,1,-1,unknown,no
484,28,self-employed,3290,no,no,cellular,jun,2,-1,unknown,yes
871,35,blue-collar,4366,yes,no,unknown,may,3,-1,unknown,no
2801,54,admin.,184,no,no,unknown,may,2,-1,unknown,yes
5567,85,retired,1934,no,no,telephone,jan,1,-1,unknown,no
5639,43,self-employed,918,yes,no,unknown,may,1,-1,unknown,no
428,53,management,1624,no,no,cellular,aug,1,98,success,yes
6195,35,entrepreneur,145,yes,no,cellular,jul,2,-1,unknown,yes
4364,35,management,925,no,no,cellular,jun,4,-1,unknown,yes
2946,40,entrepreneur,2998,yes,no,cellular,jul,3,-1,unknown,yes
1262,34,management,3047,no,no,cellular,apr,1,160,other,yes
6637,30,management,1235,yes,no,cellular,jul,3,-1,unknown,no
7453,32,management,1812,no,no,cellular,aug,1,182,other,yes
3177,32,blue-collar,206,yes,no,unknown,may,2,-1,unknown,no
3703,53,admin.,578,no,no,cellular,aug,2,-1,unknown,no
7581,57,services,491,yes,no,cellular,apr,3,-1,unknown,yes
955,30,services,129,yes,no,unknown,may,7,-1,unknown,yes
3994,34,admin.,-312,yes,no,unknown,may,1,-1,unknown,no
7731,34,technician,370,no,no,cellular,aug,2,-1,unknown,no
6832,73,retired,2850,no,no,cellular,oct,1,144,failure,no
5311,47,management,86,no,no,cellular,aug,1,97,success,yes
7425,29,management,698,no,no,cellular,feb,1,-1,unknown,no
5044,38,technician,-1,no,no,cellular,aug,4,-1,unknown,no
3370,31,management,2983,yes,no,cellular,jul,1,-1,unknown,no
3693,57,blue-collar,3495,no,yes,cellular,nov,3,-1,unknown,no
4276,51,blue-collar,2404,yes,no,telephone,nov,1,-1,unknown,no
3868,57,admin.,6005,yes,no,cellular,may,1,323,failure,yes
2458,33,management,952,yes,no,cellular,apr,5,-1,unknown,yes
3988,41,management,1982,no,no,cellular,nov,1,-1,unknown,yes
6577,59,entrepreneur,0,no,no,unknown,jun,1,-1,unknown,no
5422,44,blue-collar,1308,no,yes,unknown,jun,1,-1,unknown,no
1529,34,technician,1313,no,no,cellular,aug,1,21,failure,no
5693,25,student,108,no,no,cellular,apr,3,-1,unknown,yes
5882,29,blue-collar,508,yes,yes,unknown,jun,5,-1,unknown,no
2796,34,management,1007,yes,no,cellular,jul,2,-1,unknown,no
5923,35,management,-202,yes,no,unknown,may,3,-1,unknown,no
4579,73,retired,796,no,no,cellular,oct,1,182,failure,yes
3481,30,technician,411,yes,no,cellular,apr,1,-1,unknown,no
940,38,management,1704,no,no,cellular,sep,1,-1,unknown,no
4760,42,management,525,no,no,cellular,aug,2,-1,unknown,no
1313,57,management,350,no,no,telephone,may,3,-1,unknown,no
6196,35,management,1162,no,no,cellular,apr,1,-1,unknown,yes
5515,31,management,1224,yes,yes,cellular,jul,2,-1,unknown,yes
