,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,deposit
1053,33,management,679,no,no,cellular,aug,2,-1,unknown,yes
3973,36,admin.,1954,yes,yes,cellular,nov,2,174,failure,no
5316,39,technician,0,yes,no,unknown,may,1,-1,unknown,no
4057,27,services,453,no,no,cellular,apr,2,-1,unknown,yes
2879,46,management,-27,yes,no,cellular,may,1,-1,unknown,no
2089,28,self-employed,123,yes,no,unknown,may,1,-1,unknown,no
3004,41,management,223,yes,no,unknown,may,1,-1,unknown,no
3000,32,self-employed,286,yes,no,cellular,aug,1,-1,unknown,no
5090,22,admin.,-1,yes,no,unknown,may,1,-1,unknown,no
169,50,services,2376,yes,no,cellular,sep,1,-1,unknown,yes
2008,45,management,786,no,no,cellular,sep,3,-1,unknown,yes
6207,32,technician,514,yes,yes,cellular,may,1,168,failure,no
1605,53,admin.,-372,yes,no,unknown,may,1,-1,unknown,no
4573,47,blue-collar,1230,yes,no,telephone,nov,1,-1,unknown,yes
4717,38,technician,1221,yes,yes,cellular,aug,7,-1,unknown,no
5269,30,technician,655,no,no,cellular,oct,2,-1,unknown,yes
6211,45,technician,879,no,no,cellular,jul,2,-1,unknown,yes
4412,34,admin.,21,no,yes,cellular,jun,1,92,failure,no
6043,30,technician,484,yes,no,unknown,may,1,-1,unknown,yes
6088,46,admin.,5511,no,no,cellular,jul,2,389,success,yes
2922,39,technician,1524,no,no,cellular,apr,1,-1,unknown,yes
4432,44,services,-389,yes,yes,unknown,jun,1,-1,unknown,no
4914,56,admin.,0,yes,no,cellular,apr,2,227,failure,no
3019,62,blue-collar,272,no,no,cellular,aug,1,286,failure,yes
7181,37,technician,1120,yes,no,unknown,may,5,-1,unknown,no
3186,27,services,54,yes,no,cellular,may,1,370,failure,no
5016,30,management,5389,no,no,cellular,aug,3,-1,unknown,yes
334,49,services,1830,yes,no,cellular,aug,1,179,success,yes
6705,36,services,472,yes,no,unknown,jun,1,-1,unknown,no
7275,34,management,13,yes,no,cellular,jul,3,-1,unknown,no
5237,54,technician,4582,yes,no,unknown,may,1,-1,unknown,no
6643,43,management,2367,no,no,cellular,sep,1,113,success,yes
7119,50,technician,1838,yes,yes,cellular,aug,8,-1,unknown,no
2925,38,admin.,0,yes,no,cellular,sep,1,92,success,yes
7169,36,technician,368,yes,yes,unknown,may,2,-1,unknown,yes
3196,41,technician,585,yes,no,telephone,apr,1,-1,unknown,no
2919,29,management,573,yes,yes,unknown,jun,4,-1,unknown,no
6888,30,admin.,396,yes,no,cellular,may,3,348,failure,yes
390,33,management,2240,no,no,cellular,jun,1,-1,unknown,yes
5232,42,self-employed,0,no,no,cellular,aug,4,-1,unknown,no
3247,55,technician,0,no,no,cellular,jul,2,-1,unknown,no
5861,45,management,483,no,no,cellular,feb,2,265,other,yes
5693,21,student,1506,no,no,cellular,sep,1,-1,unknown,yes
2864,27,blue-collar,3145,no,no,cellular,jun,1,179,success,yes
7372,45,technician,2657,no,no,cellular,aug,3,-1,unknown,yes
4225,29,admin.,500,yes,no,cellular,may,8,-1,unknown,no
395,35,technician,294,yes,no,cellular,mar,1,90,success,yes
1661,49,technician,3726,no,no,cellular,aug,2,-1,unknown,yes
6104,43,management,2987,no,no,cellular,jun,1,85,failure,yes
7011,41,management,5310,yes,no,cellular,nov,1,-1,unknown,yes
1248,54,housemaid,1213,no,no,cellular,nov,1,-1,unknown,yes
7213,42,management,559,no,no,cellular,aug,1,-1,unknown,no
5845,58,blue-collar,381,no,no,cellular,nov,4,-1,unknown,no
6148,22,student,1215,no,no,cellular,feb,3,192,failure,yes
2315,33,blue-collar,870,no,yes,cellular,jul,3,-1,unknown,no
6112,38,services,1315,no,no,unknown,jun,12,-1,unknown,no
7274,33,management,1514,no,no,cellular,aug,1,728,failure,yes
5193,59,retired,20,no,no,cellular,jul,1,-1,unknown,no
1306,49,blue-collar,1127,yes,yes,cellular,apr,2,281,failure,no
6670,35,blue-collar,159,yes,yes,cellular,may,1,-1,unknown,yes
3145,43,blue-collar,232,no,yes,cellular,may,1,-1,unknown,no
870,62,blue-collar,180,no,no,cellular,apr,2,-1,unknown,yes
4648,40,retired,794,no,no,unknown,may,1,-1,unknown,no
6134,67,retired,704,no,no,cellular,feb,2,97,success,yes
4682,32,admin.,131,yes,no,cellular,dec,1,189,success,yes
5737,53,blue-collar,5603,no,no,cellular,aug,6,-1,unknown,yes
788,34,admin.,899,yes,no,unknown,nov,1,170,failure,yes
2291,32,technician,765,yes,yes,cellular,apr,2,-1,unknown,yes
2035,29,management,983,yes,no,cellular,jul,2,-1,unknown,yes
4755,34,management,5,no,no,cellular,aug,2,-1,unknown,yes
3263,40,management,0,no,no,cellular,aug,2,98,success,yes
3531,27,admin.,261,yes,yes,cellular,jun,4,-1,unknown,yes
3851,32,technician,696,no,yes,cellular,aug,4,105,failure,no
1777,40,blue-collar,2129,yes,no,cellular,apr,3,-1,unknown,no
3061,38,management,328,no,no,cellular,aug,2,-1,unknown,no
6737,37,management,8828,no,no,unknown,jun,3,-1,unknown,yes
3846,65,admin.,952,no,no,cellular,sep,1,96,success,yes
6982,35,blue-collar,1177,no,no,cellular,jun,4,-1,unknown,yes
237,50,management,1396,no,no,cellular,aug,6,-1,unknown,yes
605,27,technician,1842,yes,yes,cellular,may,2,300,failure,no
2336,34,technician,2838,yes,no,cellular,may,3,-1,unknown,yes
817,56,management,442,no,no,unknown,may,3,-1,unknown,no
2358,36,services,4721,no,no,cellular,jun,1,92,success,yes
4815,25,technician,1231,yes,no,cellular,feb,5,-1,unknown,yes
437,26,admin.,313,no,yes,cellular,jun,1,96,success,yes
2187,26,admin.,274,no,no,cellular,apr,3,-1,unknown,yes
2154,36,services,11462,yes,no,cellular,nov,1,-1,unknown,yes
3656,32,technician,1307,yes,no,unknown,may,2,-1,unknown,no
7214,39,admin.,223,no,no,cellular,feb,1,-1,unknown,no
5859,45,entrepreneur,1187,no,yes,cellular,nov,1,-1,unknown,no
5494,48,technician,-205,yes,yes,cellular,jul,1,-1,unknown,no
2937,30,blue-collar,0,yes,no,unknown,may,1,-1,unknown,no
6115,35,admin.,318,yes,yes,cellular,oct,1,-1,unknown,no
3625,33,services,255,yes,yes,cellular,nov,2,184,failure,no
1080,47,admin.,829,yes,yes,cellular,nov,1,188,failure,no
6281,44,self-employed,1367,yes,no,cellular,apr,3,146,other,yes
2022,43,blue-collar,-312,yes,no,unknown,jun,11,-1,unknown,no
6009,67,retired,1746,no,no,cellular,aug,1,-1,unknown,no
2903,37,management,3737,no,no,cellular,jul,1,-1,unknown,yes
4028,57,retired,519,yes,no,unknown,jun,3,-1,unknown,no
2668,35,management,397,yes,no,cellular,apr,1,-1,unknown,yes
1816,39,blue-collar,34,yes,no,unknown,may,1,-1,unknown,no
1677,37,technician,1435,no,no,cellular,aug,16,-1,unknown,yes
1493,32,management,131,no,no,unknown,jun,3,-1,unknown,no
4567,42,housemaid,16,no,no,unknown,jun,1,-1,unknown,no
5102,50,management,3537,no,no,unknown,oct,1,-1,unknown,yes
7399,41,technician,102,yes,yes,unknown,may,9,-1,unknown,no
1501,35,management,243,yes,no,unknown,may,3,-1,unknown,no
4931,37,management,565,no,no,cellular,aug,1,93,failure,yes
312,37,blue-collar,13849,yes,no,unknown,may,5,-1,unknown,no
2153,42,admin.,-466,no,yes,telephone,jul,15,-1,unknown,no
242,39,admin.,19,yes,no,cellular,jul,2,147,success,yes
2572,35,technician,1001,no,yes,cellular,jul,2,-1,unknown,no
5696,45,blue-collar,-311,yes,no,unknown,may,1,-1,unknown,yes
4155,54,management,588,no,no,cellular,aug,1,-1,unknown,no
4282,48,management,1741,yes,yes,telephone,nov,1,-1,unknown,no
4037,28,management,1720,no,no,cellular,sep,1,91,success,yes
1667,52,housemaid,3923,yes,no,unknown,may,3,-1,unknown,yes
353,49,management,350,no,no,cellular,aug,6,-1,unknown,no
1400,30,management,186,yes,no,cellular,nov,3,-1,unknown,no
1649,35,technician,128,no,yes,cellular,jan,1,205,other,no
4743,40,technician,275,no,no,cellular,aug,4,-1,unknown,no
5684,28,admin.,157,yes,yes,cellular,jul,2,-1,unknown,no
2891,35,unemployed,415,no,no,cellular,may,2,89,success,yes
5517,29,management,231,no,no,cellular,may,1,14,failure,yes
5500,38,self-employed,0,yes,no,cellular,apr,1,-1,unknown,no
2992,56,management,0,no,no,cellular,nov,2,-1,unknown,no
3616,32,blue-collar,-238,yes,no,unknown,may,1,-1,unknown,no
4300,67,retired,1430,no,no,telephone,may,2,135,success,yes
430,32,blue-collar,333,yes,no,cellular,may,2,-1,unknown,yes
6192,39,blue-collar,661,yes,no,cellular,feb,4,267,failure,no
3931,49,management,395,no,no,cellular,dec,5,-1,unknown,yes
4193,57,management,1318,no,no,cellular,oct,1,185,failure,yes
3256,50,management,-516,yes,no,unknown,may,2,-1,unknown,no
1482,51,entrepreneur,2109,no,no,cellular,apr,1,181,success,no
399,24,admin.,1295,no,no,cellular,apr,1,-1,unknown,yes
2566,34,technician,4367,no,no,cellular,aug,2,-1,unknown,no
3881,48,blue-collar,292,no,no,cellular,apr,1,79,success,yes
5612,28,services,525,no,no,cellular,jul,1,-1,unknown,no
2564,39,technician,291,yes,no,cellular,may,2,-1,unknown,yes
6426,51,retired,610,no,no,unknown,jun,2,-1,unknown,no
3437,46,unemployed,3354,yes,no,cellular,nov,1,174,success,yes
5441,34,management,3031,no,no,cellular,aug,6,-1,unknown,no
246,30,entrepreneur,12737,no,yes,cellular,nov,2,-1,unknown,yes
915,69,retired,324,no,no,cellular,aug,1,189,success,no
1503,42,self-employed,1216,yes,no,cellular,apr,1,521,failure,yes
3944,30,management,502,no,no,cellular,oct,3,95,success,yes
2770,31,self-employed,1815,no,no,telephone,feb,1,-1,unknown,yes
3855,45,admin.,205,no,no,cellular,may,1,90,success,yes
3393,42,technician,314,yes,no,unknown,oct,1,-1,unknown,yes
4383,41,unemployed,7968,no,no,cellular,sep,1,184,success,yes
5375,26,student,2503,no,no,cellular,apr,1,63,failure,no
5003,29,management,502,no,no,cellular,apr,2,199,other,no
5593,59,retired,1521,yes,yes,unknown,may,2,-1,unknown,yes
5142,48,technician,1000,no,no,cellular,nov,2,-1,unknown,no
6937,29,management,2955,no,no,cellular,apr,2,-1,unknown,yes
1756,43,blue-collar,245,yes,no,cellular,apr,1,-1,unknown,no
4239,27,technician,15161,no,no,cellular,jun,1,120,success,yes
5075,39,technician,94,yes,yes,unknown,may,1,-1,unknown,yes
900,47,housemaid,-1531,yes,no,cellular,jul,8,-1,unknown,no
2044,60,self-employed,1690,no,no,cellular,aug,11,-1,unknown,no
2339,31,admin.,8781,yes,no,cellular,may,1,177,success,yes
1232,42,blue-collar,807,yes,no,cellular,nov,1,-1,unknown,yes
504,38,technician,1,yes,no,cellular,nov,5,199,success,no
3705,36,blue-collar,561,yes,no,unknown,jun,2,-1,unknown,no
2292,30,management,233,yes,no,unknown,may,10,-1,unknown,no
6994,56,retired,13094,no,no,cellular,may,1,-1,unknown,yes
6763,36,admin.,4708,no,no,cellular,jun,1,-1,unknown,no
6978,29,management,841,no,no,cellular,feb,1,-1,unknown,no
4731,23,services,665,yes,no,unknown,may,1,-1,unknown,yes
4234,59,technician,2,no,no,cellular,aug,2,-1,unknown,no
3847,35,technician,1473,yes,no,unknown,may,3,-1,unknown,no
2596,29,management,7832,yes,no,unknown,may,2,-1,unknown,no
3377,31,management,6138,no,no,cellular,oct,2,119,failure,yes
6004,41,management,-556,yes,yes,unknown,may,3,-1,unknown,no
5210,56,services,1989,no,no,cellular,feb,2,281,failure,yes
1791,40,technician,360,yes,no,unknown,may,1,-1,unknown,no
5856,45,management,2813,yes,no,cellular,may,1,-1,unknown,no
3282,30,technician,3144,no,no,cellular,may,2,-1,unknown,yes
3072,35,technician,33,no,no,cellular,aug,2,-1,unknown,no
7201,35,management,688,no,no,cellular,feb,1,-1,unknown,no
3174,49,blue-collar,23,no,no,cellular,nov,2,-1,unknown,no
3336,46,management,0,no,no,cellular,aug,5,-1,unknown,yes
5212,35,services,-504,no,no,cellular,jul,1,-1,unknown,no
7337,37,management,5106,no,no,cellular,apr,1,-1,unknown,yes
139,47,technician,321,yes,yes,unknown,jul,1,-1,unknown,no
6057,37,management,7100,no,no,cellular,nov,2,-1,unknown,no
5308,43,technician,629,no,no,cellular,aug,1,-1,unknown,no
3748,58,retired,5092,no,no,unknown,jun,6,-1,unknown,no
4679,43,services,774,no,no,cellular,mar,1,421,success,yes
4752,38,admin.,-175,yes,no,telephone,jul,9,-1,unknown,no
43,32,services,228,yes,no,cellular,jul,6,-1,unknown,yes
1280,39,blue-collar,138,no,no,unknown,jun,2,-1,unknown,no
3713,50,self-employed,10052,no,no,cellular,aug,2,-1,unknown,yes
5263,29,technician,-397,yes,no,unknown,may,1,-1,unknown,no
4043,44,blue-collar,105,yes,no,cellular,apr,1,-1,unknown,yes
6519,26,self-employed,3676,no,no,cellular,apr,1,-1,unknown,yes
2990,34,management,2287,yes,no,unknown,may,4,-1,unknown,yes
960,34,management,369,no,no,cellular,aug,3,342,failure,yes
5604,39,blue-collar,142,no,yes,cellular,jul,4,-1,unknown,no
6343,36,housemaid,78,yes,no,telephone,jul,9,-1,unknown,yes
4183,36,blue-collar,324,yes,yes,cellular,jul,1,-1,unknown,yes
3926,59,management,396,yes,no,unknown,jun,3,-1,unknown,no
6278,28,blue-collar,1735,yes,no,cellular,apr,1,-1,unknown,no
4936,45,blue-collar,5461,yes,no,cellular,nov,2,-1,unknown,yes
3218,30,admin.,98,yes,no,cellular,jul,5,-1,unknown,no
3229,45,management,10,no,no,cellular,aug,7,-1,unknown,no
4262,23,student,854,yes,no,unknown,may,2,-1,unknown,yes
3462,29,blue-collar,348,yes,no,unknown,may,2,-1,unknown,no
2887,32,management,294,yes,no,cellular,apr,1,274,success,yes
2093,71,retired,653,no,no,telephone,sep,1,189,success,yes
2205,28,technician,-123,no,yes,cellular,jul,1,-1,unknown,yes
6652,40,management,158,no,no,telephone,apr,2,-1,unknown,yes
425,33,technician,133,no,no,cellular,nov,2,192,success,yes
112,49,services,2416,yes,no,cellular,apr,1,-1,unknown,yes
3258,38,blue-collar,468,yes,no,unknown,may,2,-1,unknown,no
2778,25,services,130,yes,no,cellular,jul,1,-1,unknown,no
6787,41,admin.,0,no,no,unknown,jun,1,-1,unknown,no
6091,46,blue-collar,-29,yes,no,unknown,may,1,-1,unknown,no
7332,56,management,405,no,no,cellular,jul,2,-1,unknown,no
3912,73,retired,739,no,no,cellular,sep,1,-1,unknown,yes
1158,59,management,1585,no,no,telephone,aug,5,-1,unknown,no
1740,58,management,473,no,no,cellular,feb,1,262,success,yes
591,44,management,558,no,no,cellular,feb,5,-1,unknown,yes
377,76,retired,163,no,no,telephone,oct,1,-1,unknown,no
637,31,blue-collar,54,yes,no,cellular,jun,1,-1,unknown,yes
1308,57,technician,28,yes,no,cellular,may,1,358,failure,no
5224,56,services,444,yes,no,unknown,jun,1,-1,unknown,no
4348,60,technician,0,no,no,cellular,may,4,-1,unknown,yes
2263,25,management,-242,yes,yes,cellular,may,4,332,other,yes
4263,39,technician,15,yes,no,cellular,apr,1,-1,unknown,yes
4324,42,blue-collar,0,yes,yes,cellular,may,2,-1,unknown,no
2727,49,services,1830,yes,no,cellular,feb,1,-1,unknown,yes
7290,22,student,0,no,no,cellular,feb,6,-1,unknown,yes
1978,35,blue-collar,1949,yes,no,unknown,jun,3,-1,unknown,no
5313,42,blue-collar,1628,yes,no,cellular,jul,8,-1,unknown,yes
1517,37,admin.,3221,no,no,cellular,jun,2,376,other,yes
1972,35,technician,328,yes,no,cellular,jul,2,-1,unknown,yes
5487,32,blue-collar,388,yes,no,cellular,apr,2,-1,unknown,no
235,51,blue-collar,-92,yes,no,unknown,jun,4,-1,unknown,no
6369,53,management,1356,yes,no,cellular,nov,2,96,failure,no
4504,46,blue-collar,9328,yes,no,cellular,may,3,-1,unknown,yes
1846,34,blue-collar,1156,yes,no,unknown,may,2,-1,unknown,no
6423,32,management,1683,yes,yes,cellular,apr,2,-1,unknown,no
7265,48,admin.,3756,no,no,cellular,aug,10,-1,unknown,no
3549,49,technician,412,no,no,cellular,aug,8,-1,unknown,yes
924,33,technician,719,yes,no,cellular,apr,2,316,failure,yes
791,34,management,171,yes,no,cellular,may,1,294,failure,no
1408,37,admin.,9,yes,no,cellular,may,1,-1,unknown,no
5083,32,technician,3818,no,no,cellular,aug,4,-1,unknown,no
1860,39,blue-collar,-294,yes,no,unknown,jun,2,-1,unknown,no
1941,34,technician,18777,yes,no,cellular,nov,1,-1,unknown,no
4320,43,self-employed,3157,no,no,cellular,apr,2,330,other,no
4060,49,services,1114,no,no,cellular,nov,1,-1,unknown,no
3292,30,technician,411,yes,no,cellular,apr,1,-1,unknown,no
7330,52,admin.,484,yes,no,unknown,may,1,-1,unknown,no
4895,32,admin.,1604,no,yes,cellular,jul,1,-1,unknown,yes
654,33,technician,3243,no,no,cellular,aug,4,-1,unknown,yes
6557,24,admin.,1141,yes,no,unknown,may,1,-1,unknown,no
589,37,management,57,no,no,cellular,apr,2,84,success,no
7074,38,management,1463,yes,no,cellular,aug,4,-1,unknown,no
5619,46,services,973,no,no,cellular,feb,1,-1,unknown,no
3129,52,technician,152,no,no,cellular,aug,6,-1,unknown,yes
5623,40,services,473,yes,no,cellular,jul,3,-1,unknown,yes
6089,51,unemployed,1801,no,no,cellular,apr,3,-1,unknown,yes
3445,52,blue-collar,117,no,yes,cellular,jul,2,-1,unknown,no
6682,57,services,2225,yes,no,cellular,may,4,-1,unknown,no
830,40,management,1855,no,no,telephone,feb,6,-1,unknown,yes
3385,32,services,-1139,yes,no,cellular,jul,1,-1,unknown,no
3183,25,management,362,no,no,cellular,jun,2,-1,unknown,yes
7296,47,management,2892,no,no,unknown,jun,1,-1,unknown,yes
5873,60,unemployed,1047,no,no,cellular,may,3,279,success,yes
5934,38,blue-collar,4592,yes,no,cellular,may,1,-1,unknown,no
6980,36,management,630,no,no,cellular,feb,1,-1,unknown,yes
5369,51,housemaid,9228,no,no,cellular,jul,4,-1,unknown,yes
343,32,management,2667,yes,no,cellular,mar,1,181,failure,yes
3922,38,management,327,yes,yes,cellular,jul,5,-1,unknown,yes
5106,31,technician,2388,no,no,cellular,aug,1,-1,unknown,no
4973,31,admin.,685,yes,no,cellular,may,1,329,failure,yes
3191,74,retired,3771,no,no,telephone,apr,1,-1,unknown,no
1271,37,blue-collar,133,yes,no,cellular,may,2,-1,unknown,yes
4618,37,management,230,yes,yes,cellular,feb,2,272,failure,no
4970,51,technician,11222,yes,no,cellular,nov,2,171,failure,no
4054,28,technician,593,yes,no,unknown,jun,1,-1,unknown,no
2003,28,technician,922,yes,no,cellular,apr,1,-1,unknown,no
6692,36,blue-collar,599,yes,no,unknown,may,2,-1,unknown,yes
1583,60,admin.,3547,no,no,telephone,jun,6,-1,unknown,yes
721,33,blue-collar,331,yes,no,unknown,may,3,-1,unknown,no
4254,28,technician,4513,yes,no,unknown,may,3,-1,unknown,no
1971,49,management,3842,no,no,cellular,apr,1,186,failure,no
1184,46,admin.,875,yes,yes,cellular,may,3,353,failure,no
7242,35,services,618,no,no,cellular,apr,1,-1,unknown,yes
2156,35,blue-collar,0,yes,no,cellular,feb,3,280,other,no
1325,36,management,6641,no,no,cellular,jul,4,-1,unknown,no
1781,39,blue-collar,39,yes,no,unknown,jun,6,-1,unknown,no
2724,30,technician,930,no,no,cellular,jul,1,-1,unknown,yes
7362,57,retired,-157,no,no,cellular,aug,9,-1,unknown,no
585,49,blue-collar,-157,yes,no,cellular,jul,3,-1,unknown,yes
6060,30,management,19358,no,no,cellular,nov,2,-1,unknown,no
5893,48,unemployed,817,no,no,cellular,jul,3,183,success,yes
7345,49,services,0,yes,no,cellular,may,2,166,failure,yes
2108,47,services,405,no,yes,cellular,aug,2,-1,unknown,yes
6789,34,management,362,yes,no,unknown,may,3,-1,unknown,no
581,41,admin.,4464,yes,no,telephone,jul,2,-1,unknown,no
4241,45,unemployed,11,no,no,cellular,aug,5,-1,unknown,yes
2314,71,retired,3230,no,no,cellular,may,2,133,failure,yes
3155,27,management,20585,no,no,cellular,jun,1,-1,unknown,yes
6764,59,admin.,2343,yes,no,unknown,may,1,-1,unknown,yes
2096,38,student,64,no,no,cellular,aug,1,-1,unknown,no
760,50,technician,778,no,no,cellular,jul,1,-1,unknown,no
6015,59,retired,0,no,no,unknown,jun,1,-1,unknown,yes
2170,46,technician,0,no,no,cellular,nov,1,167,failure,yes
6524,55,management,608,yes,no,cellular,may,2,-1,unknown,no
5545,18,student,608,no,no,cellular,nov,1,93,success,yes
3577,32,admin.,0,no,no,cellular,jul,1,-1,unknown,no
3257,42,admin.,1143,yes,yes,telephone,nov,1,-1,unknown,no
2547,55,management,19,yes,no,unknown,may,3,-1,unknown,no
449,29,technician,3466,no,no,cellular,apr,1,-1,unknown,yes
6062,32,management,2360,no,no,cellular,feb,2,160,other,yes
3544,37,blue-collar,197,yes,no,unknown,may,3,-1,unknown,no
1451,51,technician,825,no,no,cellular,nov,3,-1,unknown,yes
4787,33,technician,0,yes,yes,cellular,nov,2,-1,unknown,no
328,34,blue-collar,199,yes,no,unknown,may,3,-1,unknown,no
674,31,management,596,no,no,cellular,aug,4,-1,unknown,no
618,44,entrepreneur,121,no,no,cellular,aug,1,-1,unknown,yes
4222,24,student,597,yes,no,cellular,apr,3,-1,unknown,yes
1173,59,management,474,no,no,cellular,aug,1,-1,unknown,yes
4759,50,technician,416,yes,no,unknown,jun,5,-1,unknown,yes
7009,48,blue-collar,1000,yes,no,unknown,jun,2,-1,unknown,yes
929,59,technician,1,no,no,cellular,oct,1,182,success,yes
5154,53,self-employed,20,yes,no,cellular,aug,2,-1,unknown,no
1338,28,services,1636,yes,no,cellular,may,1,355,failure,no
6803,52,unemployed,2251,yes,no,unknown,jun,9,-1,unknown,no
662,43,management,1429,yes,no,cellular,may,1,169,success,yes
3396,33,admin.,61,no,no,cellular,jul,4,-1,unknown,no
3333,29,technician,5763,no,yes,cellular,jun,2,92,success,no
2018,40,blue-collar,-426,no,yes,unknown,may,1,-1,unknown,no
2819,29,admin.,464,no,no,cellular,nov,2,91,success,yes
5264,38,technician,90,yes,yes,unknown,may,2,-1,unknown,no
984,62,retired,2801,yes,yes,cellular,sep,1,183,success,yes
3758,49,blue-collar,134,yes,yes,unknown,may,2,-1,unknown,no
6503,37,management,0,yes,no,cellular,apr,5,153,failure,yes
973,32,blue-collar,-454,yes,yes,cellular,may,5,355,failure,yes
813,50,blue-collar,5872,yes,no,cellular,may,3,-1,unknown,yes
3422,70,retired,2575,no,no,telephone,apr,2,-1,unknown,yes
2813,25,blue-collar,292,yes,yes,cellular,may,2,-1,unknown,yes
1932,35,management,0,no,no,cellular,aug,6,-1,unknown,no
