iter	Logloss
312	0.3088085182
313	0.3087211976
314	0.3082750941
315	0.3081143788
316	0.3077144919
317	0.3075548002
318	0.3073894118
319	0.3070500693
320	0.3066046534
321	0.3061310067
322	0.3056675288
323	0.3055189539
324	0.3054704649
325	0.3051853815
326	0.3050358622
327	0.3047758576
328	0.3046028462
329	0.3041647871
330	0.3039142727
331	0.3035930396
332	0.3033098616
333	0.3030168783
334	0.3026866883
335	0.3022891259
336	0.3020878167
337	0.301776945
338	0.3015858212
339	0.3012467045
340	0.3010424031
341	0.3007453134
342	0.3005387134
343	0.3003419214
344	0.3001809077
345	0.2997063699
346	0.2993815352
347	0.2992341456
348	0.2990711465
349	0.2988150037
350	0.2987476817
351	0.2986083196
352	0.2983849244
353	0.2982853992
354	0.2980729155
355	0.2977164879
356	0.2975235283
357	0.2972873943
358	0.2971865361
359	0.2968605214
360	0.2966747784
361	0.2963551217
362	0.2961625195
363	0.2959314631
364	0.2957989733
365	0.2953614229
366	0.2950323971
367	0.294798072
368	0.2944683891
369	0.2941905572
370	0.2939745943
371	0.2935412291
372	0.2933511667
373	0.2932583406
374	0.2928750917
375	0.2926717278
376	0.2923688754
377	0.2922345788
378	0.2921675133
379	0.2919977808
380	0.2918235067
381	0.2914363067
382	0.2912945964
383	0.2912112126
384	0.2910256715
385	0.290802005
386	0.2905430815
387	0.2903434022
388	0.2901004656
389	0.2900474548
390	0.2899253454
391	0.2897405826
392	0.289564383
393	0.2893570572
394	0.2890286272
395	0.2887957491
396	0.2886216207
397	0.2884686836
398	0.2882135082
399	0.2879777625
400	0.2877632123
401	0.2874006001
402	0.2871811218
403	0.2869656293
404	0.2866785006
405	0.286513193
406	0.2863232214
407	0.2861787786
408	0.2859609413
409	0.2856799537
410	0.2854270782
411	0.2852006965
412	0.2848594274
413	0.2846062826
414	0.2844730334
415	0.2843133408
416	0.2841003649
417	0.2839754259
418	0.2838562617
419	0.2835934101
420	0.2834881618
421	0.2832429473
422	0.2829100501
423	0.2827957522
424	0.2826602583
425	0.2823837355
426	0.2821212759
427	0.2818526854
428	0.28152084
429	0.2813476518
430	0.2811099532
431	0.2808354104
432	0.2805941332
433	0.2804383348
434	0.2802290969
435	0.2800902641
436	0.2798940743
437	0.2797100722
438	0.2796701074
439	0.2793872228
440	0.2790833489
441	0.2787760451
442	0.278490861
443	0.2783895437
444	0.2781788646
445	0.277996191
446	0.2777559937
447	0.2775731468
448	0.277388506
449	0.2771032584
450	0.2769306454
451	0.2768604703
452	0.2767064517
453	0.2765090627
454	0.2763445397
455	0.2760663402
456	0.2757631523
457	0.2754696384
458	0.2750966173
459	0.2748560096
460	0.2745775426
461	0.2744776138
462	0.2742848811
463	0.2740419375
464	0.2739474024
465	0.2736325626
466	0.2734256433
467	0.2732956706
468	0.2730611242
469	0.2728763171
470	0.2727133684
471	0.2725317657
472	0.2723707105
473	0.2721730536
474	0.2719487179
475	0.2718274794
476	0.2715606966
477	0.2714042023
478	0.2712031542
479	0.2710897018
480	0.2709616436
481	0.2708185608
482	0.2706716593
483	0.2703731338
484	0.270203006
485	0.2700661052
486	0.2699638583
487	0.269782222
488	0.2696078197
489	0.2695169496
490	0.2692756489
491	0.2691758651
492	0.2689834828
493	0.2686709486
494	0.2684112918
495	0.2681866714
496	0.2679166129
497	0.2677536289
498	0.2676563414
499	0.2674388735
500	0.2671227771
501	0.2668674834
502	0.2667564194
503	0.2665996734
504	0.2664378447
505	0.2662399195
506	0.2659655407
507	0.2657851506
508	0.2655861887
509	0.2653638605
510	0.2651382063
511	0.2647983905
512	0.2644893515
513	0.2643043596
514	0.264144458
515	0.2639037582
516	0.2636898875
517	0.2635253151
518	0.2633591981
519	0.2630350094
520	0.2628203622
521	0.2626287004
522	0.2624023894
523	0.2622585526
524	0.2620685523
525	0.2617978567
526	0.2616324027
527	0.2615216882
528	0.2613166897
529	0.2611443475
530	0.2609646211
531	0.2608691422
532	0.2607857652
533	0.2606346222
534	0.2603667524
535	0.2600934978
536	0.2598954965
537	0.2596637097
538	0.2594660061
539	0.2593290938
540	0.2591595625
541	0.2590328068
542	0.2587940091
543	0.2585775624
544	0.258301292
545	0.258001246
546	0.2578335904
547	0.2576539365
548	0.2574817103
549	0.2572503447
550	0.2571876501
551	0.2569078303
552	0.2567083571
553	0.256568982
554	0.2563795435
555	0.2562353588
556	0.2560153054
557	0.2558518338
558	0.2556156965
559	0.2554793537
560	0.2552613295
561	0.2550349422
562	0.2547819106
563	0.2546008529
564	0.2544611574
565	0.2542107257
566	0.2539795068
567	0.2537283263
568	0.2535798135
569	0.2533665364
570	0.2532186583
571	0.2530092651
572	0.2528136268
573	0.2526407133
574	0.2524641036
575	0.2522635321
576	0.2520125199
577	0.2518507254
578	0.251725019
579	0.2516363415
580	0.2514674674
581	0.2513437413
582	0.2511926216
583	0.2510976783
584	0.2508519044
585	0.2506561784
586	0.250450082
587	0.2502842258
588	0.2501496091
589	0.2499944566
590	0.2498474328
591	0.2496271716
592	0.2494799199
593	0.2492195766
594	0.2491038457
595	0.2488839758
596	0.2487328541
597	0.2485008921
598	0.2483156198
599	0.2481601971
600	0.2479897972
601	0.2478770656
602	0.2477252146
603	0.2475491527
604	0.2474214594
605	0.2470663645
606	0.2469134483
607	0.2467539756
608	0.2465907786
609	0.2464756061
610	0.246300647
611	0.2461292945
612	0.2460468561
613	0.2459146775
614	0.245798784
615	0.2456504581
616	0.2454005201
617	0.2452887069
618	0.2451683424
619	0.2449507839
620	0.2448126278
621	0.2447468577
622	0.2445199462
623	0.2443584811
624	0.2442860228
625	0.244075703
626	0.2439145924
627	0.2437661628
628	0.2435402682
629	0.2433790285
630	0.243230579
631	0.2431206393
632	0.2430029595
633	0.2428053408
634	0.2426955986
635	0.2424900049
636	0.2423695154
637	0.2422356342
638	0.2420952998
639	0.2420176659
640	0.2418798489
641	0.2416789174
642	0.2415637964
643	0.2415145292
644	0.2413881004
645	0.2412913173
646	0.2411789974
647	0.2411176985
648	0.2410589231
649	0.2408820294
650	0.2407188742
651	0.2405601469
652	0.2404765022
653	0.240252004
654	0.2400922933
655	0.2399646507
656	0.2398073497
657	0.2396347176
658	0.2394627503
659	0.2393182135
660	0.2392253764
661	0.2390292767
662	0.2388626675
663	0.2387030381
664	0.2385276178
665	0.238218646
666	0.2381608184
667	0.2380753395
668	0.2379703033
669	0.2379099167
670	0.237739119
671	0.2375828416
672	0.2374309157
673	0.2372998789
674	0.2369364644
675	0.2368301319
676	0.2367533704
677	0.2366032439
678	0.2364775304
679	0.2362802962
680	0.2361510977
681	0.235973241
682	0.2358482243
683	0.2357100057
684	0.2355351507
685	0.2353110152
686	0.2351853804
687	0.2349728238
688	0.2348215454
689	0.2346618047
690	0.234432436
691	0.2343088264
692	0.2341117823
693	0.2340085699
694	0.2339374725
695	0.2338622406
696	0.2337867207
697	0.2335415211
698	0.2333571664
699	0.23319726
700	0.2330360316
701	0.2329587221
702	0.2327152031
703	0.2325811168
704	0.2324264305
705	0.232321548
706	0.2322096828
707	0.2321613083
708	0.2320963377
709	0.231883186
710	0.2317004527
711	0.231548997
712	0.2314861208
713	0.231269324
714	0.2311082247
715	0.2309676986
716	0.2308485574
717	0.2306328557
718	0.2304195732
719	0.2302399881
720	0.230110638
721	0.2299816974
722	0.2298474692
723	0.2297138778
724	0.2296286639
725	0.2294424947
726	0.2293263054
727	0.2292400448
728	0.2291656986
729	0.229045684
730	0.2288127063
731	0.2286629203
732	0.2284858131
733	0.2282402957
734	0.2281763117
735	0.2280699995
736	0.2279246555
737	0.2278396469
738	0.2277274773
739	0.227477856
740	0.2273417205
741	0.2272492976
742	0.2270311196
743	0.2268883841
744	0.2267585445
745	0.2265748804
746	0.2264372636
747	0.2263005537
748	0.2260083157
749	0.2257664292
750	0.2257163413
751	0.2256599443
752	0.2255173316
753	0.225345956
754	0.2252646379
755	0.2250213595
756	0.2249193614
757	0.2247985652
758	0.2247188362
759	0.2246061738
760	0.2245381308
761	0.224387682
762	0.2242632383
763	0.224129085
764	0.2239271028
765	0.2237800588
766	0.2236534271
767	0.2235437766
768	0.2234551569
769	0.2232405202
770	0.2229399914
771	0.2228471662
772	0.2227133365
773	0.222610505
774	0.2224393261
775	0.2222243675
776	0.2220519459
777	0.221919061
778	0.2217971824
779	0.2216745535
780	0.2215617247
781	0.2214993521
782	0.2214424681
783	0.2213218896
784	0.2211551426
785	0.2210454221
786	0.2209101017
787	0.2207397471
788	0.2206847857
789	0.2205542614
790	0.2202875463
791	0.2201552737
792	0.2199604803
793	0.2197047715
794	0.219558627
795	0.2194354701
796	0.2192844384
797	0.219087062
798	0.2189460974
799	0.2188165302
800	0.2186911843
801	0.2184659345
802	0.218349875
803	0.2181441475
804	0.2179837733
805	0.2178481455
806	0.2177897287
807	0.2176420476
808	0.2174487855
809	0.2173313746
810	0.2171300439
811	0.217099556
812	0.216975019
813	0.2169283254
814	0.2168403962
815	0.2166659119
816	0.216600715
817	0.2165313818
818	0.2163686249
819	0.2162186441
820	0.216126702
821	0.2159881082
822	0.2159637277
823	0.2158290591
824	0.215658002
825	0.2155205178
826	0.2153056395
827	0.2151293019
828	0.2150015014
829	0.2148823588
830	0.2147624286
831	0.2145702467
832	0.2144098769
833	0.2143143333
834	0.2141435192
835	0.2139589373
836	0.2138360737
837	0.2137502145
838	0.2136380317
839	0.2135512783
840	0.2134069853
841	0.2132666011
842	0.2131180967
843	0.2129746232
844	0.2128508868
845	0.2127407593
846	0.2125962558
847	0.2125180016
848	0.2123830399
849	0.2123359208
850	0.2122090194
851	0.2120887043
852	0.2119187091
853	0.211783366
854	0.2116435524
855	0.2115131081
856	0.2114377973
857	0.2112760973
858	0.2111641774
859	0.2110892535
860	0.2109521234
861	0.2109230007
862	0.2108151055
863	0.2106873831
864	0.210549683
865	0.2104725403
866	0.2103063174
867	0.2101498306
868	0.2100559874
869	0.2099800093
870	0.2098971566
871	0.209716537
872	0.2095331935
873	0.2093407912
874	0.2092347037
875	0.2090014489
876	0.2088296481
877	0.2087196019
878	0.2086171001
879	0.2084796768
880	0.2083733996
881	0.2082416134
882	0.2081898098
883	0.2081191742
884	0.2079914728
885	0.2078768947
886	0.2077263263
887	0.2075657334
888	0.2074609085
889	0.2073768477
890	0.2073272632
891	0.2071856959
892	0.2069776095
893	0.2068773697
894	0.206770029
895	0.2066302329
896	0.2065320515
897	0.2063939681
898	0.2062438327
899	0.2061356721
900	0.2059859017
901	0.2058940164
902	0.2057866197
903	0.2056684371
904	0.2055213244
905	0.2053950728
906	0.2053180692
907	0.2051670104
908	0.2051071278
909	0.2049724251
910	0.2048237277
911	0.2046520251
912	0.2045567108
913	0.2044453993
914	0.2043653655
915	0.2041806987
916	0.2040037698
917	0.2038746776
918	0.2038293254
919	0.2037303786
920	0.2036014594
921	0.2035421476
922	0.203480298
923	0.2033449927
924	0.2032773407
925	0.2031387424
926	0.2030733344
927	0.2030474435
928	0.2029327986
929	0.2027569735
930	0.2026246357
931	0.2025260916
932	0.2024362552
933	0.2023205263
934	0.2021392755
935	0.2020001568
936	0.2018874999
937	0.2018355817
938	0.2017199526
939	0.2015979761
940	0.2014325993
941	0.201324389
942	0.2011666644
943	0.2010956011
944	0.2009012573
945	0.2008648794
946	0.2007750201
947	0.2006641446
948	0.2005551142
949	0.200474179
950	0.2003738844
951	0.2002583693
952	0.2001170664
953	0.1999989015
954	0.1998784812
955	0.1998192383
956	0.1996876524
957	0.1995868118
958	0.1994811796
959	0.1993560384
960	0.1992542191
961	0.1992227912
962	0.1991468967
963	0.199014669
964	0.1988379649
965	0.1986963546
966	0.1985354323
967	0.1983113284
968	0.1982526188
969	0.1981771794
970	0.1980560323
971	0.1978891717
972	0.1978082642
973	0.1976707694
974	0.1975986429
975	0.1975224811
976	0.1973817167
977	0.1973418918
978	0.1972496841
979	0.1971000597
980	0.1970068658
981	0.1969070612
982	0.1967827042
983	0.1966628641
984	0.1965518414
985	0.1964899102
986	0.1963662768
987	0.1962152257
988	0.1960967797
989	0.1959932132
990	0.1958684035
991	0.195730396
992	0.1956004638
993	0.1954133133
994	0.1953720279
995	0.1952540352
996	0.195183603
997	0.1950641682
998	0.1949305393
999	0.1948587451
